left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
157,24,187,47,"[25,45] degrees",neutral,-0.4,170,157,clockwise,30,23
153,29,176,55,"[25,45] degrees",left,-0.4,110,153,clockwise,23,26
32,84,65,107,"[25,45] degrees",neutral,0.4,58,84,clockwise,23,33
80,28,107,73,"[25,45] degrees",right,0.4,26,28,clockwise,45,27
16,59,37,80,"[25,45] degrees",neutral,-0.4,-25,16,clockwise,21,21
110,168,139,200,"[25,45] degrees",left,-0.4,69,110,clockwise,29,32
81,133,117,167,"[25,45] degrees",neutral,0.4,165,133,clockwise,34,36
24,53,60,80,"[25,45] degrees",right,0.4,91,53,clockwise,27,36
66,20,86,54,"[25,45] degrees",neutral,-0.4,65,66,clockwise,20,34
127,75,149,101,"[25,45] degrees",left,-0.4,99,127,clockwise,22,26
31,144,68,165,"[25,45] degrees",neutral,0.4,176,144,clockwise,21,37
16,153,38,193,"[25,45] degrees",right,0.4,185,153,clockwise,40,22
105,62,128,83,"[25,45] degrees",neutral,-0.4,131,105,clockwise,23,21
35,140,80,170,"[25,45] degrees",left,-0.4,18,35,clockwise,45,30
76,46,116,86,"[25,45] degrees",neutral,0.4,1,46,clockwise,40,40
128,40,167,80,"[25,45] degrees",right,0.4,-4,40,clockwise,40,39
168,110,198,141,"[25,45] degrees",neutral,-0.4,125,168,clockwise,30,31
89,38,117,71,"[25,45] degrees",left,-0.4,65,89,clockwise,28,33
33,136,53,163,"[25,45] degrees",neutral,0.4,116,136,clockwise,27,20
18,74,52,117,"[25,45] degrees",right,0.4,95,74,clockwise,43,34
167,67,189,90,"[25,45] degrees",neutral,-0.4,161,167,clockwise,22,23
6,97,30,125,"[25,45] degrees",left,-0.4,39,6,clockwise,24,28
121,49,163,82,"[25,45] degrees",neutral,0.4,38,49,clockwise,33,42
12,150,33,185,"[25,45] degrees",right,0.4,119,150,clockwise,35,21
154,54,194,97,"[25,45] degrees",neutral,-0.4,171,154,clockwise,40,43
94,44,126,64,"[25,45] degrees",left,-0.4,54,94,clockwise,32,20
70,138,104,182,"[25,45] degrees",neutral,0.4,93,138,clockwise,44,34
103,163,135,190,"[25,45] degrees",right,0.4,188,163,clockwise,27,32
134,160,156,193,"[25,45] degrees",neutral,-0.4,131,134,clockwise,22,33
56,134,90,175,"[25,45] degrees",left,-0.4,75,56,clockwise,34,41
92,132,113,163,"[25,45] degrees",neutral,0.4,103,132,clockwise,31,21
21,60,56,92,"[25,45] degrees",right,0.4,40,60,clockwise,32,35
68,118,97,151,"[25,45] degrees",neutral,-0.4,86,68,clockwise,29,33
59,107,98,149,"[25,45] degrees",left,-0.4,94,59,clockwise,39,42
18,140,60,171,"[25,45] degrees",neutral,0.4,127,140,clockwise,31,42
173,65,197,106,"[25,45] degrees",right,0.4,30,65,clockwise,41,24
60,2,92,30,"[25,45] degrees",neutral,-0.4,25,60,clockwise,32,28
116,1,143,26,"[25,45] degrees",left,-0.4,143,116,clockwise,27,25
43,98,80,143,"[25,45] degrees",neutral,0.4,66,98,clockwise,45,37
167,100,204,140,"[25,45] degrees",right,0.4,133,100,clockwise,40,37
21,103,57,132,"[25,45] degrees",neutral,-0.4,-23,21,clockwise,36,29
44,64,77,97,"[25,45] degrees",left,-0.4,22,44,clockwise,33,33
144,107,177,130,"[25,45] degrees",neutral,0.4,152,107,clockwise,23,33
30,170,55,193,"[25,45] degrees",right,0.4,173,170,clockwise,23,25
135,177,169,208,"[25,45] degrees",neutral,-0.4,170,135,clockwise,34,31
144,72,164,92,"[25,45] degrees",left,-0.4,133,144,clockwise,20,20
138,98,174,118,"[25,45] degrees",neutral,0.4,136,98,clockwise,20,36
6,140,35,179,"[25,45] degrees",right,0.4,165,140,clockwise,39,29
146,37,187,61,"[25,45] degrees",neutral,-0.4,170,146,clockwise,41,24
104,63,134,90,"[25,45] degrees",left,-0.4,112,104,clockwise,30,27
30,84,60,113,"[25,45] degrees",neutral,0.4,72,84,clockwise,29,30
86,51,108,87,"[25,45] degrees",right,0.4,9,51,clockwise,36,22
16,171,39,194,"[25,45] degrees",neutral,-0.4,1,16,clockwise,23,23
111,43,133,75,"[25,45] degrees",left,-0.4,96,111,clockwise,22,32
172,144,216,185,"[25,45] degrees",neutral,0.4,143,144,clockwise,41,44
172,61,213,81,"[25,45] degrees",right,0.4,69,61,clockwise,20,41
22,144,49,168,"[25,45] degrees",neutral,-0.4,-3,22,clockwise,27,24
62,152,106,174,"[25,45] degrees",left,-0.4,33,62,clockwise,44,22
136,39,164,71,"[25,45] degrees",neutral,0.4,25,39,clockwise,32,28
163,22,200,67,"[25,45] degrees",right,0.4,-8,22,clockwise,45,37
35,96,76,118,"[25,45] degrees",neutral,-0.4,77,35,clockwise,41,22
