left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
90,8,135,33,"[25,45] degrees",neutral,-0.4,89,90,clockwise,45,25
15,111,51,153,"[25,45] degrees",left,-0.4,9,15,clockwise,36,42
81,50,124,76,"[25,45] degrees",neutral,0.4,8,50,clockwise,26,43
70,112,110,151,"[25,45] degrees",right,0.4,93,112,clockwise,39,40
164,92,187,130,"[25,45] degrees",neutral,-0.4,176,164,clockwise,23,38
128,81,164,117,"[25,45] degrees",left,-0.4,131,128,clockwise,36,36
75,123,101,152,"[25,45] degrees",neutral,0.4,138,123,clockwise,29,26
158,64,189,86,"[25,45] degrees",right,0.4,108,64,clockwise,22,31
166,67,203,109,"[25,45] degrees",neutral,-0.4,184,166,clockwise,37,42
82,3,125,30,"[25,45] degrees",left,-0.4,44,82,clockwise,43,27
5,32,37,62,"[25,45] degrees",neutral,0.4,4,32,clockwise,30,32
45,91,86,124,"[25,45] degrees",right,0.4,126,91,clockwise,33,41
120,2,153,35,"[25,45] degrees",neutral,-0.4,118,120,clockwise,33,33
39,88,81,129,"[25,45] degrees",left,-0.4,15,39,clockwise,42,41
110,42,145,77,"[25,45] degrees",neutral,0.4,10,42,clockwise,35,35
14,112,37,144,"[25,45] degrees",right,0.4,155,112,clockwise,32,23
28,146,65,183,"[25,45] degrees",neutral,-0.4,38,28,clockwise,37,37
129,7,172,33,"[25,45] degrees",left,-0.4,95,129,clockwise,43,26
140,47,183,89,"[25,45] degrees",neutral,0.4,55,47,clockwise,42,43
177,66,218,111,"[25,45] degrees",right,0.4,77,66,clockwise,45,41
100,69,131,107,"[25,45] degrees",neutral,-0.4,141,100,clockwise,31,38
85,157,128,193,"[25,45] degrees",left,-0.4,87,85,clockwise,43,36
41,159,70,191,"[25,45] degrees",neutral,0.4,134,159,clockwise,32,29
145,37,182,65,"[25,45] degrees",right,0.4,66,37,clockwise,28,37
51,155,74,195,"[25,45] degrees",neutral,-0.4,33,51,clockwise,23,40
31,109,61,130,"[25,45] degrees",left,-0.4,68,31,clockwise,30,21
167,35,189,79,"[25,45] degrees",neutral,0.4,0,35,clockwise,44,22
12,138,55,175,"[25,45] degrees",right,0.4,107,138,clockwise,37,43
169,111,210,131,"[25,45] degrees",neutral,-0.4,170,169,clockwise,41,20
167,28,205,61,"[25,45] degrees",left,-0.4,199,167,clockwise,38,33
12,90,46,126,"[25,45] degrees",neutral,0.4,61,90,clockwise,36,34
144,72,175,117,"[25,45] degrees",right,0.4,54,72,clockwise,45,31
176,49,217,69,"[25,45] degrees",neutral,-0.4,170,176,clockwise,41,20
110,56,154,78,"[25,45] degrees",left,-0.4,113,110,clockwise,44,22
40,123,68,145,"[25,45] degrees",neutral,0.4,134,123,clockwise,22,28
175,114,208,134,"[25,45] degrees",right,0.4,157,114,clockwise,20,33
133,161,160,189,"[25,45] degrees",neutral,-0.4,142,133,clockwise,27,28
153,86,173,120,"[25,45] degrees",left,-0.4,120,153,clockwise,20,34
150,46,176,67,"[25,45] degrees",neutral,0.4,74,46,clockwise,21,26
135,55,161,100,"[25,45] degrees",right,0.4,80,55,clockwise,45,26
174,139,219,166,"[25,45] degrees",neutral,-0.4,181,174,clockwise,45,27
69,29,101,61,"[25,45] degrees",left,-0.4,46,69,clockwise,32,32
37,148,75,190,"[25,45] degrees",neutral,0.4,181,148,clockwise,42,38
114,144,147,177,"[25,45] degrees",right,0.4,110,144,clockwise,33,33
44,77,76,98,"[25,45] degrees",neutral,-0.4,14,44,clockwise,32,21
81,174,125,198,"[25,45] degrees",left,-0.4,64,81,clockwise,44,24
81,34,121,62,"[25,45] degrees",neutral,0.4,74,34,clockwise,28,40
163,98,194,125,"[25,45] degrees",right,0.4,142,98,clockwise,27,31
170,62,211,85,"[25,45] degrees",neutral,-0.4,204,170,clockwise,41,23
104,4,128,49,"[25,45] degrees",left,-0.4,133,104,clockwise,24,45
12,96,47,118,"[25,45] degrees",neutral,0.4,124,96,clockwise,22,35
37,145,62,180,"[25,45] degrees",right,0.4,106,145,clockwise,35,25
160,110,181,145,"[25,45] degrees",neutral,-0.4,150,160,clockwise,21,35
34,5,73,39,"[25,45] degrees",left,-0.4,79,34,clockwise,39,34
179,19,213,55,"[25,45] degrees",neutral,0.4,54,19,clockwise,36,34
78,150,111,195,"[25,45] degrees",right,0.4,180,150,clockwise,45,33
114,17,138,40,"[25,45] degrees",neutral,-0.4,109,114,clockwise,24,23
135,69,163,98,"[25,45] degrees",left,-0.4,128,135,clockwise,28,29
33,73,64,105,"[25,45] degrees",neutral,0.4,109,73,clockwise,32,31
120,60,140,82,"[25,45] degrees",right,0.4,38,60,clockwise,22,20
17,112,40,137,"[25,45] degrees",neutral,-0.4,-5,17,clockwise,23,25
73,129,102,155,"[25,45] degrees",left,-0.4,90,73,clockwise,29,26
101,136,123,178,"[25,45] degrees",neutral,0.4,110,136,clockwise,42,22
93,16,136,56,"[25,45] degrees",right,0.4,48,16,clockwise,40,43
18,132,43,171,"[25,45] degrees",neutral,-0.4,-11,18,clockwise,25,39
92,49,121,86,"[25,45] degrees",left,-0.4,128,92,clockwise,29,37
23,62,48,88,"[25,45] degrees",neutral,0.4,74,62,clockwise,26,25
115,174,148,201,"[25,45] degrees",right,0.4,153,174,clockwise,27,33
38,74,81,111,"[25,45] degrees",neutral,-0.4,38,38,clockwise,43,37
51,133,79,178,"[25,45] degrees",left,-0.4,24,51,clockwise,28,45
101,132,135,175,"[25,45] degrees",neutral,0.4,161,132,clockwise,43,34
142,32,165,60,"[25,45] degrees",right,0.4,48,32,clockwise,28,23
19,40,46,69,"[25,45] degrees",neutral,-0.4,47,19,clockwise,27,29
8,82,34,118,"[25,45] degrees",left,-0.4,51,8,clockwise,26,36
67,126,91,161,"[25,45] degrees",neutral,0.4,147,126,clockwise,35,24
132,156,163,188,"[25,45] degrees",right,0.4,165,156,clockwise,32,31
65,17,94,52,"[25,45] degrees",neutral,-0.4,82,65,clockwise,29,35
13,57,58,99,"[25,45] degrees",left,-0.4,-24,13,clockwise,45,42
