left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
144,25,166,49,"[25,45] degrees",neutral,-0.4,146,144,clockwise,22,24
59,17,101,49,"[25,45] degrees",left,-0.4,38,59,clockwise,42,32
125,49,148,72,"[25,45] degrees",neutral,0.4,57,49,clockwise,23,23
161,35,183,76,"[25,45] degrees",right,0.4,1,35,clockwise,41,22
137,33,175,70,"[25,45] degrees",neutral,-0.4,116,137,clockwise,38,37
131,57,175,101,"[25,45] degrees",left,-0.4,128,131,clockwise,44,44
32,133,74,174,"[25,45] degrees",neutral,0.4,172,133,clockwise,41,42
83,176,124,212,"[25,45] degrees",right,0.4,143,176,clockwise,36,41
52,79,97,119,"[25,45] degrees",neutral,-0.4,62,52,clockwise,45,40
26,119,47,143,"[25,45] degrees",left,-0.4,63,26,clockwise,21,24
154,177,182,212,"[25,45] degrees",neutral,0.4,168,177,clockwise,35,28
14,55,43,83,"[25,45] degrees",right,0.4,56,55,clockwise,28,29
165,51,209,90,"[25,45] degrees",neutral,-0.4,195,165,clockwise,44,39
18,120,50,149,"[25,45] degrees",left,-0.4,13,18,clockwise,32,29
170,131,203,167,"[25,45] degrees",neutral,0.4,111,131,clockwise,36,33
76,144,109,173,"[25,45] degrees",right,0.4,156,144,clockwise,29,33
137,158,165,195,"[25,45] degrees",neutral,-0.4,160,137,clockwise,28,37
16,176,45,198,"[25,45] degrees",left,-0.4,-16,16,clockwise,29,22
108,58,143,88,"[25,45] degrees",neutral,0.4,55,58,clockwise,30,35
70,121,108,157,"[25,45] degrees",right,0.4,131,121,clockwise,36,38
53,94,83,136,"[25,45] degrees",neutral,-0.4,54,53,clockwise,30,42
149,84,181,119,"[25,45] degrees",left,-0.4,111,149,clockwise,32,35
167,77,195,122,"[25,45] degrees",neutral,0.4,95,77,clockwise,45,28
125,52,167,90,"[25,45] degrees",right,0.4,58,52,clockwise,38,42
0,141,29,171,"[25,45] degrees",neutral,-0.4,-39,0,clockwise,29,30
127,9,154,35,"[25,45] degrees",left,-0.4,118,127,clockwise,27,26
125,84,153,128,"[25,45] degrees",neutral,0.4,105,84,clockwise,44,28
37,7,74,36,"[25,45] degrees",right,0.4,-7,7,clockwise,29,37
27,144,71,185,"[25,45] degrees",neutral,-0.4,54,27,clockwise,44,41
49,85,80,120,"[25,45] degrees",left,-0.4,36,49,clockwise,31,35
134,67,170,102,"[25,45] degrees",neutral,0.4,40,67,clockwise,35,36
75,167,105,210,"[25,45] degrees",right,0.4,184,167,clockwise,43,30
115,3,145,30,"[25,45] degrees",neutral,-0.4,93,115,clockwise,30,27
1,128,35,168,"[25,45] degrees",left,-0.4,-6,1,clockwise,34,40
115,43,139,83,"[25,45] degrees",neutral,0.4,82,43,clockwise,40,24
8,124,28,157,"[25,45] degrees",right,0.4,166,124,clockwise,33,20
125,62,164,84,"[25,45] degrees",neutral,-0.4,170,125,clockwise,39,22
29,80,64,112,"[25,45] degrees",left,-0.4,11,29,clockwise,35,32
51,164,81,187,"[25,45] degrees",neutral,0.4,185,164,clockwise,23,30
149,73,174,99,"[25,45] degrees",right,0.4,107,73,clockwise,26,25
1,30,31,56,"[25,45] degrees",neutral,-0.4,-11,1,clockwise,30,26
10,128,31,164,"[25,45] degrees",left,-0.4,-12,10,clockwise,21,36
171,57,196,88,"[25,45] degrees",neutral,0.4,56,57,clockwise,31,25
49,17,84,55,"[25,45] degrees",right,0.4,6,17,clockwise,38,35
29,77,68,99,"[25,45] degrees",neutral,-0.4,32,29,clockwise,39,22
46,121,87,149,"[25,45] degrees",left,-0.4,11,46,clockwise,41,28
16,97,61,126,"[25,45] degrees",neutral,0.4,57,97,clockwise,29,45
140,55,177,80,"[25,45] degrees",right,0.4,29,55,clockwise,25,37
166,111,187,132,"[25,45] degrees",neutral,-0.4,199,166,clockwise,21,21
102,81,141,119,"[25,45] degrees",left,-0.4,106,102,clockwise,39,38
16,97,53,131,"[25,45] degrees",neutral,0.4,126,97,clockwise,34,37
48,78,84,121,"[25,45] degrees",right,0.4,82,78,clockwise,43,36
45,107,83,151,"[25,45] degrees",neutral,-0.4,18,45,clockwise,38,44
149,90,176,112,"[25,45] degrees",left,-0.4,165,149,clockwise,27,22
113,7,134,37,"[25,45] degrees",neutral,0.4,31,7,clockwise,30,21
56,148,86,178,"[25,45] degrees",right,0.4,107,148,clockwise,30,30
87,122,119,145,"[25,45] degrees",neutral,-0.4,65,87,clockwise,32,23
163,82,203,113,"[25,45] degrees",left,-0.4,182,163,clockwise,40,31
138,33,169,59,"[25,45] degrees",neutral,0.4,73,33,clockwise,26,31
18,99,38,131,"[25,45] degrees",right,0.4,119,99,clockwise,32,20
46,105,91,142,"[25,45] degrees",neutral,-0.4,58,46,clockwise,45,37
167,73,204,93,"[25,45] degrees",left,-0.4,187,167,clockwise,37,20
47,158,90,183,"[25,45] degrees",neutral,0.4,152,158,clockwise,25,43
34,143,68,177,"[25,45] degrees",right,0.4,163,143,clockwise,34,34
114,152,144,179,"[25,45] degrees",neutral,-0.4,117,114,clockwise,30,27
138,34,165,67,"[25,45] degrees",left,-0.4,141,138,clockwise,27,33
90,149,114,179,"[25,45] degrees",neutral,0.4,180,149,clockwise,30,24
76,48,119,82,"[25,45] degrees",right,0.4,19,48,clockwise,34,43
136,65,177,99,"[25,45] degrees",neutral,-0.4,140,136,clockwise,41,34
25,136,55,173,"[25,45] degrees",left,-0.4,58,25,clockwise,30,37
