left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
14,75,44,104,"[25,45] degrees",neutral,-0.4,52,14,clockwise,30,29
36,128,63,158,"[25,45] degrees",left,-0.4,60,36,clockwise,27,30
59,137,84,159,"[25,45] degrees",neutral,0.4,152,137,clockwise,22,25
114,34,134,71,"[25,45] degrees",right,0.4,27,34,clockwise,37,20
52,12,87,32,"[25,45] degrees",neutral,-0.4,13,52,clockwise,35,20
70,105,98,132,"[25,45] degrees",left,-0.4,107,70,clockwise,28,27
59,166,94,208,"[25,45] degrees",neutral,0.4,192,166,clockwise,42,35
104,49,134,87,"[25,45] degrees",right,0.4,11,49,clockwise,38,30
66,11,91,39,"[25,45] degrees",neutral,-0.4,67,66,clockwise,25,28
22,86,65,129,"[25,45] degrees",left,-0.4,10,22,clockwise,43,43
35,76,73,111,"[25,45] degrees",neutral,0.4,69,76,clockwise,35,38
15,150,45,184,"[25,45] degrees",right,0.4,155,150,clockwise,34,30
154,132,193,158,"[25,45] degrees",neutral,-0.4,148,154,clockwise,39,26
94,178,130,212,"[25,45] degrees",left,-0.4,75,94,clockwise,36,34
55,92,94,115,"[25,45] degrees",neutral,0.4,61,92,clockwise,23,39
4,72,46,92,"[25,45] degrees",right,0.4,51,72,clockwise,20,42
161,19,185,54,"[25,45] degrees",neutral,-0.4,159,161,clockwise,24,35
134,8,174,47,"[25,45] degrees",left,-0.4,173,134,clockwise,40,39
148,2,176,39,"[25,45] degrees",neutral,0.4,-10,2,clockwise,37,28
59,6,92,28,"[25,45] degrees",right,0.4,49,6,clockwise,22,33
174,45,197,69,"[25,45] degrees",neutral,-0.4,197,174,clockwise,23,24
26,58,68,93,"[25,45] degrees",left,-0.4,13,26,clockwise,42,35
88,24,121,61,"[25,45] degrees",neutral,0.4,52,24,clockwise,37,33
152,24,194,50,"[25,45] degrees",right,0.4,-5,24,clockwise,26,42
