left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
72,146,101,188,"[25,45] degrees",neutral,-0.4,106,72,clockwise,29,42
131,53,175,86,"[25,45] degrees",left,-0.4,142,131,clockwise,44,33
4,104,36,128,"[25,45] degrees",neutral,0.4,126,104,clockwise,24,32
0,30,20,72,"[25,45] degrees",right,0.4,51,30,clockwise,42,20
41,83,62,108,"[25,45] degrees",neutral,-0.4,54,41,clockwise,21,25
99,179,121,207,"[25,45] degrees",left,-0.4,112,99,clockwise,22,28
106,32,70,-9,"[25,45] degrees",neutral,0.4,10,32,anticlockwise,-41,-36
43,124,1,84,"[25,45] degrees",right,0.4,125,124,anticlockwise,-40,-42
20,140,-12,105,"[25,45] degrees",neutral,-0.4,47,20,anticlockwise,-32,-35
16,130,-24,98,"[25,45] degrees",left,-0.4,47,16,anticlockwise,-40,-32
148,77,106,45,"[25,45] degrees",neutral,0.4,51,77,anticlockwise,-32,-42
105,71,69,42,"[25,45] degrees",right,0.4,56,71,anticlockwise,-29,-36
141,96,103,53,"[25,45] degrees",neutral,-0.4,163,141,anticlockwise,-38,-43
