left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
54,80,91,119,"[25,45] degrees",neutral,-0.4,18,54,clockwise,37,39
11,106,44,139,"[25,45] degrees",left,-0.4,27,11,clockwise,33,33
151,31,173,67,"[25,45] degrees",neutral,0.4,74,31,clockwise,36,22
151,60,196,102,"[25,45] degrees",right,0.4,50,60,clockwise,42,45
84,52,127,73,"[25,45] degrees",neutral,-0.4,62,84,clockwise,43,21
150,20,176,52,"[25,45] degrees",left,-0.4,118,150,clockwise,26,32
66,175,46,134,"[25,45] degrees",neutral,0.4,155,175,anticlockwise,-41,-20
100,69,73,35,"[25,45] degrees",right,0.4,24,69,anticlockwise,-34,-27
144,179,110,149,"[25,45] degrees",neutral,-0.4,99,144,anticlockwise,-34,-30
17,72,-17,45,"[25,45] degrees",left,-0.4,4,17,anticlockwise,-34,-27
120,155,79,119,"[25,45] degrees",neutral,0.4,154,155,anticlockwise,-36,-41
44,81,6,38,"[25,45] degrees",right,0.4,91,81,anticlockwise,-43,-38
87,131,62,106,"[25,45] degrees",neutral,-0.4,131,87,anticlockwise,-25,-25
