left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
43,137,82,173,"[25,45] degrees",neutral,-0.4,58,43,clockwise,39,36
26,108,67,152,"[25,45] degrees",left,-0.4,14,26,clockwise,41,44
139,62,175,93,"[25,45] degrees",neutral,0.4,57,62,clockwise,31,36
58,117,94,147,"[25,45] degrees",right,0.4,122,117,clockwise,30,36
69,123,108,158,"[25,45] degrees",neutral,-0.4,71,69,clockwise,39,35
129,99,162,136,"[25,45] degrees",left,-0.4,95,129,clockwise,33,37
153,28,173,68,"[25,45] degrees",neutral,0.4,59,28,clockwise,40,20
107,27,131,68,"[25,45] degrees",right,0.4,16,27,clockwise,41,24
115,29,140,71,"[25,45] degrees",neutral,-0.4,80,115,clockwise,25,42
26,178,66,202,"[25,45] degrees",left,-0.4,23,26,clockwise,40,24
50,118,88,140,"[25,45] degrees",neutral,0.4,102,118,clockwise,22,38
142,165,171,197,"[25,45] degrees",right,0.4,165,165,clockwise,32,29
11,86,53,111,"[25,45] degrees",neutral,-0.4,-31,11,clockwise,42,25
141,118,185,151,"[25,45] degrees",left,-0.4,127,141,clockwise,44,33
87,0,130,27,"[25,45] degrees",neutral,0.4,-6,0,clockwise,27,43
173,104,206,137,"[25,45] degrees",right,0.4,62,104,clockwise,33,33
8,162,38,188,"[25,45] degrees",neutral,-0.4,-3,8,clockwise,30,26
148,174,181,217,"[25,45] degrees",left,-0.4,137,148,clockwise,33,43
119,167,145,190,"[25,45] degrees",neutral,0.4,190,167,clockwise,23,26
99,59,138,104,"[25,45] degrees",right,0.4,49,59,clockwise,45,39
33,57,64,84,"[25,45] degrees",neutral,-0.4,57,33,clockwise,31,27
140,31,162,75,"[25,45] degrees",left,-0.4,113,140,clockwise,22,44
31,112,64,137,"[25,45] degrees",neutral,0.4,70,112,clockwise,25,33
143,85,176,105,"[25,45] degrees",right,0.4,61,85,clockwise,20,33
58,171,98,212,"[25,45] degrees",neutral,-0.4,70,58,clockwise,40,41
25,98,66,124,"[25,45] degrees",left,-0.4,44,25,clockwise,41,26
155,107,195,151,"[25,45] degrees",neutral,0.4,133,107,clockwise,44,40
17,126,46,148,"[25,45] degrees",right,0.4,118,126,clockwise,22,29
138,165,179,209,"[25,45] degrees",neutral,-0.4,117,138,clockwise,41,44
107,44,138,73,"[25,45] degrees",left,-0.4,72,107,clockwise,31,29
31,84,61,116,"[25,45] degrees",neutral,0.4,68,84,clockwise,32,30
131,157,174,198,"[25,45] degrees",right,0.4,191,157,clockwise,41,43
73,29,105,60,"[25,45] degrees",neutral,-0.4,56,73,clockwise,32,31
65,135,109,173,"[25,45] degrees",left,-0.4,64,65,clockwise,44,38
99,65,137,86,"[25,45] degrees",neutral,0.4,54,65,clockwise,21,38
65,179,100,216,"[25,45] degrees",right,0.4,222,179,clockwise,37,35
28,117,63,155,"[25,45] degrees",neutral,-0.4,26,28,clockwise,35,38
80,157,119,193,"[25,45] degrees",left,-0.4,48,80,clockwise,39,36
2,124,44,169,"[25,45] degrees",neutral,0.4,123,124,clockwise,45,42
163,143,184,179,"[25,45] degrees",right,0.4,167,143,clockwise,36,21
