left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
1,72,32,111,"[25,45] degrees",neutral,-0.4,40,1,clockwise,31,39
166,80,198,103,"[25,45] degrees",left,-0.4,144,166,clockwise,32,23
115,29,144,55,"[25,45] degrees",neutral,0.4,51,29,clockwise,26,29
91,178,123,198,"[25,45] degrees",right,0.4,192,178,clockwise,20,32
74,152,100,196,"[25,45] degrees",neutral,-0.4,35,74,clockwise,26,44
175,112,200,141,"[25,45] degrees",left,-0.4,184,175,clockwise,25,29
163,68,191,97,"[25,45] degrees",neutral,0.4,60,68,clockwise,29,28
31,142,66,186,"[25,45] degrees",right,0.4,164,142,clockwise,44,35
113,30,158,74,"[25,45] degrees",neutral,-0.4,133,113,clockwise,45,44
136,32,156,77,"[25,45] degrees",left,-0.4,110,136,clockwise,20,45
0,79,27,123,"[25,45] degrees",neutral,0.4,63,79,clockwise,44,27
56,31,89,60,"[25,45] degrees",right,0.4,35,31,clockwise,29,33
56,118,88,147,"[25,45] degrees",neutral,-0.4,84,56,clockwise,32,29
104,68,148,111,"[25,45] degrees",left,-0.4,101,104,clockwise,44,43
164,105,188,149,"[25,45] degrees",neutral,0.4,84,105,clockwise,44,24
40,20,84,63,"[25,45] degrees",right,0.4,-20,20,clockwise,43,44
102,49,128,93,"[25,45] degrees",neutral,-0.4,67,102,clockwise,26,44
121,98,145,119,"[25,45] degrees",left,-0.4,152,121,clockwise,24,21
66,108,88,149,"[25,45] degrees",neutral,0.4,128,108,clockwise,41,22
64,131,91,156,"[25,45] degrees",right,0.4,98,131,clockwise,25,27
50,134,89,161,"[25,45] degrees",neutral,-0.4,32,50,clockwise,39,27
69,140,93,185,"[25,45] degrees",left,-0.4,70,69,clockwise,24,45
3,120,23,156,"[25,45] degrees",neutral,0.4,139,120,clockwise,36,20
73,168,106,213,"[25,45] degrees",right,0.4,161,168,clockwise,45,33
156,114,195,134,"[25,45] degrees",neutral,-0.4,115,156,clockwise,39,20
123,62,157,103,"[25,45] degrees",left,-0.4,158,123,clockwise,34,41
23,151,65,180,"[25,45] degrees",neutral,0.4,110,151,clockwise,29,42
113,85,141,107,"[25,45] degrees",right,0.4,118,85,clockwise,22,28
31,177,74,217,"[25,45] degrees",neutral,-0.4,-9,31,clockwise,43,40
176,142,210,175,"[25,45] degrees",left,-0.4,132,176,clockwise,34,33
131,69,173,97,"[25,45] degrees",neutral,0.4,91,69,clockwise,28,42
155,71,193,99,"[25,45] degrees",right,0.4,29,71,clockwise,28,38
157,50,191,79,"[25,45] degrees",neutral,-0.4,176,157,clockwise,34,29
64,101,98,146,"[25,45] degrees",left,-0.4,72,64,clockwise,34,45
159,108,204,145,"[25,45] degrees",neutral,0.4,99,108,clockwise,37,45
176,110,198,133,"[25,45] degrees",right,0.4,110,110,clockwise,23,22
159,55,181,82,"[25,45] degrees",neutral,-0.4,188,159,clockwise,22,27
10,77,41,121,"[25,45] degrees",left,-0.4,-1,10,clockwise,31,44
22,98,55,129,"[25,45] degrees",neutral,0.4,95,98,clockwise,31,33
92,159,133,203,"[25,45] degrees",right,0.4,168,159,clockwise,44,41
37,177,69,200,"[25,45] degrees",neutral,-0.4,52,37,clockwise,32,23
64,27,99,48,"[25,45] degrees",left,-0.4,61,64,clockwise,35,21
