left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
67,107,90,142,"[25,45] degrees",neutral,-0.4,71,67,clockwise,23,35
104,148,144,176,"[25,45] degrees",left,-0.4,93,104,clockwise,40,28
86,4,112,29,"[25,45] degrees",neutral,0.4,-5,4,clockwise,25,26
31,2,73,33,"[25,45] degrees",right,0.4,-34,2,clockwise,31,42
122,59,145,81,"[25,45] degrees",neutral,-0.4,78,122,clockwise,23,22
11,85,51,118,"[25,45] degrees",left,-0.4,-24,11,clockwise,40,33
100,32,62,11,"[25,45] degrees",neutral,0.4,37,32,anticlockwise,-21,-38
119,57,96,21,"[25,45] degrees",right,0.4,19,57,anticlockwise,-36,-23
162,104,121,82,"[25,45] degrees",neutral,-0.4,198,162,anticlockwise,-41,-22
4,87,-17,45,"[25,45] degrees",left,-0.4,-26,4,anticlockwise,-21,-42
11,31,-10,8,"[25,45] degrees",neutral,0.4,61,31,anticlockwise,-23,-21
24,109,-2,71,"[25,45] degrees",right,0.4,112,109,anticlockwise,-38,-26
149,75,118,48,"[25,45] degrees",neutral,-0.4,109,149,anticlockwise,-31,-27
