left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
33,8,63,37,"[25,45] degrees",neutral,-0.4,24,33,clockwise,30,29
107,40,151,74,"[25,45] degrees",left,-0.4,79,107,clockwise,44,34
65,35,103,73,"[25,45] degrees",neutral,0.4,29,35,clockwise,38,38
70,43,108,66,"[25,45] degrees",right,0.4,82,43,clockwise,23,38
4,128,42,165,"[25,45] degrees",neutral,-0.4,-4,4,clockwise,38,37
62,121,83,147,"[25,45] degrees",left,-0.4,57,62,clockwise,21,26
90,169,129,212,"[25,45] degrees",neutral,0.4,189,169,clockwise,43,39
24,84,62,117,"[25,45] degrees",right,0.4,67,84,clockwise,33,38
114,153,154,194,"[25,45] degrees",neutral,-0.4,156,114,clockwise,40,41
116,4,154,44,"[25,45] degrees",left,-0.4,121,116,clockwise,38,40
51,5,82,25,"[25,45] degrees",neutral,0.4,6,5,clockwise,20,31
168,115,194,144,"[25,45] degrees",right,0.4,109,115,clockwise,29,26
27,130,48,154,"[25,45] degrees",neutral,-0.4,4,27,clockwise,21,24
162,83,190,103,"[25,45] degrees",left,-0.4,117,162,clockwise,28,20
149,123,178,143,"[25,45] degrees",neutral,0.4,162,123,clockwise,20,29
32,84,64,123,"[25,45] degrees",right,0.4,129,84,clockwise,39,32
139,40,170,76,"[25,45] degrees",neutral,-0.4,111,139,clockwise,31,36
130,50,164,95,"[25,45] degrees",left,-0.4,169,130,clockwise,34,45
177,35,215,78,"[25,45] degrees",neutral,0.4,-1,35,clockwise,43,38
134,72,156,93,"[25,45] degrees",right,0.4,45,72,clockwise,21,22
149,104,185,144,"[25,45] degrees",neutral,-0.4,157,149,clockwise,36,40
126,95,152,117,"[25,45] degrees",left,-0.4,154,126,clockwise,26,22
8,128,47,160,"[25,45] degrees",neutral,0.4,88,128,clockwise,32,39
69,98,94,119,"[25,45] degrees",right,0.4,92,98,clockwise,21,25
167,134,191,157,"[25,45] degrees",neutral,-0.4,204,167,clockwise,24,23
