left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
150,84,172,110,"[25,45] degrees",neutral,-0.4,172,150,clockwise,22,26
56,120,97,142,"[25,45] degrees",left,-0.4,64,56,clockwise,41,22
147,28,173,55,"[25,45] degrees",neutral,0.4,4,28,clockwise,27,26
161,36,194,58,"[25,45] degrees",right,0.4,45,36,clockwise,22,33
22,102,49,123,"[25,45] degrees",neutral,-0.4,35,22,clockwise,27,21
45,101,70,127,"[25,45] degrees",left,-0.4,26,45,clockwise,25,26
122,36,99,6,"[25,45] degrees",neutral,0.4,28,36,anticlockwise,-30,-23
88,156,67,118,"[25,45] degrees",right,0.4,189,156,anticlockwise,-38,-21
164,131,129,109,"[25,45] degrees",neutral,-0.4,162,164,anticlockwise,-35,-22
122,164,89,139,"[25,45] degrees",left,-0.4,118,122,anticlockwise,-33,-25
39,86,19,56,"[25,45] degrees",neutral,0.4,117,86,anticlockwise,-30,-20
114,171,85,128,"[25,45] degrees",right,0.4,153,171,anticlockwise,-43,-29
81,37,47,-3,"[25,45] degrees",neutral,-0.4,101,81,anticlockwise,-34,-40
