left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
179,94,216,128,"[25,45] degrees",neutral,-0.4,198,179,clockwise,37,34
173,17,197,54,"[25,45] degrees",left,-0.4,165,173,clockwise,24,37
3,77,47,115,"[25,45] degrees",neutral,0.4,50,77,clockwise,38,44
53,25,86,66,"[25,45] degrees",right,0.4,56,25,clockwise,41,33
41,82,83,115,"[25,45] degrees",neutral,-0.4,-1,41,clockwise,42,33
18,161,44,198,"[25,45] degrees",left,-0.4,23,18,clockwise,26,37
33,166,62,199,"[25,45] degrees",neutral,0.4,163,166,clockwise,33,29
133,38,154,78,"[25,45] degrees",right,0.4,82,38,clockwise,40,21
111,62,152,89,"[25,45] degrees",neutral,-0.4,151,111,clockwise,41,27
61,137,88,158,"[25,45] degrees",left,-0.4,102,61,clockwise,27,21
18,76,38,117,"[25,45] degrees",neutral,0.4,99,76,clockwise,41,20
158,90,198,121,"[25,45] degrees",right,0.4,60,90,clockwise,31,40
40,166,70,194,"[25,45] degrees",neutral,-0.4,74,40,clockwise,30,28
97,55,130,79,"[25,45] degrees",left,-0.4,61,97,clockwise,33,24
115,151,135,175,"[25,45] degrees",neutral,0.4,136,151,clockwise,24,20
156,37,195,64,"[25,45] degrees",right,0.4,46,37,clockwise,27,39
147,11,183,35,"[25,45] degrees",neutral,-0.4,182,147,clockwise,36,24
135,19,169,60,"[25,45] degrees",left,-0.4,118,135,clockwise,34,41
45,131,75,162,"[25,45] degrees",neutral,0.4,162,131,clockwise,31,30
39,10,80,51,"[25,45] degrees",right,0.4,40,10,clockwise,41,41
98,23,141,50,"[25,45] degrees",neutral,-0.4,138,98,clockwise,43,27
10,100,47,128,"[25,45] degrees",left,-0.4,-19,10,clockwise,37,28
149,11,188,52,"[25,45] degrees",neutral,0.4,51,11,clockwise,41,39
164,32,195,77,"[25,45] degrees",right,0.4,66,32,clockwise,45,31
18,129,44,157,"[25,45] degrees",neutral,-0.4,59,18,clockwise,26,28
96,54,135,75,"[25,45] degrees",left,-0.4,138,96,clockwise,39,21
98,171,118,215,"[25,45] degrees",neutral,0.4,154,171,clockwise,44,20
167,66,196,98,"[25,45] degrees",right,0.4,34,66,clockwise,32,29
127,72,159,103,"[25,45] degrees",neutral,-0.4,107,127,clockwise,32,31
10,131,38,165,"[25,45] degrees",left,-0.4,5,10,clockwise,28,34
14,121,48,157,"[25,45] degrees",neutral,0.4,150,121,clockwise,36,34
130,96,175,138,"[25,45] degrees",right,0.4,131,96,clockwise,42,45
149,98,194,141,"[25,45] degrees",neutral,-0.4,164,149,clockwise,45,43
118,80,150,105,"[25,45] degrees",left,-0.4,92,118,clockwise,32,25
12,97,39,120,"[25,45] degrees",neutral,0.4,124,97,clockwise,23,27
120,22,156,46,"[25,45] degrees",right,0.4,5,22,clockwise,24,36
23,63,48,96,"[25,45] degrees",neutral,-0.4,-12,23,clockwise,25,33
35,156,65,177,"[25,45] degrees",left,-0.4,56,35,clockwise,30,21
90,32,114,77,"[25,45] degrees",neutral,0.4,30,32,clockwise,45,24
96,51,141,92,"[25,45] degrees",right,0.4,37,51,clockwise,41,45
168,39,197,79,"[25,45] degrees",neutral,-0.4,140,168,clockwise,29,40
77,52,120,74,"[25,45] degrees",left,-0.4,75,77,clockwise,43,22
129,1,151,24,"[25,45] degrees",neutral,0.4,14,1,clockwise,23,22
68,160,110,192,"[25,45] degrees",right,0.4,179,160,clockwise,32,42
85,16,124,52,"[25,45] degrees",neutral,-0.4,41,85,clockwise,39,36
20,147,62,188,"[25,45] degrees",left,-0.4,62,20,clockwise,42,41
130,1,155,46,"[25,45] degrees",neutral,0.4,-13,1,clockwise,45,25
35,122,72,154,"[25,45] degrees",right,0.4,102,122,clockwise,32,37
