left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
54,160,74,200,"[25,45] degrees",neutral,-0.4,63,54,clockwise,20,40
21,54,41,89,"[25,45] degrees",left,-0.4,10,21,clockwise,20,35
120,12,161,49,"[25,45] degrees",neutral,0.4,18,12,clockwise,37,41
121,6,161,51,"[25,45] degrees",right,0.4,28,6,clockwise,45,40
34,122,68,154,"[25,45] degrees",neutral,-0.4,70,34,clockwise,34,32
3,40,29,70,"[25,45] degrees",left,-0.4,-33,3,clockwise,26,30
15,111,55,147,"[25,45] degrees",neutral,0.4,154,111,clockwise,36,40
26,63,68,103,"[25,45] degrees",right,0.4,74,63,clockwise,40,42
0,87,42,130,"[25,45] degrees",neutral,-0.4,-33,0,clockwise,42,43
113,31,157,60,"[25,45] degrees",left,-0.4,154,113,clockwise,44,29
6,39,42,64,"[25,45] degrees",neutral,0.4,81,39,clockwise,25,36
8,158,53,179,"[25,45] degrees",right,0.4,153,158,clockwise,21,45
30,67,73,100,"[25,45] degrees",neutral,-0.4,2,30,clockwise,43,33
81,5,123,49,"[25,45] degrees",left,-0.4,85,81,clockwise,42,44
101,176,144,209,"[25,45] degrees",neutral,0.4,192,176,clockwise,33,43
147,96,173,129,"[25,45] degrees",right,0.4,68,96,clockwise,33,26
34,125,59,149,"[25,45] degrees",neutral,-0.4,12,34,clockwise,25,24
46,84,67,118,"[25,45] degrees",left,-0.4,60,46,clockwise,21,34
150,10,174,52,"[25,45] degrees",neutral,0.4,-20,10,clockwise,42,24
106,66,151,98,"[25,45] degrees",right,0.4,82,66,clockwise,32,45
45,73,65,93,"[25,45] degrees",neutral,-0.4,66,45,clockwise,20,20
25,105,51,143,"[25,45] degrees",left,-0.4,-17,25,clockwise,26,38
28,144,52,180,"[25,45] degrees",neutral,0.4,110,144,clockwise,36,24
135,32,173,55,"[25,45] degrees",right,0.4,65,32,clockwise,23,38
1,92,26,114,"[25,45] degrees",neutral,-0.4,23,1,clockwise,25,22
44,144,84,171,"[25,45] degrees",left,-0.4,86,44,clockwise,40,27
111,75,145,103,"[25,45] degrees",neutral,0.4,42,75,clockwise,28,34
95,128,127,159,"[25,45] degrees",right,0.4,112,128,clockwise,31,32
78,153,119,190,"[25,45] degrees",neutral,-0.4,117,78,clockwise,41,37
112,142,136,178,"[25,45] degrees",left,-0.4,121,112,clockwise,24,36
61,121,101,158,"[25,45] degrees",neutral,0.4,158,121,clockwise,37,40
48,82,68,115,"[25,45] degrees",right,0.4,114,82,clockwise,33,20
120,35,150,61,"[25,45] degrees",neutral,-0.4,111,120,clockwise,30,26
165,40,207,73,"[25,45] degrees",left,-0.4,171,165,clockwise,42,33
124,31,161,73,"[25,45] degrees",neutral,0.4,19,31,clockwise,42,37
140,46,171,90,"[25,45] degrees",right,0.4,48,46,clockwise,44,31
61,168,95,212,"[25,45] degrees",neutral,-0.4,43,61,clockwise,34,44
173,55,216,93,"[25,45] degrees",left,-0.4,182,173,clockwise,43,38
115,84,156,123,"[25,45] degrees",neutral,0.4,55,84,clockwise,39,41
146,16,178,53,"[25,45] degrees",right,0.4,49,16,clockwise,37,32
47,111,73,142,"[25,45] degrees",neutral,-0.4,72,47,clockwise,26,31
117,176,142,214,"[25,45] degrees",left,-0.4,102,117,clockwise,25,38
140,71,179,96,"[25,45] degrees",neutral,0.4,82,71,clockwise,25,39
92,61,135,105,"[25,45] degrees",right,0.4,45,61,clockwise,44,43
16,143,47,163,"[25,45] degrees",neutral,-0.4,53,16,clockwise,31,20
87,156,115,198,"[25,45] degrees",left,-0.4,111,87,clockwise,28,42
155,20,175,40,"[25,45] degrees",neutral,0.4,46,20,clockwise,20,20
32,178,65,218,"[25,45] degrees",right,0.4,145,178,clockwise,40,33
144,34,171,78,"[25,45] degrees",neutral,-0.4,183,144,clockwise,27,44
67,173,104,215,"[25,45] degrees",left,-0.4,44,67,clockwise,37,42
45,141,88,185,"[25,45] degrees",neutral,0.4,116,141,clockwise,44,43
13,153,39,182,"[25,45] degrees",right,0.4,172,153,clockwise,29,26
169,92,207,135,"[25,45] degrees",neutral,-0.4,144,169,clockwise,38,43
11,39,56,79,"[25,45] degrees",left,-0.4,-9,11,clockwise,45,40
158,88,186,119,"[25,45] degrees",neutral,0.4,83,88,clockwise,31,28
23,125,61,156,"[25,45] degrees",right,0.4,111,125,clockwise,31,38
164,142,200,174,"[25,45] degrees",neutral,-0.4,153,164,clockwise,36,32
7,83,42,104,"[25,45] degrees",left,-0.4,37,7,clockwise,35,21
3,81,37,110,"[25,45] degrees",neutral,0.4,57,81,clockwise,29,34
136,166,158,191,"[25,45] degrees",right,0.4,138,166,clockwise,25,22
33,152,53,179,"[25,45] degrees",neutral,-0.4,66,33,clockwise,20,27
135,94,170,115,"[25,45] degrees",left,-0.4,143,135,clockwise,35,21
68,21,88,53,"[25,45] degrees",neutral,0.4,40,21,clockwise,32,20
123,56,143,78,"[25,45] degrees",right,0.4,35,56,clockwise,22,20
30,84,70,129,"[25,45] degrees",neutral,-0.4,54,30,clockwise,40,45
178,30,218,65,"[25,45] degrees",left,-0.4,221,178,clockwise,40,35
118,26,142,60,"[25,45] degrees",neutral,0.4,51,26,clockwise,34,24
106,61,129,88,"[25,45] degrees",right,0.4,72,61,clockwise,27,23
141,55,179,90,"[25,45] degrees",neutral,-0.4,166,141,clockwise,38,35
83,51,109,79,"[25,45] degrees",left,-0.4,61,83,clockwise,26,28
2,125,47,145,"[25,45] degrees",neutral,0.4,92,125,clockwise,20,45
100,157,134,182,"[25,45] degrees",right,0.4,158,157,clockwise,25,34
144,9,184,32,"[25,45] degrees",neutral,-0.4,127,144,clockwise,40,23
47,136,67,178,"[25,45] degrees",left,-0.4,12,47,clockwise,20,42
144,38,179,65,"[25,45] degrees",neutral,0.4,75,38,clockwise,27,35
121,38,145,75,"[25,45] degrees",right,0.4,73,38,clockwise,37,24
113,138,137,169,"[25,45] degrees",neutral,-0.4,76,113,clockwise,24,31
114,153,152,184,"[25,45] degrees",left,-0.4,103,114,clockwise,38,31
169,115,209,154,"[25,45] degrees",neutral,0.4,124,115,clockwise,39,40
97,74,122,102,"[25,45] degrees",right,0.4,72,74,clockwise,28,25
150,59,193,81,"[25,45] degrees",neutral,-0.4,149,150,clockwise,43,22
113,143,144,176,"[25,45] degrees",left,-0.4,77,113,clockwise,31,33
54,146,83,166,"[25,45] degrees",neutral,0.4,116,146,clockwise,20,29
119,69,151,113,"[25,45] degrees",right,0.4,66,69,clockwise,44,32
105,76,127,98,"[25,45] degrees",neutral,-0.4,134,105,clockwise,22,22
131,9,161,41,"[25,45] degrees",left,-0.4,101,131,clockwise,30,32
130,90,165,120,"[25,45] degrees",neutral,0.4,54,90,clockwise,30,35
62,22,101,49,"[25,45] degrees",right,0.4,20,22,clockwise,27,39
178,75,212,118,"[25,45] degrees",neutral,-0.4,144,178,clockwise,34,43
125,57,163,85,"[25,45] degrees",left,-0.4,109,125,clockwise,38,28
125,96,165,122,"[25,45] degrees",neutral,0.4,97,96,clockwise,26,40
137,93,178,117,"[25,45] degrees",right,0.4,112,93,clockwise,24,41
106,52,143,84,"[25,45] degrees",neutral,-0.4,99,106,clockwise,37,32
153,88,194,132,"[25,45] degrees",left,-0.4,145,153,clockwise,41,44
122,174,163,203,"[25,45] degrees",neutral,0.4,168,174,clockwise,29,41
74,25,111,45,"[25,45] degrees",right,0.4,29,25,clockwise,20,37
10,42,46,81,"[25,45] degrees",neutral,-0.4,0,10,clockwise,36,39
49,1,84,28,"[25,45] degrees",left,-0.4,4,49,clockwise,35,27
151,179,184,207,"[25,45] degrees",neutral,0.4,174,179,clockwise,28,33
29,117,50,141,"[25,45] degrees",right,0.4,129,117,clockwise,24,21
131,102,174,134,"[25,45] degrees",neutral,-0.4,132,131,clockwise,43,32
149,109,181,136,"[25,45] degrees",left,-0.4,163,149,clockwise,32,27
21,147,60,190,"[25,45] degrees",neutral,0.4,147,147,clockwise,43,39
5,128,29,152,"[25,45] degrees",right,0.4,151,128,clockwise,24,24
74,102,113,146,"[25,45] degrees",neutral,-0.4,37,74,clockwise,39,44
32,64,74,98,"[25,45] degrees",left,-0.4,58,32,clockwise,42,34
140,19,169,60,"[25,45] degrees",neutral,0.4,46,19,clockwise,41,29
47,17,69,40,"[25,45] degrees",right,0.4,-5,17,clockwise,23,22
133,112,176,140,"[25,45] degrees",neutral,-0.4,132,133,clockwise,43,28
158,108,201,136,"[25,45] degrees",left,-0.4,119,158,clockwise,43,28
20,108,43,143,"[25,45] degrees",neutral,0.4,131,108,clockwise,35,23
137,65,170,102,"[25,45] degrees",right,0.4,104,65,clockwise,37,33
130,164,168,185,"[25,45] degrees",neutral,-0.4,149,130,clockwise,38,21
3,128,39,164,"[25,45] degrees",left,-0.4,-40,3,clockwise,36,36
111,150,145,192,"[25,45] degrees",neutral,0.4,107,150,clockwise,42,34
168,34,202,77,"[25,45] degrees",right,0.4,66,34,clockwise,43,34
67,24,87,53,"[25,45] degrees",neutral,-0.4,81,67,clockwise,20,29
60,146,104,174,"[25,45] degrees",left,-0.4,57,60,clockwise,44,28
108,177,142,217,"[25,45] degrees",neutral,0.4,149,177,clockwise,40,34
25,118,61,161,"[25,45] degrees",right,0.4,133,118,clockwise,43,36
158,70,192,104,"[25,45] degrees",neutral,-0.4,135,158,clockwise,34,34
177,84,200,127,"[25,45] degrees",left,-0.4,203,177,clockwise,23,43
177,48,222,82,"[25,45] degrees",neutral,0.4,28,48,clockwise,34,45
145,16,180,53,"[25,45] degrees",right,0.4,-21,16,clockwise,37,35
35,104,69,129,"[25,45] degrees",neutral,-0.4,36,35,clockwise,34,25
133,76,157,106,"[25,45] degrees",left,-0.4,125,133,clockwise,24,30
125,104,164,128,"[25,45] degrees",neutral,0.4,86,104,clockwise,24,39
177,37,211,58,"[25,45] degrees",right,0.4,66,37,clockwise,21,34
