left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
10,101,14,124,"(0,18] degrees",neutral,-0.4,-7,10,clockwise,4,23
23,98,54,100,"(18,36] degrees",left,-0.4,9,23,clockwise,31,2
80,29,53,28,"(0,18] degrees",right,0.4,53,29,anticlockwise,-1,-27
172,85,169,54,"(18,36] degrees",neutral,0.4,76,85,anticlockwise,-31,-3
25,68,38,87,"(0,18] degrees",left,-0.4,-10,25,clockwise,13,19
144,35,152,68,"(18,36] degrees",right,0.4,63,35,clockwise,33,8
20,102,17,75,"(0,18] degrees",neutral,-0.4,-21,20,anticlockwise,-3,-27
12,135,-10,120,"(18,36] degrees",left,-0.4,52,12,anticlockwise,-22,-15
34,157,64,163,"(0,18] degrees",right,0.4,176,157,clockwise,6,30
157,4,170,36,"(18,36] degrees",neutral,0.4,-38,4,clockwise,32,13
124,54,109,23,"(0,18] degrees",left,-0.4,150,124,anticlockwise,-15,-31
85,130,77,109,"(18,36] degrees",right,0.4,98,130,anticlockwise,-21,-8
98,173,102,208,"(0,18] degrees",neutral,-0.4,56,98,clockwise,4,35
169,18,193,33,"(18,36] degrees",left,-0.4,213,169,clockwise,24,15
127,84,101,71,"(0,18] degrees",right,0.4,123,84,anticlockwise,-13,-26
143,80,125,57,"(18,36] degrees",neutral,0.4,35,80,anticlockwise,-23,-18
75,106,76,134,"(0,18] degrees",left,-0.4,80,75,clockwise,1,28
166,61,173,84,"(18,36] degrees",right,0.4,55,61,clockwise,23,7
91,127,75,100,"(0,18] degrees",neutral,-0.4,98,91,anticlockwise,-16,-27
99,167,67,159,"(18,36] degrees",left,-0.4,119,99,anticlockwise,-32,-8
138,78,161,93,"(0,18] degrees",right,0.4,110,78,clockwise,15,23
101,9,111,36,"(18,36] degrees",neutral,0.4,-35,9,clockwise,27,10
170,105,161,73,"(0,18] degrees",left,-0.4,175,170,anticlockwise,-9,-32
73,128,63,109,"(18,36] degrees",right,0.4,123,128,anticlockwise,-19,-10
10,37,23,66,"(0,18] degrees",neutral,-0.4,34,10,clockwise,13,29
112,155,137,169,"(18,36] degrees",left,-0.4,122,112,clockwise,25,14
138,98,109,82,"(0,18] degrees",right,0.4,71,98,anticlockwise,-16,-29
173,64,172,41,"(18,36] degrees",neutral,0.4,81,64,anticlockwise,-23,-1
37,104,48,136,"(0,18] degrees",left,-0.4,29,37,clockwise,11,32
118,71,120,95,"(18,36] degrees",right,0.4,30,71,clockwise,24,2
110,152,94,121,"(0,18] degrees",neutral,-0.4,155,110,anticlockwise,-16,-31
100,5,65,-13,"(18,36] degrees",left,-0.4,131,100,anticlockwise,-35,-18
71,44,105,49,"(0,18] degrees",right,0.4,50,44,clockwise,5,34
68,93,72,125,"(18,36] degrees",neutral,0.4,138,93,clockwise,32,4
30,161,22,134,"(0,18] degrees",left,-0.4,16,30,anticlockwise,-8,-27
133,38,124,14,"(18,36] degrees",right,0.4,58,38,anticlockwise,-24,-9
68,157,73,191,"(0,18] degrees",neutral,-0.4,106,68,clockwise,5,34
119,84,146,96,"(18,36] degrees",left,-0.4,141,119,clockwise,27,12
23,76,-8,68,"(0,18] degrees",right,0.4,56,76,anticlockwise,-8,-31
87,153,81,122,"(18,36] degrees",neutral,0.4,176,153,anticlockwise,-31,-6
50,171,53,190,"(0,18] degrees",left,-0.4,41,50,clockwise,3,19
37,173,50,197,"(18,36] degrees",right,0.4,206,173,clockwise,24,13
19,175,16,155,"(0,18] degrees",neutral,-0.4,26,19,anticlockwise,-3,-20
168,19,148,8,"(18,36] degrees",left,-0.4,189,168,anticlockwise,-20,-11
153,100,173,117,"(0,18] degrees",right,0.4,113,100,clockwise,17,20
62,3,70,33,"(18,36] degrees",neutral,0.4,-3,3,clockwise,30,8
78,144,74,122,"(0,18] degrees",left,-0.4,54,78,anticlockwise,-4,-22
156,116,140,95,"(18,36] degrees",right,0.4,128,116,anticlockwise,-21,-16
51,80,65,100,"(0,18] degrees",neutral,-0.4,33,51,clockwise,14,20
139,108,174,113,"(18,36] degrees",left,-0.4,145,139,clockwise,35,5
99,5,65,-3,"(0,18] degrees",right,0.4,29,5,anticlockwise,-8,-34
156,106,145,87,"(18,36] degrees",neutral,0.4,121,106,anticlockwise,-19,-11
40,65,52,89,"(0,18] degrees",left,-0.4,78,40,clockwise,12,24
26,51,31,86,"(18,36] degrees",right,0.4,41,51,clockwise,35,5
104,47,92,22,"(0,18] degrees",neutral,-0.4,93,104,anticlockwise,-12,-25
