left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
152,77,169,108,"(0,18] degrees",neutral,-0.4,148,152,clockwise,17,31
63,37,93,49,"(18,36] degrees",left,-0.4,73,63,clockwise,30,12
39,99,7,92,"(0,18] degrees",right,0.4,132,99,anticlockwise,-7,-32
98,157,85,135,"(18,36] degrees",neutral,0.4,188,157,anticlockwise,-22,-13
144,100,160,119,"(0,18] degrees",left,-0.4,173,144,clockwise,16,19
76,8,85,32,"(18,36] degrees",right,0.4,-13,8,clockwise,24,9
51,114,41,81,"(0,18] degrees",neutral,-0.4,77,51,anticlockwise,-10,-33
161,82,127,65,"(18,36] degrees",left,-0.4,123,161,anticlockwise,-34,-17
103,14,132,20,"(0,18] degrees",right,0.4,-11,14,clockwise,6,29
70,30,88,63,"(18,36] degrees",neutral,0.4,69,30,clockwise,33,18
79,27,70,-7,"(0,18] degrees",left,-0.4,88,79,anticlockwise,-9,-34
57,135,42,105,"(18,36] degrees",right,0.4,107,135,anticlockwise,-30,-15
164,49,172,80,"(0,18] degrees",neutral,-0.4,174,164,clockwise,8,31
