left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
119,58,153,102,"[25,45] degrees",neutral,-0.4,119,119,clockwise,34,44
26,131,47,172,"[25,45] degrees",left,-0.4,11,26,clockwise,21,41
53,173,84,210,"[25,45] degrees",neutral,0.4,195,173,clockwise,37,31
55,28,94,63,"[25,45] degrees",right,0.4,14,28,clockwise,35,39
43,130,85,171,"[25,45] degrees",neutral,-0.4,18,43,clockwise,42,41
76,114,119,156,"[25,45] degrees",left,-0.4,45,76,clockwise,43,42
16,104,50,132,"[25,45] degrees",neutral,0.4,68,104,clockwise,28,34
10,152,37,178,"[25,45] degrees",right,0.4,178,152,clockwise,26,27
38,110,83,133,"[25,45] degrees",neutral,-0.4,30,38,clockwise,45,23
70,159,114,185,"[25,45] degrees",left,-0.4,55,70,clockwise,44,26
158,31,199,63,"[25,45] degrees",neutral,0.4,76,31,clockwise,32,41
134,112,164,139,"[25,45] degrees",right,0.4,155,112,clockwise,27,30
169,35,212,75,"[25,45] degrees",neutral,-0.4,144,169,clockwise,43,40
127,31,153,60,"[25,45] degrees",left,-0.4,118,127,clockwise,26,29
28,100,54,128,"[25,45] degrees",neutral,0.4,126,100,clockwise,28,26
98,153,122,177,"[25,45] degrees",right,0.4,165,153,clockwise,24,24
170,95,205,135,"[25,45] degrees",neutral,-0.4,159,170,clockwise,35,40
23,79,53,121,"[25,45] degrees",left,-0.4,14,23,clockwise,30,42
123,79,165,117,"[25,45] degrees",neutral,0.4,43,79,clockwise,38,42
95,75,137,103,"[25,45] degrees",right,0.4,97,75,clockwise,28,42
137,5,172,46,"[25,45] degrees",neutral,-0.4,150,137,clockwise,35,41
6,83,51,108,"[25,45] degrees",left,-0.4,3,6,clockwise,45,25
43,153,81,188,"[25,45] degrees",neutral,0.4,190,153,clockwise,35,38
27,48,62,90,"[25,45] degrees",right,0.4,81,48,clockwise,42,35
118,2,145,38,"[25,45] degrees",neutral,-0.4,86,118,clockwise,27,36
135,48,156,82,"[25,45] degrees",left,-0.4,173,135,clockwise,21,34
