left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
130,14,142,43,"(0,18] degrees",neutral,-0.4,171,130,clockwise,12,29
96,8,128,19,"(18,36] degrees",left,-0.4,54,96,clockwise,32,11
35,80,15,69,"(0,18] degrees",right,0.4,115,80,anticlockwise,-11,-20
156,107,149,81,"(18,36] degrees",neutral,0.4,90,107,anticlockwise,-26,-7
67,157,80,187,"(0,18] degrees",left,-0.4,95,67,clockwise,13,30
89,164,102,190,"(18,36] degrees",right,0.4,183,164,clockwise,26,13
48,103,39,73,"(0,18] degrees",neutral,-0.4,28,48,anticlockwise,-9,-30
32,170,12,153,"(18,36] degrees",left,-0.4,30,32,anticlockwise,-20,-17
178,121,203,125,"(0,18] degrees",right,0.4,95,121,clockwise,4,25
74,158,76,189,"(18,36] degrees",neutral,0.4,166,158,clockwise,31,2
172,44,167,8,"(0,18] degrees",left,-0.4,130,172,anticlockwise,-5,-36
126,19,121,-12,"(18,36] degrees",right,0.4,12,19,anticlockwise,-31,-5
103,71,116,91,"(0,18] degrees",neutral,-0.4,123,103,clockwise,13,20
33,126,62,138,"(18,36] degrees",left,-0.4,63,33,clockwise,29,12
135,173,111,168,"(0,18] degrees",right,0.4,188,173,anticlockwise,-5,-24
83,53,71,22,"(18,36] degrees",neutral,0.4,64,53,anticlockwise,-31,-12
18,93,31,127,"(0,18] degrees",left,-0.4,47,18,clockwise,13,34
24,156,34,192,"(18,36] degrees",right,0.4,170,156,clockwise,36,10
38,17,26,-2,"(0,18] degrees",neutral,-0.4,56,38,anticlockwise,-12,-19
147,34,115,19,"(18,36] degrees",left,-0.4,164,147,anticlockwise,-32,-15
90,165,109,178,"(0,18] degrees",right,0.4,170,165,clockwise,13,19
152,61,170,87,"(18,36] degrees",neutral,0.4,81,61,clockwise,26,18
32,158,21,127,"(0,18] degrees",left,-0.4,-3,32,anticlockwise,-11,-31
124,1,116,-34,"(18,36] degrees",right,0.4,23,1,anticlockwise,-35,-8
27,106,43,136,"(0,18] degrees",neutral,-0.4,41,27,clockwise,16,30
116,75,150,83,"(18,36] degrees",left,-0.4,131,116,clockwise,34,8
88,115,62,113,"(0,18] degrees",right,0.4,142,115,anticlockwise,-2,-26
159,36,153,12,"(18,36] degrees",neutral,0.4,73,36,anticlockwise,-24,-6
11,57,12,89,"(0,18] degrees",left,-0.4,-14,11,clockwise,1,32
52,1,68,34,"(18,36] degrees",right,0.4,-3,1,clockwise,33,16
1,40,-2,5,"(0,18] degrees",neutral,-0.4,11,1,anticlockwise,-3,-35
148,2,114,-8,"(18,36] degrees",left,-0.4,146,148,anticlockwise,-34,-10
63,30,86,44,"(0,18] degrees",right,0.4,14,30,clockwise,14,23
95,17,104,51,"(18,36] degrees",neutral,0.4,41,17,clockwise,34,9
171,40,168,14,"(0,18] degrees",left,-0.4,162,171,anticlockwise,-3,-26
3,100,-1,72,"(18,36] degrees",right,0.4,57,100,anticlockwise,-28,-4
40,156,42,178,"(0,18] degrees",neutral,-0.4,57,40,clockwise,2,22
153,16,178,17,"(18,36] degrees",left,-0.4,181,153,clockwise,25,1
101,157,65,154,"(0,18] degrees",right,0.4,150,157,anticlockwise,-3,-36
54,29,38,3,"(18,36] degrees",neutral,0.4,29,29,anticlockwise,-26,-16
86,48,89,67,"(0,18] degrees",left,-0.4,108,86,clockwise,3,19
160,108,167,138,"(18,36] degrees",right,0.4,101,108,clockwise,30,7
139,52,125,21,"(0,18] degrees",neutral,-0.4,125,139,anticlockwise,-14,-31
157,86,126,79,"(18,36] degrees",left,-0.4,200,157,anticlockwise,-31,-7
125,156,151,171,"(0,18] degrees",right,0.4,192,156,clockwise,15,26
129,7,138,32,"(18,36] degrees",neutral,0.4,16,7,clockwise,25,9
43,5,40,-18,"(0,18] degrees",left,-0.4,9,43,anticlockwise,-3,-23
162,140,149,119,"(18,36] degrees",right,0.4,108,140,anticlockwise,-21,-13
84,157,102,187,"(0,18] degrees",neutral,-0.4,98,84,clockwise,18,30
112,73,148,78,"(18,36] degrees",left,-0.4,80,112,clockwise,36,5
74,169,49,160,"(0,18] degrees",right,0.4,175,169,anticlockwise,-9,-25
86,12,70,-20,"(18,36] degrees",neutral,0.4,9,12,anticlockwise,-32,-16
16,141,24,168,"(0,18] degrees",left,-0.4,27,16,clockwise,8,27
101,45,109,76,"(18,36] degrees",right,0.4,17,45,clockwise,31,8
159,7,141,-13,"(0,18] degrees",neutral,-0.4,203,159,anticlockwise,-18,-20
90,43,60,31,"(18,36] degrees",left,-0.4,48,90,anticlockwise,-30,-12
71,166,97,167,"(0,18] degrees",right,0.4,179,166,clockwise,1,26
143,54,148,80,"(18,36] degrees",neutral,0.4,55,54,clockwise,26,5
134,98,118,71,"(0,18] degrees",left,-0.4,168,134,anticlockwise,-16,-27
98,169,80,142,"(18,36] degrees",right,0.4,198,169,anticlockwise,-27,-18
64,113,81,133,"(0,18] degrees",neutral,-0.4,85,64,clockwise,17,20
62,7,92,16,"(18,36] degrees",left,-0.4,48,62,clockwise,30,9
46,162,24,146,"(0,18] degrees",right,0.4,198,162,anticlockwise,-16,-22
71,46,56,18,"(18,36] degrees",neutral,0.4,90,46,anticlockwise,-28,-15
167,32,168,59,"(0,18] degrees",left,-0.4,179,167,clockwise,1,27
160,106,173,126,"(18,36] degrees",right,0.4,114,106,clockwise,20,13
59,146,46,122,"(0,18] degrees",neutral,-0.4,30,59,anticlockwise,-13,-24
151,112,128,108,"(18,36] degrees",left,-0.4,125,151,anticlockwise,-23,-4
88,9,110,20,"(0,18] degrees",right,0.4,34,9,clockwise,11,22
24,96,36,118,"(18,36] degrees",neutral,0.4,110,96,clockwise,22,12
31,158,22,139,"(0,18] degrees",left,-0.4,66,31,anticlockwise,-9,-19
106,3,104,-31,"(18,36] degrees",right,0.4,48,3,anticlockwise,-34,-2
35,96,45,121,"(0,18] degrees",neutral,-0.4,69,35,clockwise,10,25
40,19,73,20,"(18,36] degrees",left,-0.4,70,40,clockwise,33,1
100,146,66,142,"(0,18] degrees",right,0.4,161,146,anticlockwise,-4,-34
56,126,51,107,"(18,36] degrees",neutral,0.4,98,126,anticlockwise,-19,-5
85,8,98,32,"(0,18] degrees",left,-0.4,83,85,clockwise,13,24
119,163,126,183,"(18,36] degrees",right,0.4,167,163,clockwise,20,7
112,35,99,3,"(0,18] degrees",neutral,-0.4,147,112,anticlockwise,-13,-32
17,39,-16,31,"(18,36] degrees",left,-0.4,-16,17,anticlockwise,-33,-8
54,118,75,133,"(0,18] degrees",right,0.4,97,118,clockwise,15,21
116,41,121,67,"(18,36] degrees",neutral,0.4,13,41,clockwise,26,5
69,179,64,147,"(0,18] degrees",left,-0.4,67,69,anticlockwise,-5,-32
7,97,-9,73,"(18,36] degrees",right,0.4,139,97,anticlockwise,-24,-16
164,54,177,82,"(0,18] degrees",neutral,-0.4,180,164,clockwise,13,28
79,161,104,168,"(18,36] degrees",left,-0.4,88,79,clockwise,25,7
146,24,112,16,"(0,18] degrees",right,0.4,-6,24,anticlockwise,-8,-34
125,75,111,41,"(18,36] degrees",neutral,0.4,67,75,anticlockwise,-34,-14
41,91,48,120,"(0,18] degrees",left,-0.4,-1,41,clockwise,7,29
151,179,168,214,"(18,36] degrees",right,0.4,209,179,clockwise,35,17
45,172,27,143,"(0,18] degrees",neutral,-0.4,65,45,anticlockwise,-18,-29
113,34,81,20,"(18,36] degrees",left,-0.4,136,113,anticlockwise,-32,-14
116,65,152,79,"(0,18] degrees",right,0.4,95,65,clockwise,14,36
134,91,148,116,"(18,36] degrees",neutral,0.4,115,91,clockwise,25,14
17,77,9,56,"(0,18] degrees",left,-0.4,1,17,anticlockwise,-8,-21
79,25,77,5,"(18,36] degrees",right,0.4,62,25,anticlockwise,-20,-2
73,111,87,140,"(0,18] degrees",neutral,-0.4,95,73,clockwise,14,29
92,27,120,33,"(18,36] degrees",left,-0.4,116,92,clockwise,28,6
143,13,108,-4,"(0,18] degrees",right,0.4,-32,13,anticlockwise,-17,-35
121,71,113,41,"(18,36] degrees",neutral,0.4,56,71,anticlockwise,-30,-8
97,178,110,209,"(0,18] degrees",left,-0.4,65,97,clockwise,13,31
8,101,14,129,"(18,36] degrees",right,0.4,64,101,clockwise,28,6
78,12,76,-19,"(0,18] degrees",neutral,-0.4,69,78,anticlockwise,-2,-31
177,120,152,111,"(18,36] degrees",left,-0.4,204,177,anticlockwise,-25,-9
133,49,165,67,"(0,18] degrees",right,0.4,20,49,clockwise,18,32
44,108,54,127,"(18,36] degrees",neutral,0.4,140,108,clockwise,19,10
26,144,10,112,"(0,18] degrees",left,-0.4,28,26,anticlockwise,-16,-32
77,57,74,29,"(18,36] degrees",right,0.4,97,57,anticlockwise,-28,-3
2,127,10,154,"(0,18] degrees",neutral,-0.4,-20,2,clockwise,8,27
147,116,166,117,"(18,36] degrees",left,-0.4,122,147,clockwise,19,1
140,76,115,73,"(0,18] degrees",right,0.4,121,76,anticlockwise,-3,-25
81,133,65,112,"(18,36] degrees",neutral,0.4,114,133,anticlockwise,-21,-16
117,29,125,53,"(0,18] degrees",left,-0.4,136,117,clockwise,8,24
54,102,55,138,"(18,36] degrees",right,0.4,103,102,clockwise,36,1
45,103,27,81,"(0,18] degrees",neutral,-0.4,30,45,anticlockwise,-18,-22
87,36,67,34,"(18,36] degrees",left,-0.4,69,87,anticlockwise,-20,-2
143,54,162,70,"(0,18] degrees",right,0.4,12,54,clockwise,16,19
167,84,169,107,"(18,36] degrees",neutral,0.4,61,84,clockwise,23,2
109,162,100,135,"(0,18] degrees",left,-0.4,116,109,anticlockwise,-9,-27
81,139,75,109,"(18,36] degrees",right,0.4,136,139,anticlockwise,-30,-6
