left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
69,153,106,189,"[25,45] degrees",neutral,-0.4,81,69,clockwise,37,36
119,23,153,62,"[25,45] degrees",left,-0.4,156,119,clockwise,34,39
142,63,166,103,"[25,45] degrees",neutral,0.4,72,63,clockwise,40,24
161,134,202,160,"[25,45] degrees",right,0.4,151,134,clockwise,26,41
83,30,107,75,"[25,45] degrees",neutral,-0.4,67,83,clockwise,24,45
165,124,207,146,"[25,45] degrees",left,-0.4,207,165,clockwise,42,22
77,33,47,9,"[25,45] degrees",neutral,0.4,53,33,anticlockwise,-24,-30
90,155,63,133,"[25,45] degrees",right,0.4,161,155,anticlockwise,-22,-27
126,172,100,149,"[25,45] degrees",neutral,-0.4,89,126,anticlockwise,-26,-23
85,57,60,31,"[25,45] degrees",left,-0.4,129,85,anticlockwise,-25,-26
27,128,-9,105,"[25,45] degrees",neutral,0.4,171,128,anticlockwise,-23,-36
159,121,136,96,"[25,45] degrees",right,0.4,77,121,anticlockwise,-25,-23
114,20,85,-17,"[25,45] degrees",neutral,-0.4,81,114,anticlockwise,-29,-37
