left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
118,27,151,72,"[25,45] degrees",neutral,-0.4,107,118,clockwise,33,45
112,159,142,189,"[25,45] degrees",left,-0.4,93,112,clockwise,30,30
70,177,102,216,"[25,45] degrees",neutral,0.4,167,177,clockwise,39,32
37,114,64,138,"[25,45] degrees",right,0.4,138,114,clockwise,24,27
56,114,88,142,"[25,45] degrees",neutral,-0.4,61,56,clockwise,32,28
25,109,65,137,"[25,45] degrees",left,-0.4,47,25,clockwise,40,28
160,103,126,58,"[25,45] degrees",neutral,0.4,124,103,anticlockwise,-45,-34
149,85,118,52,"[25,45] degrees",right,0.4,120,85,anticlockwise,-33,-31
54,109,16,78,"[25,45] degrees",neutral,-0.4,28,54,anticlockwise,-38,-31
34,99,-8,67,"[25,45] degrees",left,-0.4,52,34,anticlockwise,-42,-32
172,32,142,2,"[25,45] degrees",neutral,0.4,-2,32,anticlockwise,-30,-30
45,90,25,53,"[25,45] degrees",right,0.4,108,90,anticlockwise,-37,-20
14,131,-13,95,"[25,45] degrees",neutral,-0.4,52,14,anticlockwise,-27,-36
