left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
80,109,90,132,"(0,18] degrees",neutral,-0.4,82,80,clockwise,10,23
113,89,133,100,"(18,36] degrees",left,-0.4,96,113,clockwise,20,11
105,143,79,125,"(0,18] degrees",right,0.4,179,143,anticlockwise,-18,-26
53,116,52,88,"(18,36] degrees",neutral,0.4,118,116,anticlockwise,-28,-1
128,149,131,177,"(0,18] degrees",left,-0.4,145,128,clockwise,3,28
68,161,80,182,"(18,36] degrees",right,0.4,177,161,clockwise,21,12
115,87,109,67,"(0,18] degrees",neutral,-0.4,146,115,anticlockwise,-6,-20
103,57,79,42,"(18,36] degrees",left,-0.4,100,103,anticlockwise,-24,-15
20,130,56,139,"(0,18] degrees",right,0.4,88,130,clockwise,9,36
103,135,116,158,"(18,36] degrees",neutral,0.4,117,135,clockwise,23,13
137,83,126,64,"(0,18] degrees",left,-0.4,102,137,anticlockwise,-11,-19
83,162,74,143,"(18,36] degrees",right,0.4,121,162,anticlockwise,-19,-9
125,34,127,64,"(0,18] degrees",neutral,-0.4,142,125,clockwise,2,30
4,119,35,135,"(18,36] degrees",left,-0.4,12,4,clockwise,31,16
163,69,138,54,"(0,18] degrees",right,0.4,49,69,anticlockwise,-15,-25
158,46,157,13,"(18,36] degrees",neutral,0.4,32,46,anticlockwise,-33,-1
152,24,170,59,"(0,18] degrees",left,-0.4,174,152,clockwise,18,35
48,123,66,144,"(18,36] degrees",right,0.4,137,123,clockwise,21,18
87,148,79,129,"(0,18] degrees",neutral,-0.4,131,87,anticlockwise,-8,-19
140,9,111,-4,"(18,36] degrees",left,-0.4,114,140,anticlockwise,-29,-13
106,52,142,61,"(0,18] degrees",right,0.4,36,52,clockwise,9,36
64,124,74,143,"(18,36] degrees",neutral,0.4,135,124,clockwise,19,10
95,144,87,119,"(0,18] degrees",left,-0.4,132,95,anticlockwise,-8,-25
9,125,-2,92,"(18,36] degrees",right,0.4,90,125,anticlockwise,-33,-11
135,14,148,47,"(0,18] degrees",neutral,-0.4,156,135,clockwise,13,33
154,107,173,124,"(18,36] degrees",left,-0.4,138,154,clockwise,19,17
111,56,79,55,"(0,18] degrees",right,0.4,82,56,anticlockwise,-1,-32
96,174,95,149,"(18,36] degrees",neutral,0.4,219,174,anticlockwise,-25,-1
141,175,144,203,"(0,18] degrees",left,-0.4,185,141,clockwise,3,28
25,95,29,115,"(18,36] degrees",right,0.4,96,95,clockwise,20,4
145,111,128,82,"(0,18] degrees",neutral,-0.4,189,145,anticlockwise,-17,-29
151,14,130,-3,"(18,36] degrees",left,-0.4,132,151,anticlockwise,-21,-17
11,162,32,174,"(0,18] degrees",right,0.4,147,162,clockwise,12,21
24,154,26,183,"(18,36] degrees",neutral,0.4,182,154,clockwise,29,2
161,87,159,53,"(0,18] degrees",left,-0.4,172,161,anticlockwise,-2,-34
115,17,101,-10,"(18,36] degrees",right,0.4,-16,17,anticlockwise,-27,-14
108,153,114,183,"(0,18] degrees",neutral,-0.4,121,108,clockwise,6,30
166,41,189,51,"(18,36] degrees",left,-0.4,162,166,clockwise,23,10
72,174,38,165,"(0,18] degrees",right,0.4,179,174,anticlockwise,-9,-34
114,166,103,138,"(18,36] degrees",neutral,0.4,172,166,anticlockwise,-28,-11
103,156,117,176,"(0,18] degrees",left,-0.4,137,103,clockwise,14,20
172,93,186,119,"(18,36] degrees",right,0.4,69,93,clockwise,26,14
83,136,71,102,"(0,18] degrees",neutral,-0.4,82,83,anticlockwise,-12,-34
133,66,103,52,"(18,36] degrees",left,-0.4,134,133,anticlockwise,-30,-14
40,6,63,23,"(0,18] degrees",right,0.4,-14,6,clockwise,17,23
125,173,135,194,"(18,36] degrees",neutral,0.4,186,173,clockwise,21,10
51,153,36,132,"(0,18] degrees",left,-0.4,29,51,anticlockwise,-15,-21
94,140,76,106,"(18,36] degrees",right,0.4,154,140,anticlockwise,-34,-18
143,79,151,110,"(0,18] degrees",neutral,-0.4,151,143,clockwise,8,31
144,67,165,79,"(18,36] degrees",left,-0.4,100,144,clockwise,21,12
140,42,119,29,"(0,18] degrees",right,0.4,32,42,anticlockwise,-13,-21
119,78,111,46,"(18,36] degrees",neutral,0.4,54,78,anticlockwise,-32,-8
158,108,160,135,"(0,18] degrees",left,-0.4,156,158,clockwise,2,27
37,58,44,82,"(18,36] degrees",right,0.4,103,58,clockwise,24,7
19,107,16,85,"(0,18] degrees",neutral,-0.4,62,19,anticlockwise,-3,-22
58,13,29,6,"(18,36] degrees",left,-0.4,79,58,anticlockwise,-29,-7
1,89,32,99,"(0,18] degrees",right,0.4,89,89,clockwise,10,31
66,157,84,177,"(18,36] degrees",neutral,0.4,149,157,clockwise,20,18
117,62,108,31,"(0,18] degrees",left,-0.4,86,117,anticlockwise,-9,-31
106,51,88,26,"(18,36] degrees",right,0.4,35,51,anticlockwise,-25,-18
151,85,165,111,"(0,18] degrees",neutral,-0.4,183,151,clockwise,14,26
96,155,130,165,"(18,36] degrees",left,-0.4,88,96,clockwise,34,10
90,118,63,102,"(0,18] degrees",right,0.4,135,118,anticlockwise,-16,-27
90,59,87,32,"(18,36] degrees",neutral,0.4,77,59,anticlockwise,-27,-3
9,54,15,84,"(0,18] degrees",left,-0.4,-36,9,clockwise,6,30
74,179,78,213,"(18,36] degrees",right,0.4,193,179,clockwise,34,4
59,98,42,66,"(0,18] degrees",neutral,-0.4,28,59,anticlockwise,-17,-32
7,128,-17,112,"(18,36] degrees",left,-0.4,-23,7,anticlockwise,-24,-16
7,148,35,165,"(0,18] degrees",right,0.4,160,148,clockwise,17,28
127,85,143,119,"(18,36] degrees",neutral,0.4,87,85,clockwise,34,16
143,6,128,-24,"(0,18] degrees",left,-0.4,148,143,anticlockwise,-15,-30
7,33,-4,6,"(18,36] degrees",right,0.4,77,33,anticlockwise,-27,-11
24,160,32,182,"(0,18] degrees",neutral,-0.4,19,24,clockwise,8,22
18,78,39,92,"(18,36] degrees",left,-0.4,-7,18,clockwise,21,14
65,148,31,139,"(0,18] degrees",right,0.4,110,148,anticlockwise,-9,-34
179,116,165,91,"(18,36] degrees",neutral,0.4,134,116,anticlockwise,-25,-14
144,64,158,85,"(0,18] degrees",left,-0.4,139,144,clockwise,14,21
150,55,163,82,"(18,36] degrees",right,0.4,80,55,clockwise,27,13
20,176,6,140,"(0,18] degrees",neutral,-0.4,54,20,anticlockwise,-14,-36
157,5,131,4,"(18,36] degrees",left,-0.4,175,157,anticlockwise,-26,-1
107,61,142,63,"(0,18] degrees",right,0.4,22,61,clockwise,2,35
43,144,53,171,"(18,36] degrees",neutral,0.4,153,144,clockwise,27,10
39,0,28,-35,"(0,18] degrees",left,-0.4,66,39,anticlockwise,-11,-35
116,92,99,73,"(18,36] degrees",right,0.4,70,92,anticlockwise,-19,-17
