left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
117,56,156,93,"[25,45] degrees",neutral,-0.4,76,117,clockwise,39,37
31,178,63,204,"[25,45] degrees",left,-0.4,21,31,clockwise,32,26
97,12,129,57,"[25,45] degrees",neutral,0.4,41,12,clockwise,45,32
152,75,176,102,"[25,45] degrees",right,0.4,111,75,clockwise,27,24
55,151,93,184,"[25,45] degrees",neutral,-0.4,26,55,clockwise,38,33
122,7,147,40,"[25,45] degrees",left,-0.4,104,122,clockwise,25,33
85,24,112,54,"[25,45] degrees",neutral,0.4,-16,24,clockwise,30,27
146,102,173,127,"[25,45] degrees",right,0.4,100,102,clockwise,25,27
167,15,187,41,"[25,45] degrees",neutral,-0.4,136,167,clockwise,20,26
59,178,97,209,"[25,45] degrees",left,-0.4,28,59,clockwise,38,31
62,139,96,178,"[25,45] degrees",neutral,0.4,151,139,clockwise,39,34
171,42,196,73,"[25,45] degrees",right,0.4,10,42,clockwise,31,25
121,52,154,87,"[25,45] degrees",neutral,-0.4,115,121,clockwise,33,35
150,102,188,125,"[25,45] degrees",left,-0.4,175,150,clockwise,38,23
147,89,187,134,"[25,45] degrees",neutral,0.4,95,89,clockwise,45,40
86,37,131,61,"[25,45] degrees",right,0.4,28,37,clockwise,24,45
161,110,199,133,"[25,45] degrees",neutral,-0.4,180,161,clockwise,38,23
35,133,69,156,"[25,45] degrees",left,-0.4,77,35,clockwise,34,23
86,146,114,184,"[25,45] degrees",neutral,0.4,116,146,clockwise,38,28
93,155,135,184,"[25,45] degrees",right,0.4,114,155,clockwise,29,42
105,69,142,91,"[25,45] degrees",neutral,-0.4,116,105,clockwise,37,22
137,20,169,54,"[25,45] degrees",left,-0.4,150,137,clockwise,32,34
27,75,72,103,"[25,45] degrees",neutral,0.4,55,75,clockwise,28,45
37,96,66,128,"[25,45] degrees",right,0.4,63,96,clockwise,32,29
100,29,126,61,"[25,45] degrees",neutral,-0.4,73,100,clockwise,26,32
151,22,184,50,"[25,45] degrees",left,-0.4,127,151,clockwise,33,28
72,13,116,53,"[25,45] degrees",neutral,0.4,31,13,clockwise,40,44
111,80,143,115,"[25,45] degrees",right,0.4,57,80,clockwise,35,32
68,118,112,153,"[25,45] degrees",neutral,-0.4,98,68,clockwise,44,35
66,163,89,196,"[25,45] degrees",left,-0.4,52,66,clockwise,23,33
43,118,63,163,"[25,45] degrees",neutral,0.4,163,118,clockwise,45,20
54,75,91,117,"[25,45] degrees",right,0.4,90,75,clockwise,42,37
22,158,60,195,"[25,45] degrees",neutral,-0.4,0,22,clockwise,38,37
25,96,55,129,"[25,45] degrees",left,-0.4,63,25,clockwise,30,33
99,130,139,165,"[25,45] degrees",neutral,0.4,101,130,clockwise,35,40
41,103,63,124,"[25,45] degrees",right,0.4,130,103,clockwise,21,22
86,41,113,61,"[25,45] degrees",neutral,-0.4,101,86,clockwise,27,20
2,153,43,191,"[25,45] degrees",left,-0.4,35,2,clockwise,41,38
163,39,200,73,"[25,45] degrees",neutral,0.4,17,39,clockwise,34,37
109,26,145,53,"[25,45] degrees",right,0.4,52,26,clockwise,27,36
172,50,209,81,"[25,45] degrees",neutral,-0.4,154,172,clockwise,37,31
0,112,44,153,"[25,45] degrees",left,-0.4,7,0,clockwise,44,41
159,106,183,139,"[25,45] degrees",neutral,0.4,64,106,clockwise,33,24
135,50,178,70,"[25,45] degrees",right,0.4,26,50,clockwise,20,43
