left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
121,164,151,200,"[25,45] degrees",neutral,-0.4,125,121,clockwise,30,36
78,103,109,131,"[25,45] degrees",left,-0.4,117,78,clockwise,31,28
129,38,155,78,"[25,45] degrees",neutral,0.4,16,38,clockwise,40,26
105,3,141,41,"[25,45] degrees",right,0.4,-7,3,clockwise,38,36
71,117,106,159,"[25,45] degrees",neutral,-0.4,32,71,clockwise,35,42
174,112,216,135,"[25,45] degrees",left,-0.4,184,174,clockwise,42,23
23,152,-19,114,"[25,45] degrees",neutral,0.4,122,152,anticlockwise,-38,-42
48,4,10,-36,"[25,45] degrees",right,0.4,-35,4,anticlockwise,-40,-38
177,119,157,83,"[25,45] degrees",neutral,-0.4,170,177,anticlockwise,-20,-36
172,131,147,111,"[25,45] degrees",left,-0.4,217,172,anticlockwise,-25,-20
169,77,130,36,"[25,45] degrees",neutral,0.4,43,77,anticlockwise,-41,-39
145,101,111,75,"[25,45] degrees",right,0.4,115,101,anticlockwise,-26,-34
66,123,38,92,"[25,45] degrees",neutral,-0.4,53,66,anticlockwise,-28,-31
