left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
71,142,96,175,"[25,45] degrees",neutral,-0.4,73,71,clockwise,25,33
90,172,115,193,"[25,45] degrees",left,-0.4,57,90,clockwise,25,21
47,94,92,121,"[25,45] degrees",neutral,0.4,129,94,clockwise,27,45
52,108,86,133,"[25,45] degrees",right,0.4,84,108,clockwise,25,34
125,179,167,216,"[25,45] degrees",neutral,-0.4,81,125,clockwise,42,37
57,112,95,138,"[25,45] degrees",left,-0.4,55,57,clockwise,38,26
26,49,1,23,"[25,45] degrees",neutral,0.4,6,49,anticlockwise,-26,-25
72,115,37,75,"[25,45] degrees",right,0.4,99,115,anticlockwise,-40,-35
17,159,-24,116,"[25,45] degrees",neutral,-0.4,48,17,anticlockwise,-41,-43
80,141,56,100,"[25,45] degrees",left,-0.4,115,80,anticlockwise,-24,-41
26,75,0,33,"[25,45] degrees",neutral,0.4,55,75,anticlockwise,-42,-26
141,4,119,-33,"[25,45] degrees",right,0.4,49,4,anticlockwise,-37,-22
78,169,51,146,"[25,45] degrees",neutral,-0.4,122,78,anticlockwise,-27,-23
