left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
56,0,69,23,"(0,18] degrees",neutral,-0.4,84,56,clockwise,13,23
131,36,153,47,"(18,36] degrees",left,-0.4,160,131,clockwise,22,11
150,171,126,166,"(0,18] degrees",right,0.4,181,171,anticlockwise,-5,-24
131,20,128,-15,"(18,36] degrees",neutral,0.4,-1,20,anticlockwise,-35,-3
8,80,21,106,"(0,18] degrees",left,-0.4,30,8,clockwise,13,26
114,40,117,65,"(18,36] degrees",right,0.4,23,40,clockwise,25,3
58,177,53,157,"(0,18] degrees",neutral,-0.4,96,58,anticlockwise,-5,-20
118,50,95,38,"(18,36] degrees",left,-0.4,156,118,anticlockwise,-23,-12
29,79,63,93,"(0,18] degrees",right,0.4,37,79,clockwise,14,34
127,177,128,198,"(18,36] degrees",neutral,0.4,163,177,clockwise,21,1
79,155,71,130,"(0,18] degrees",left,-0.4,71,79,anticlockwise,-8,-25
173,63,171,43,"(18,36] degrees",right,0.4,97,63,anticlockwise,-20,-2
45,79,58,113,"(0,18] degrees",neutral,-0.4,51,45,clockwise,13,34
62,106,81,113,"(18,36] degrees",left,-0.4,39,62,clockwise,19,7
37,153,2,151,"(0,18] degrees",right,0.4,191,153,anticlockwise,-2,-35
76,121,72,100,"(18,36] degrees",neutral,0.4,164,121,anticlockwise,-21,-4
131,5,140,36,"(0,18] degrees",left,-0.4,128,131,clockwise,9,31
51,153,68,172,"(18,36] degrees",right,0.4,119,153,clockwise,19,17
96,49,83,14,"(0,18] degrees",neutral,-0.4,130,96,anticlockwise,-13,-35
149,118,125,103,"(18,36] degrees",left,-0.4,158,149,anticlockwise,-24,-15
80,46,106,57,"(0,18] degrees",right,0.4,54,46,clockwise,11,26
155,31,166,54,"(18,36] degrees",neutral,0.4,50,31,clockwise,23,11
166,135,156,110,"(0,18] degrees",left,-0.4,151,166,anticlockwise,-10,-25
122,32,106,2,"(18,36] degrees",right,0.4,3,32,anticlockwise,-30,-16
66,9,75,43,"(0,18] degrees",neutral,-0.4,37,66,clockwise,9,34
147,59,175,61,"(18,36] degrees",left,-0.4,109,147,clockwise,28,2
0,96,-23,94,"(0,18] degrees",right,0.4,91,96,anticlockwise,-2,-23
100,59,96,37,"(18,36] degrees",neutral,0.4,29,59,anticlockwise,-22,-4
65,170,67,191,"(0,18] degrees",left,-0.4,83,65,clockwise,2,21
165,50,168,76,"(18,36] degrees",right,0.4,79,50,clockwise,26,3
158,104,145,70,"(0,18] degrees",neutral,-0.4,195,158,anticlockwise,-13,-34
33,175,7,167,"(18,36] degrees",left,-0.4,27,33,anticlockwise,-26,-8
3,159,39,169,"(0,18] degrees",right,0.4,114,159,clockwise,10,36
129,157,136,176,"(18,36] degrees",neutral,0.4,148,157,clockwise,19,7
100,168,86,136,"(0,18] degrees",left,-0.4,95,100,anticlockwise,-14,-32
140,115,133,88,"(18,36] degrees",right,0.4,92,115,anticlockwise,-27,-7
34,124,43,144,"(0,18] degrees",neutral,-0.4,24,34,clockwise,9,20
122,62,142,68,"(18,36] degrees",left,-0.4,117,122,clockwise,20,6
128,7,94,-11,"(0,18] degrees",right,0.4,45,7,anticlockwise,-18,-34
4,36,-5,2,"(18,36] degrees",neutral,0.4,73,36,anticlockwise,-34,-9
171,103,186,136,"(0,18] degrees",left,-0.4,183,171,clockwise,15,33
71,120,75,149,"(18,36] degrees",right,0.4,90,120,clockwise,29,4
102,7,86,-16,"(0,18] degrees",neutral,-0.4,132,102,anticlockwise,-16,-23
72,3,36,-14,"(18,36] degrees",left,-0.4,80,72,anticlockwise,-36,-17
82,170,118,171,"(0,18] degrees",right,0.4,200,170,clockwise,1,36
1,78,7,113,"(18,36] degrees",neutral,0.4,38,78,clockwise,35,6
74,46,60,13,"(0,18] degrees",left,-0.4,73,74,anticlockwise,-14,-33
70,104,59,84,"(18,36] degrees",right,0.4,88,104,anticlockwise,-20,-11
158,96,164,120,"(0,18] degrees",neutral,-0.4,195,158,clockwise,6,24
130,57,158,59,"(18,36] degrees",left,-0.4,142,130,clockwise,28,2
55,5,30,-1,"(0,18] degrees",right,0.4,48,5,anticlockwise,-6,-25
41,143,37,113,"(18,36] degrees",neutral,0.4,112,143,anticlockwise,-30,-4
89,146,92,182,"(0,18] degrees",left,-0.4,84,89,clockwise,3,36
69,134,80,155,"(18,36] degrees",right,0.4,178,134,clockwise,21,11
174,153,162,126,"(0,18] degrees",neutral,-0.4,194,174,anticlockwise,-12,-27
17,112,-3,97,"(18,36] degrees",left,-0.4,-9,17,anticlockwise,-20,-15
91,157,120,172,"(0,18] degrees",right,0.4,184,157,clockwise,15,29
4,26,10,56,"(18,36] degrees",neutral,0.4,3,26,clockwise,30,6
152,55,145,29,"(0,18] degrees",left,-0.4,158,152,anticlockwise,-7,-26
140,92,128,56,"(18,36] degrees",right,0.4,47,92,anticlockwise,-36,-12
173,56,180,86,"(0,18] degrees",neutral,-0.4,188,173,clockwise,7,30
157,104,192,112,"(18,36] degrees",left,-0.4,150,157,clockwise,35,8
74,144,48,131,"(0,18] degrees",right,0.4,117,144,anticlockwise,-13,-26
55,140,53,111,"(18,36] degrees",neutral,0.4,160,140,anticlockwise,-29,-2
73,112,79,139,"(0,18] degrees",left,-0.4,63,73,clockwise,6,27
72,3,80,29,"(18,36] degrees",right,0.4,19,3,clockwise,26,8
110,39,109,9,"(0,18] degrees",neutral,-0.4,79,110,anticlockwise,-1,-30
70,125,51,115,"(18,36] degrees",left,-0.4,66,70,anticlockwise,-19,-10
79,124,99,138,"(0,18] degrees",right,0.4,140,124,clockwise,14,20
132,82,139,111,"(18,36] degrees",neutral,0.4,84,82,clockwise,29,7
9,162,5,127,"(0,18] degrees",left,-0.4,39,9,anticlockwise,-4,-35
117,87,110,53,"(18,36] degrees",right,0.4,76,87,anticlockwise,-34,-7
63,93,65,118,"(0,18] degrees",neutral,-0.4,32,63,clockwise,2,25
95,167,118,183,"(18,36] degrees",left,-0.4,110,95,clockwise,23,16
96,47,72,31,"(0,18] degrees",right,0.4,75,47,anticlockwise,-16,-24
129,13,122,-15,"(18,36] degrees",neutral,0.4,-2,13,anticlockwise,-28,-7
61,149,64,179,"(0,18] degrees",left,-0.4,20,61,clockwise,3,30
4,96,15,120,"(18,36] degrees",right,0.4,68,96,clockwise,24,11
126,69,108,42,"(0,18] degrees",neutral,-0.4,126,126,anticlockwise,-18,-27
70,9,45,0,"(18,36] degrees",left,-0.4,30,70,anticlockwise,-25,-9
112,176,139,184,"(0,18] degrees",right,0.4,218,176,clockwise,8,27
30,141,35,165,"(18,36] degrees",neutral,0.4,121,141,clockwise,24,5
123,21,116,-6,"(0,18] degrees",left,-0.4,120,123,anticlockwise,-7,-27
151,56,148,31,"(18,36] degrees",right,0.4,51,56,anticlockwise,-25,-3
170,104,179,129,"(0,18] degrees",neutral,-0.4,176,170,clockwise,9,25
69,163,103,174,"(18,36] degrees",left,-0.4,102,69,clockwise,34,11
138,76,110,65,"(0,18] degrees",right,0.4,96,76,anticlockwise,-11,-28
18,115,16,93,"(18,36] degrees",neutral,0.4,80,115,anticlockwise,-22,-2
105,13,119,46,"(0,18] degrees",left,-0.4,123,105,clockwise,14,33
0,53,12,82,"(18,36] degrees",right,0.4,41,53,clockwise,29,12
67,163,54,127,"(0,18] degrees",neutral,-0.4,83,67,anticlockwise,-13,-36
62,174,43,164,"(18,36] degrees",left,-0.4,28,62,anticlockwise,-19,-10
73,5,104,16,"(0,18] degrees",right,0.4,25,5,clockwise,11,31
112,65,117,94,"(18,36] degrees",neutral,0.4,38,65,clockwise,29,5
140,83,133,49,"(0,18] degrees",left,-0.4,122,140,anticlockwise,-7,-34
154,76,140,41,"(18,36] degrees",right,0.4,35,76,anticlockwise,-35,-14
21,120,35,142,"(0,18] degrees",neutral,-0.4,-1,21,clockwise,14,22
166,72,186,77,"(18,36] degrees",left,-0.4,172,166,clockwise,20,5
161,120,140,116,"(0,18] degrees",right,0.4,92,120,anticlockwise,-4,-21
24,173,16,146,"(18,36] degrees",neutral,0.4,178,173,anticlockwise,-27,-8
5,36,11,59,"(0,18] degrees",left,-0.4,39,5,clockwise,6,23
