left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
96,1,127,38,"[25,45] degrees",neutral,-0.4,64,96,clockwise,31,37
50,98,95,127,"[25,45] degrees",left,-0.4,13,50,clockwise,45,29
108,41,135,78,"[25,45] degrees",neutral,0.4,85,41,clockwise,37,27
95,169,137,213,"[25,45] degrees",right,0.4,133,169,clockwise,44,42
14,34,57,77,"[25,45] degrees",neutral,-0.4,39,14,clockwise,43,43
140,44,184,75,"[25,45] degrees",left,-0.4,151,140,clockwise,44,31
16,44,45,84,"[25,45] degrees",neutral,0.4,76,44,clockwise,40,29
118,158,159,198,"[25,45] degrees",right,0.4,180,158,clockwise,40,41
138,14,183,46,"[25,45] degrees",neutral,-0.4,98,138,clockwise,45,32
129,87,165,110,"[25,45] degrees",left,-0.4,111,129,clockwise,36,23
138,3,179,34,"[25,45] degrees",neutral,0.4,29,3,clockwise,31,41
18,121,46,141,"[25,45] degrees",right,0.4,137,121,clockwise,20,28
6,81,33,110,"[25,45] degrees",neutral,-0.4,-14,6,clockwise,27,29
106,66,147,104,"[25,45] degrees",left,-0.4,79,106,clockwise,41,38
82,166,106,199,"[25,45] degrees",neutral,0.4,171,166,clockwise,33,24
20,71,44,112,"[25,45] degrees",right,0.4,103,71,clockwise,41,24
159,44,180,70,"[25,45] degrees",neutral,-0.4,137,159,clockwise,21,26
128,149,148,193,"[25,45] degrees",left,-0.4,145,128,clockwise,20,44
3,163,45,201,"[25,45] degrees",neutral,0.4,199,163,clockwise,38,42
29,107,71,152,"[25,45] degrees",right,0.4,105,107,clockwise,45,42
108,130,142,167,"[25,45] degrees",neutral,-0.4,69,108,clockwise,34,37
80,24,104,47,"[25,45] degrees",left,-0.4,87,80,clockwise,24,23
52,72,87,109,"[25,45] degrees",neutral,0.4,69,72,clockwise,37,35
151,107,179,135,"[25,45] degrees",right,0.4,65,107,clockwise,28,28
155,88,183,130,"[25,45] degrees",neutral,-0.4,154,155,clockwise,28,42
168,98,208,128,"[25,45] degrees",left,-0.4,179,168,clockwise,40,30
70,8,91,45,"[25,45] degrees",neutral,0.4,-19,8,clockwise,37,21
18,143,52,180,"[25,45] degrees",right,0.4,173,143,clockwise,37,34
148,128,192,157,"[25,45] degrees",neutral,-0.4,182,148,clockwise,44,29
146,94,168,133,"[25,45] degrees",left,-0.4,186,146,clockwise,22,39
74,132,105,154,"[25,45] degrees",neutral,0.4,119,132,clockwise,22,31
163,63,197,99,"[25,45] degrees",right,0.4,23,63,clockwise,36,34
146,33,184,68,"[25,45] degrees",neutral,-0.4,119,146,clockwise,38,35
95,72,135,92,"[25,45] degrees",left,-0.4,66,95,clockwise,40,20
20,171,44,201,"[25,45] degrees",neutral,0.4,181,171,clockwise,30,24
