left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
105,164,118,198,"(0,18] degrees",neutral,-0.4,149,105,clockwise,13,34
26,112,48,126,"(18,36] degrees",left,-0.4,44,26,clockwise,22,14
18,113,-3,106,"(0,18] degrees",right,0.4,152,113,anticlockwise,-7,-21
9,37,-8,10,"(18,36] degrees",neutral,0.4,10,37,anticlockwise,-27,-17
114,10,123,38,"(0,18] degrees",left,-0.4,100,114,clockwise,9,28
89,126,99,149,"(18,36] degrees",right,0.4,163,126,clockwise,23,10
111,37,97,2,"(0,18] degrees",neutral,-0.4,143,111,anticlockwise,-14,-35
42,160,23,151,"(18,36] degrees",left,-0.4,54,42,anticlockwise,-19,-9
83,176,105,183,"(0,18] degrees",right,0.4,206,176,clockwise,7,22
135,50,146,81,"(18,36] degrees",neutral,0.4,24,50,clockwise,31,11
15,129,8,100,"(0,18] degrees",left,-0.4,27,15,anticlockwise,-7,-29
92,55,84,27,"(18,36] degrees",right,0.4,68,55,anticlockwise,-28,-8
77,109,80,140,"(0,18] degrees",neutral,-0.4,114,77,clockwise,3,31
164,57,185,64,"(18,36] degrees",left,-0.4,176,164,clockwise,21,7
88,125,64,112,"(0,18] degrees",right,0.4,93,125,anticlockwise,-13,-24
26,0,10,-30,"(18,36] degrees",neutral,0.4,-41,0,anticlockwise,-30,-16
70,20,87,41,"(0,18] degrees",left,-0.4,89,70,clockwise,17,21
162,109,163,135,"(18,36] degrees",right,0.4,127,109,clockwise,26,1
68,126,67,105,"(0,18] degrees",neutral,-0.4,70,68,anticlockwise,-1,-21
83,34,51,30,"(18,36] degrees",left,-0.4,105,83,anticlockwise,-32,-4
169,104,190,107,"(0,18] degrees",right,0.4,114,104,clockwise,3,21
104,130,117,163,"(18,36] degrees",neutral,0.4,108,130,clockwise,33,13
22,77,14,43,"(0,18] degrees",left,-0.4,-14,22,anticlockwise,-8,-34
38,167,28,143,"(18,36] degrees",right,0.4,192,167,anticlockwise,-24,-10
107,7,125,35,"(0,18] degrees",neutral,-0.4,111,107,clockwise,18,28
96,178,121,186,"(18,36] degrees",left,-0.4,63,96,clockwise,25,8
96,34,69,29,"(0,18] degrees",right,0.4,-2,34,anticlockwise,-5,-27
125,47,117,13,"(18,36] degrees",neutral,0.4,87,47,anticlockwise,-34,-8
130,30,139,63,"(0,18] degrees",left,-0.4,151,130,clockwise,9,33
11,83,20,107,"(18,36] degrees",right,0.4,57,83,clockwise,24,9
96,21,82,-8,"(0,18] degrees",neutral,-0.4,92,96,anticlockwise,-14,-29
147,93,112,84,"(18,36] degrees",left,-0.4,170,147,anticlockwise,-35,-9
77,26,111,44,"(0,18] degrees",right,0.4,-1,26,clockwise,18,34
27,98,29,125,"(18,36] degrees",neutral,0.4,129,98,clockwise,27,2
68,31,50,6,"(0,18] degrees",left,-0.4,37,68,anticlockwise,-18,-25
103,33,93,4,"(18,36] degrees",right,0.4,52,33,anticlockwise,-29,-10
3,104,6,132,"(0,18] degrees",neutral,-0.4,-26,3,clockwise,3,28
106,22,142,38,"(18,36] degrees",left,-0.4,77,106,clockwise,36,16
108,171,73,164,"(0,18] degrees",right,0.4,164,171,anticlockwise,-7,-35
66,30,52,0,"(18,36] degrees",neutral,0.4,48,30,anticlockwise,-30,-14
140,57,144,93,"(0,18] degrees",left,-0.4,167,140,clockwise,4,36
128,90,136,116,"(18,36] degrees",right,0.4,97,90,clockwise,26,8
85,175,70,145,"(0,18] degrees",neutral,-0.4,75,85,anticlockwise,-15,-30
164,12,138,7,"(18,36] degrees",left,-0.4,181,164,anticlockwise,-26,-5
7,163,35,165,"(0,18] degrees",right,0.4,206,163,clockwise,2,28
148,111,158,132,"(18,36] degrees",neutral,0.4,88,111,clockwise,21,10
100,53,91,28,"(0,18] degrees",left,-0.4,115,100,anticlockwise,-9,-25
125,51,107,30,"(18,36] degrees",right,0.4,78,51,anticlockwise,-21,-18
102,34,103,64,"(0,18] degrees",neutral,-0.4,71,102,clockwise,1,30
144,51,179,56,"(18,36] degrees",left,-0.4,136,144,clockwise,35,5
123,177,98,168,"(0,18] degrees",right,0.4,152,177,anticlockwise,-9,-25
73,29,69,-3,"(18,36] degrees",neutral,0.4,73,29,anticlockwise,-32,-4
21,118,26,146,"(0,18] degrees",left,-0.4,9,21,clockwise,5,28
69,137,83,172,"(18,36] degrees",right,0.4,170,137,clockwise,35,14
172,113,166,86,"(0,18] degrees",neutral,-0.4,163,172,anticlockwise,-6,-27
65,175,39,173,"(18,36] degrees",left,-0.4,57,65,anticlockwise,-26,-2
94,133,120,147,"(0,18] degrees",right,0.4,132,133,clockwise,14,26
4,90,8,111,"(18,36] degrees",neutral,0.4,102,90,clockwise,21,4
132,167,114,139,"(0,18] degrees",left,-0.4,108,132,anticlockwise,-18,-28
75,169,66,134,"(18,36] degrees",right,0.4,189,169,anticlockwise,-35,-9
151,59,165,94,"(0,18] degrees",neutral,-0.4,113,151,clockwise,14,35
76,39,106,41,"(18,36] degrees",left,-0.4,57,76,clockwise,30,2
11,93,-23,92,"(0,18] degrees",right,0.4,79,93,anticlockwise,-1,-34
81,118,63,90,"(18,36] degrees",neutral,0.4,158,118,anticlockwise,-28,-18
5,52,6,88,"(0,18] degrees",left,-0.4,-39,5,clockwise,1,36
178,133,189,164,"(18,36] degrees",right,0.4,171,133,clockwise,31,11
147,108,143,77,"(0,18] degrees",neutral,-0.4,173,147,anticlockwise,-4,-31
137,11,103,-2,"(18,36] degrees",left,-0.4,105,137,anticlockwise,-34,-13
164,142,186,154,"(0,18] degrees",right,0.4,179,142,clockwise,12,22
150,106,158,135,"(18,36] degrees",neutral,0.4,80,106,clockwise,29,8
143,111,136,76,"(0,18] degrees",left,-0.4,104,143,anticlockwise,-7,-35
87,66,76,46,"(18,36] degrees",right,0.4,68,66,anticlockwise,-20,-11
147,72,160,107,"(0,18] degrees",neutral,-0.4,147,147,clockwise,13,35
165,134,201,143,"(18,36] degrees",left,-0.4,127,165,clockwise,36,9
47,124,28,114,"(0,18] degrees",right,0.4,159,124,anticlockwise,-10,-19
32,137,30,103,"(18,36] degrees",neutral,0.4,102,137,anticlockwise,-34,-2
48,163,54,183,"(0,18] degrees",left,-0.4,87,48,clockwise,6,20
176,53,178,87,"(18,36] degrees",right,0.4,58,53,clockwise,34,2
90,33,76,12,"(0,18] degrees",neutral,-0.4,70,90,anticlockwise,-14,-21
5,128,-26,120,"(18,36] degrees",left,-0.4,24,5,anticlockwise,-31,-8
68,135,87,150,"(0,18] degrees",right,0.4,142,135,clockwise,15,19
172,59,185,89,"(18,36] degrees",neutral,0.4,65,59,clockwise,30,13
140,23,126,-4,"(0,18] degrees",left,-0.4,177,140,anticlockwise,-14,-27
175,28,173,5,"(18,36] degrees",right,0.4,64,28,anticlockwise,-23,-2
40,120,53,144,"(0,18] degrees",neutral,-0.4,57,40,clockwise,13,24
135,87,167,93,"(18,36] degrees",left,-0.4,141,135,clockwise,32,6
152,36,133,23,"(0,18] degrees",right,0.4,7,36,anticlockwise,-13,-19
44,167,36,133,"(18,36] degrees",neutral,0.4,157,167,anticlockwise,-34,-8
125,72,129,95,"(0,18] degrees",left,-0.4,137,125,clockwise,4,23
6,44,20,76,"(18,36] degrees",right,0.4,58,44,clockwise,32,14
119,43,116,15,"(0,18] degrees",neutral,-0.4,92,119,anticlockwise,-3,-28
74,127,39,123,"(18,36] degrees",left,-0.4,29,74,anticlockwise,-35,-4
175,46,200,62,"(0,18] degrees",right,0.4,36,46,clockwise,16,25
117,85,128,105,"(18,36] degrees",neutral,0.4,50,85,clockwise,20,11
110,46,99,26,"(0,18] degrees",left,-0.4,119,110,anticlockwise,-11,-20
8,115,6,87,"(18,36] degrees",right,0.4,132,115,anticlockwise,-28,-2
0,148,7,171,"(0,18] degrees",neutral,-0.4,38,0,clockwise,7,23
173,96,205,104,"(18,36] degrees",left,-0.4,164,173,clockwise,32,8
145,173,114,159,"(0,18] degrees",right,0.4,182,173,anticlockwise,-14,-31
106,28,96,5,"(18,36] degrees",neutral,0.4,37,28,anticlockwise,-23,-10
35,165,41,187,"(0,18] degrees",left,-0.4,-4,35,clockwise,6,22
10,59,20,95,"(18,36] degrees",right,0.4,29,59,clockwise,36,10
140,19,122,-15,"(0,18] degrees",neutral,-0.4,108,140,anticlockwise,-18,-34
41,88,21,76,"(18,36] degrees",left,-0.4,61,41,anticlockwise,-20,-12
16,134,37,152,"(0,18] degrees",right,0.4,91,134,clockwise,18,21
87,146,99,181,"(18,36] degrees",neutral,0.4,108,146,clockwise,35,12
51,168,42,141,"(0,18] degrees",left,-0.4,79,51,anticlockwise,-9,-27
171,94,161,75,"(18,36] degrees",right,0.4,117,94,anticlockwise,-19,-10
0,80,6,110,"(0,18] degrees",neutral,-0.4,-25,0,clockwise,6,30
54,11,76,20,"(18,36] degrees",left,-0.4,10,54,clockwise,22,9
156,89,135,81,"(0,18] degrees",right,0.4,69,89,anticlockwise,-8,-21
70,30,52,8,"(18,36] degrees",neutral,0.4,14,30,anticlockwise,-22,-18
18,49,32,75,"(0,18] degrees",left,-0.4,35,18,clockwise,14,26
2,133,14,159,"(18,36] degrees",right,0.4,113,133,clockwise,26,12
115,41,99,10,"(0,18] degrees",neutral,-0.4,130,115,anticlockwise,-16,-31
18,67,-12,59,"(18,36] degrees",left,-0.4,-17,18,anticlockwise,-30,-8
35,91,71,98,"(0,18] degrees",right,0.4,73,91,clockwise,7,36
168,58,178,77,"(18,36] degrees",neutral,0.4,20,58,clockwise,19,10
13,112,-3,88,"(0,18] degrees",left,-0.4,38,13,anticlockwise,-16,-24
112,23,99,4,"(18,36] degrees",right,0.4,58,23,anticlockwise,-19,-13
