left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
27,97,47,137,"[25,45] degrees",neutral,-0.4,43,27,clockwise,20,40
128,161,156,197,"[25,45] degrees",left,-0.4,166,128,clockwise,28,36
154,33,190,72,"[25,45] degrees",neutral,0.4,34,33,clockwise,39,36
26,75,69,118,"[25,45] degrees",right,0.4,64,75,clockwise,43,43
137,84,181,119,"[25,45] degrees",neutral,-0.4,128,137,clockwise,44,35
97,3,117,39,"[25,45] degrees",left,-0.4,140,97,clockwise,20,36
179,127,150,89,"[25,45] degrees",neutral,0.4,167,127,anticlockwise,-38,-29
83,63,61,31,"[25,45] degrees",right,0.4,105,63,anticlockwise,-32,-22
64,179,33,143,"[25,45] degrees",neutral,-0.4,80,64,anticlockwise,-31,-36
68,126,42,95,"[25,45] degrees",left,-0.4,85,68,anticlockwise,-26,-31
82,108,39,72,"[25,45] degrees",neutral,0.4,119,108,anticlockwise,-36,-43
145,22,111,-4,"[25,45] degrees",right,0.4,-14,22,anticlockwise,-26,-34
0,77,-27,44,"[25,45] degrees",neutral,-0.4,2,0,anticlockwise,-27,-33
