left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
30,112,60,134,"[25,45] degrees",neutral,-0.4,55,30,clockwise,30,22
15,148,44,193,"[25,45] degrees",left,-0.4,50,15,clockwise,29,45
145,42,176,82,"[25,45] degrees",neutral,0.4,68,42,clockwise,40,31
124,90,145,125,"[25,45] degrees",right,0.4,129,90,clockwise,35,21
73,124,104,152,"[25,45] degrees",neutral,-0.4,28,73,clockwise,31,28
7,34,32,67,"[25,45] degrees",left,-0.4,-28,7,clockwise,25,33
173,153,151,129,"[25,45] degrees",neutral,0.4,149,153,anticlockwise,-24,-22
99,145,72,107,"[25,45] degrees",right,0.4,160,145,anticlockwise,-38,-27
82,175,57,139,"[25,45] degrees",neutral,-0.4,81,82,anticlockwise,-25,-36
15,96,-27,59,"[25,45] degrees",left,-0.4,55,15,anticlockwise,-42,-37
109,82,84,59,"[25,45] degrees",neutral,0.4,76,82,anticlockwise,-23,-25
67,124,27,95,"[25,45] degrees",right,0.4,94,124,anticlockwise,-29,-40
50,175,9,144,"[25,45] degrees",neutral,-0.4,90,50,anticlockwise,-41,-31
