left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
80,39,108,60,"[25,45] degrees",neutral,-0.4,98,80,clockwise,28,21
126,47,147,85,"[25,45] degrees",left,-0.4,112,126,clockwise,21,38
79,19,104,40,"[25,45] degrees",neutral,0.4,-18,19,clockwise,21,25
130,17,150,54,"[25,45] degrees",right,0.4,-5,17,clockwise,37,20
24,131,60,152,"[25,45] degrees",neutral,-0.4,24,24,clockwise,36,21
114,19,146,58,"[25,45] degrees",left,-0.4,95,114,clockwise,32,39
154,62,196,98,"[25,45] degrees",neutral,0.4,80,62,clockwise,36,42
100,45,124,89,"[25,45] degrees",right,0.4,63,45,clockwise,44,24
6,157,43,178,"[25,45] degrees",neutral,-0.4,36,6,clockwise,37,21
2,47,38,79,"[25,45] degrees",left,-0.4,24,2,clockwise,36,32
93,44,126,86,"[25,45] degrees",neutral,0.4,75,44,clockwise,42,33
59,110,86,149,"[25,45] degrees",right,0.4,142,110,clockwise,39,27
5,146,36,184,"[25,45] degrees",neutral,-0.4,22,5,clockwise,31,38
39,85,77,129,"[25,45] degrees",left,-0.4,9,39,clockwise,38,44
43,141,74,181,"[25,45] degrees",neutral,0.4,140,141,clockwise,40,31
131,39,163,74,"[25,45] degrees",right,0.4,2,39,clockwise,35,32
148,95,169,125,"[25,45] degrees",neutral,-0.4,144,148,clockwise,21,30
40,84,66,116,"[25,45] degrees",left,-0.4,51,40,clockwise,26,32
6,77,47,118,"[25,45] degrees",neutral,0.4,114,77,clockwise,41,41
61,175,83,206,"[25,45] degrees",right,0.4,147,175,clockwise,31,22
149,48,188,80,"[25,45] degrees",neutral,-0.4,139,149,clockwise,39,32
67,27,94,55,"[25,45] degrees",left,-0.4,66,67,clockwise,27,28
75,140,99,176,"[25,45] degrees",neutral,0.4,132,140,clockwise,36,24
141,90,181,119,"[25,45] degrees",right,0.4,115,90,clockwise,29,40
99,128,120,164,"[25,45] degrees",neutral,-0.4,114,99,clockwise,21,36
36,171,72,191,"[25,45] degrees",left,-0.4,68,36,clockwise,36,20
119,84,161,105,"[25,45] degrees",neutral,0.4,87,84,clockwise,21,42
7,34,36,58,"[25,45] degrees",right,0.4,71,34,clockwise,24,29
27,159,66,194,"[25,45] degrees",neutral,-0.4,17,27,clockwise,39,35
122,88,162,110,"[25,45] degrees",left,-0.4,118,122,clockwise,40,22
113,144,151,181,"[25,45] degrees",neutral,0.4,132,144,clockwise,37,38
103,138,126,169,"[25,45] degrees",right,0.4,143,138,clockwise,31,23
10,111,50,142,"[25,45] degrees",neutral,-0.4,3,10,clockwise,40,31
149,37,173,71,"[25,45] degrees",left,-0.4,133,149,clockwise,24,34
72,108,115,140,"[25,45] degrees",neutral,0.4,105,108,clockwise,32,43
44,1,76,36,"[25,45] degrees",right,0.4,45,1,clockwise,35,32
110,173,132,218,"[25,45] degrees",neutral,-0.4,133,110,clockwise,22,45
17,136,45,174,"[25,45] degrees",left,-0.4,-22,17,clockwise,28,38
103,20,134,61,"[25,45] degrees",neutral,0.4,46,20,clockwise,41,31
76,146,105,181,"[25,45] degrees",right,0.4,101,146,clockwise,35,29
12,130,44,169,"[25,45] degrees",neutral,-0.4,44,12,clockwise,32,39
40,67,83,109,"[25,45] degrees",left,-0.4,84,40,clockwise,43,42
53,11,94,35,"[25,45] degrees",neutral,0.4,24,11,clockwise,24,41
12,144,44,183,"[25,45] degrees",right,0.4,109,144,clockwise,39,32
156,19,177,54,"[25,45] degrees",neutral,-0.4,196,156,clockwise,21,35
153,107,181,140,"[25,45] degrees",left,-0.4,111,153,clockwise,28,33
14,128,53,150,"[25,45] degrees",neutral,0.4,120,128,clockwise,22,39
125,162,168,206,"[25,45] degrees",right,0.4,125,162,clockwise,44,43
163,31,207,66,"[25,45] degrees",neutral,-0.4,203,163,clockwise,44,35
149,37,179,81,"[25,45] degrees",left,-0.4,113,149,clockwise,30,44
51,171,87,193,"[25,45] degrees",neutral,0.4,161,171,clockwise,22,36
128,95,149,122,"[25,45] degrees",right,0.4,56,95,clockwise,27,21
168,60,204,97,"[25,45] degrees",neutral,-0.4,168,168,clockwise,36,37
54,82,77,113,"[25,45] degrees",left,-0.4,63,54,clockwise,23,31
38,122,68,166,"[25,45] degrees",neutral,0.4,90,122,clockwise,44,30
57,131,79,172,"[25,45] degrees",right,0.4,172,131,clockwise,41,22
127,24,152,48,"[25,45] degrees",neutral,-0.4,168,127,clockwise,25,24
104,179,145,201,"[25,45] degrees",left,-0.4,67,104,clockwise,41,22
173,36,212,56,"[25,45] degrees",neutral,0.4,41,36,clockwise,20,39
108,148,153,173,"[25,45] degrees",right,0.4,141,148,clockwise,25,45
143,85,117,42,"[25,45] degrees",neutral,-0.4,142,143,anticlockwise,-26,-43
145,8,111,-28,"[25,45] degrees",left,-0.4,103,145,anticlockwise,-34,-36
131,170,86,148,"[25,45] degrees",neutral,0.4,181,170,anticlockwise,-22,-45
118,90,94,49,"[25,45] degrees",right,0.4,72,90,anticlockwise,-41,-24
61,34,38,5,"[25,45] degrees",neutral,-0.4,72,61,anticlockwise,-23,-29
33,12,8,-29,"[25,45] degrees",left,-0.4,46,33,anticlockwise,-25,-41
