left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
68,115,106,160,"[25,45] degrees",neutral,-0.4,28,68,clockwise,38,45
74,35,94,70,"[25,45] degrees",left,-0.4,29,74,clockwise,20,35
32,160,58,192,"[25,45] degrees",neutral,0.4,172,160,clockwise,32,26
29,156,70,185,"[25,45] degrees",right,0.4,164,156,clockwise,29,41
86,154,108,183,"[25,45] degrees",neutral,-0.4,94,86,clockwise,22,29
90,124,129,167,"[25,45] degrees",left,-0.4,72,90,clockwise,39,43
40,82,3,61,"[25,45] degrees",neutral,0.4,116,82,anticlockwise,-21,-37
125,16,84,-25,"[25,45] degrees",right,0.4,-3,16,anticlockwise,-41,-41
169,28,134,-7,"[25,45] degrees",neutral,-0.4,158,169,anticlockwise,-35,-35
46,115,13,92,"[25,45] degrees",left,-0.4,28,46,anticlockwise,-33,-23
40,153,8,123,"[25,45] degrees",neutral,0.4,169,153,anticlockwise,-30,-32
112,11,70,-16,"[25,45] degrees",right,0.4,40,11,anticlockwise,-27,-42
70,173,38,128,"[25,45] degrees",neutral,-0.4,70,70,anticlockwise,-32,-45
