left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
46,153,81,184,"[25,45] degrees",neutral,-0.4,27,46,clockwise,35,31
20,60,40,86,"[25,45] degrees",left,-0.4,-25,20,clockwise,20,26
59,166,100,208,"[25,45] degrees",neutral,0.4,129,166,clockwise,42,41
13,118,33,160,"[25,45] degrees",right,0.4,159,118,clockwise,42,20
15,156,41,185,"[25,45] degrees",neutral,-0.4,12,15,clockwise,26,29
93,177,136,198,"[25,45] degrees",left,-0.4,70,93,clockwise,43,21
24,91,-9,69,"[25,45] degrees",neutral,0.4,98,91,anticlockwise,-22,-33
104,171,64,130,"[25,45] degrees",right,0.4,138,171,anticlockwise,-41,-40
167,83,139,60,"[25,45] degrees",neutral,-0.4,210,167,anticlockwise,-28,-23
172,120,134,92,"[25,45] degrees",left,-0.4,195,172,anticlockwise,-38,-28
74,6,34,-30,"[25,45] degrees",neutral,0.4,-17,6,anticlockwise,-36,-40
6,52,-26,28,"[25,45] degrees",right,0.4,25,52,anticlockwise,-24,-32
125,17,94,-17,"[25,45] degrees",neutral,-0.4,132,125,anticlockwise,-31,-34
