left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
102,18,138,55,"[25,45] degrees",neutral,-0.4,60,102,clockwise,36,37
30,133,51,160,"[25,45] degrees",left,-0.4,67,30,clockwise,21,27
2,59,37,94,"[25,45] degrees",neutral,0.4,72,59,clockwise,35,35
70,129,98,171,"[25,45] degrees",right,0.4,122,129,clockwise,42,28
32,66,60,90,"[25,45] degrees",neutral,-0.4,42,32,clockwise,28,24
4,147,30,179,"[25,45] degrees",left,-0.4,-36,4,clockwise,26,32
24,95,45,132,"[25,45] degrees",neutral,0.4,97,95,clockwise,37,21
141,2,171,36,"[25,45] degrees",right,0.4,11,2,clockwise,34,30
111,6,134,44,"[25,45] degrees",neutral,-0.4,112,111,clockwise,23,38
58,126,102,160,"[25,45] degrees",left,-0.4,90,58,clockwise,44,34
43,119,84,139,"[25,45] degrees",neutral,0.4,88,119,clockwise,20,41
136,83,178,125,"[25,45] degrees",right,0.4,86,83,clockwise,42,42
86,114,111,135,"[25,45] degrees",neutral,-0.4,99,86,clockwise,25,21
79,154,117,179,"[25,45] degrees",left,-0.4,96,79,clockwise,38,25
65,143,94,167,"[25,45] degrees",neutral,0.4,160,143,clockwise,24,29
137,70,174,114,"[25,45] degrees",right,0.4,109,70,clockwise,44,37
27,101,55,140,"[25,45] degrees",neutral,-0.4,56,27,clockwise,28,39
122,34,142,77,"[25,45] degrees",left,-0.4,93,122,clockwise,20,43
111,53,149,84,"[25,45] degrees",neutral,0.4,62,53,clockwise,31,38
47,70,75,96,"[25,45] degrees",right,0.4,44,70,clockwise,26,28
94,178,117,217,"[25,45] degrees",neutral,-0.4,71,94,clockwise,23,39
175,84,206,119,"[25,45] degrees",left,-0.4,177,175,clockwise,31,35
128,177,154,217,"[25,45] degrees",neutral,0.4,134,177,clockwise,40,26
94,50,118,95,"[25,45] degrees",right,0.4,72,50,clockwise,45,24
74,46,109,77,"[25,45] degrees",neutral,-0.4,93,74,clockwise,35,31
56,13,84,48,"[25,45] degrees",left,-0.4,25,56,clockwise,28,35
133,172,174,210,"[25,45] degrees",neutral,0.4,192,172,clockwise,38,41
