left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
23,118,66,161,"[25,45] degrees",neutral,-0.4,65,23,clockwise,43,43
32,138,64,169,"[25,45] degrees",left,-0.4,8,32,clockwise,32,31
176,91,196,126,"[25,45] degrees",neutral,0.4,54,91,clockwise,35,20
168,141,193,174,"[25,45] degrees",right,0.4,115,141,clockwise,33,25
71,14,96,56,"[25,45] degrees",neutral,-0.4,85,71,clockwise,25,42
138,58,183,90,"[25,45] degrees",left,-0.4,123,138,clockwise,45,32
60,111,99,134,"[25,45] degrees",neutral,0.4,125,111,clockwise,23,39
170,62,206,89,"[25,45] degrees",right,0.4,62,62,clockwise,27,36
71,107,114,138,"[25,45] degrees",neutral,-0.4,92,71,clockwise,43,31
17,134,41,179,"[25,45] degrees",left,-0.4,-9,17,clockwise,24,45
141,22,174,62,"[25,45] degrees",neutral,0.4,-11,22,clockwise,40,33
101,174,138,198,"[25,45] degrees",right,0.4,180,174,clockwise,24,37
130,9,173,42,"[25,45] degrees",neutral,-0.4,173,130,clockwise,43,33
3,94,32,133,"[25,45] degrees",left,-0.4,8,3,clockwise,29,39
2,67,36,97,"[25,45] degrees",neutral,0.4,37,67,clockwise,30,34
87,148,111,169,"[25,45] degrees",right,0.4,131,148,clockwise,21,24
177,76,199,111,"[25,45] degrees",neutral,-0.4,170,177,clockwise,22,35
152,60,178,80,"[25,45] degrees",left,-0.4,161,152,clockwise,26,20
117,149,140,187,"[25,45] degrees",neutral,0.4,122,149,clockwise,38,23
74,105,98,146,"[25,45] degrees",right,0.4,83,105,clockwise,41,24
12,157,42,186,"[25,45] degrees",neutral,-0.4,7,12,clockwise,30,29
115,55,145,86,"[25,45] degrees",left,-0.4,86,115,clockwise,30,31
120,142,146,175,"[25,45] degrees",neutral,0.4,184,142,clockwise,33,26
92,43,136,65,"[25,45] degrees",right,0.4,74,43,clockwise,22,44
110,179,135,206,"[25,45] degrees",neutral,-0.4,92,110,clockwise,25,27
71,91,108,135,"[25,45] degrees",left,-0.4,81,71,clockwise,37,44
170,66,204,91,"[25,45] degrees",neutral,0.4,24,66,clockwise,25,34
36,56,59,82,"[25,45] degrees",right,0.4,45,56,clockwise,26,23
147,108,174,152,"[25,45] degrees",neutral,-0.4,152,147,clockwise,27,44
164,42,208,72,"[25,45] degrees",left,-0.4,126,164,clockwise,44,30
38,81,71,115,"[25,45] degrees",neutral,0.4,126,81,clockwise,34,33
