left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
120,87,152,123,"[25,45] degrees",neutral,-0.4,100,120,clockwise,32,36
11,167,37,187,"[25,45] degrees",left,-0.4,5,11,clockwise,26,20
127,25,157,54,"[25,45] degrees",neutral,0.4,5,25,clockwise,29,30
33,112,65,149,"[25,45] degrees",right,0.4,92,112,clockwise,37,32
57,6,92,32,"[25,45] degrees",neutral,-0.4,89,57,clockwise,35,26
128,0,169,43,"[25,45] degrees",left,-0.4,127,128,clockwise,41,43
14,167,56,192,"[25,45] degrees",neutral,0.4,207,167,clockwise,25,42
68,108,110,133,"[25,45] degrees",right,0.4,64,108,clockwise,25,42
92,144,113,164,"[25,45] degrees",neutral,-0.4,64,92,clockwise,21,20
179,116,213,136,"[25,45] degrees",left,-0.4,196,179,clockwise,34,20
44,106,65,132,"[25,45] degrees",neutral,0.4,131,106,clockwise,26,21
108,134,141,169,"[25,45] degrees",right,0.4,149,134,clockwise,35,33
51,9,88,29,"[25,45] degrees",neutral,-0.4,43,51,clockwise,37,20
35,118,66,156,"[25,45] degrees",left,-0.4,55,35,clockwise,31,38
31,145,56,189,"[25,45] degrees",neutral,0.4,156,145,clockwise,44,25
11,59,45,90,"[25,45] degrees",right,0.4,96,59,clockwise,31,34
86,6,111,46,"[25,45] degrees",neutral,-0.4,50,86,clockwise,25,40
73,153,104,189,"[25,45] degrees",left,-0.4,95,73,clockwise,31,36
60,93,102,123,"[25,45] degrees",neutral,0.4,94,93,clockwise,30,42
47,79,76,113,"[25,45] degrees",right,0.4,91,79,clockwise,34,29
72,128,101,148,"[25,45] degrees",neutral,-0.4,114,72,clockwise,29,20
166,60,196,93,"[25,45] degrees",left,-0.4,146,166,clockwise,30,33
65,112,93,134,"[25,45] degrees",neutral,0.4,122,112,clockwise,22,28
144,22,176,47,"[25,45] degrees",right,0.4,-4,22,clockwise,25,32
107,53,131,82,"[25,45] degrees",neutral,-0.4,66,107,clockwise,24,29
69,127,111,153,"[25,45] degrees",left,-0.4,101,69,clockwise,42,26
117,68,162,98,"[25,45] degrees",neutral,0.4,80,68,clockwise,30,45
22,148,54,174,"[25,45] degrees",right,0.4,131,148,clockwise,26,32
159,132,188,158,"[25,45] degrees",neutral,-0.4,131,159,clockwise,29,26
4,163,33,189,"[25,45] degrees",left,-0.4,6,4,clockwise,29,26
59,175,88,196,"[25,45] degrees",neutral,0.4,152,175,clockwise,21,29
62,3,98,45,"[25,45] degrees",right,0.4,-21,3,clockwise,42,36
61,35,95,67,"[25,45] degrees",neutral,-0.4,35,61,clockwise,34,32
34,140,65,163,"[25,45] degrees",left,-0.4,-7,34,clockwise,31,23
75,176,99,219,"[25,45] degrees",neutral,0.4,169,176,clockwise,43,24
23,125,52,148,"[25,45] degrees",right,0.4,158,125,clockwise,23,29
79,175,123,208,"[25,45] degrees",neutral,-0.4,47,79,clockwise,44,33
139,92,160,112,"[25,45] degrees",left,-0.4,102,139,clockwise,21,20
96,60,135,94,"[25,45] degrees",neutral,0.4,93,60,clockwise,34,39
106,68,132,111,"[25,45] degrees",right,0.4,30,68,clockwise,43,26
51,14,93,53,"[25,45] degrees",neutral,-0.4,78,51,clockwise,42,39
46,158,69,178,"[25,45] degrees",left,-0.4,51,46,clockwise,23,20
175,30,207,70,"[25,45] degrees",neutral,0.4,30,30,clockwise,40,32
31,88,71,113,"[25,45] degrees",right,0.4,54,88,clockwise,25,40
53,24,76,44,"[25,45] degrees",neutral,-0.4,83,53,clockwise,23,20
15,90,40,120,"[25,45] degrees",left,-0.4,-2,15,clockwise,25,30
157,81,177,121,"[25,45] degrees",neutral,0.4,84,81,clockwise,40,20
166,126,186,155,"[25,45] degrees",right,0.4,141,126,clockwise,29,20
30,172,55,200,"[25,45] degrees",neutral,-0.4,24,30,clockwise,25,28
29,111,55,133,"[25,45] degrees",left,-0.4,60,29,clockwise,26,22
69,36,105,77,"[25,45] degrees",neutral,0.4,40,36,clockwise,41,36
83,157,110,191,"[25,45] degrees",right,0.4,140,157,clockwise,34,27
178,120,208,161,"[25,45] degrees",neutral,-0.4,170,178,clockwise,30,41
108,39,149,67,"[25,45] degrees",left,-0.4,137,108,clockwise,41,28
31,170,57,199,"[25,45] degrees",neutral,0.4,149,170,clockwise,29,26
49,140,85,174,"[25,45] degrees",right,0.4,102,140,clockwise,34,36
83,160,107,199,"[25,45] degrees",neutral,-0.4,101,83,clockwise,24,39
87,49,112,75,"[25,45] degrees",left,-0.4,71,87,clockwise,25,26
131,47,153,77,"[25,45] degrees",neutral,0.4,71,47,clockwise,30,22
29,81,56,118,"[25,45] degrees",right,0.4,42,81,clockwise,37,27
21,79,-18,48,"[25,45] degrees",neutral,-0.4,43,21,anticlockwise,-39,-31
50,140,21,99,"[25,45] degrees",left,-0.4,21,50,anticlockwise,-29,-41
129,46,88,1,"[25,45] degrees",neutral,0.4,47,46,anticlockwise,-45,-41
135,62,98,34,"[25,45] degrees",right,0.4,85,62,anticlockwise,-28,-37
15,145,-11,102,"[25,45] degrees",neutral,-0.4,32,15,anticlockwise,-26,-43
34,157,-3,136,"[25,45] degrees",left,-0.4,24,34,anticlockwise,-37,-21
148,32,113,4,"[25,45] degrees",neutral,0.4,61,32,anticlockwise,-28,-35
44,116,2,86,"[25,45] degrees",right,0.4,158,116,anticlockwise,-30,-42
162,65,128,28,"[25,45] degrees",neutral,-0.4,167,162,anticlockwise,-34,-37
106,32,86,-13,"[25,45] degrees",left,-0.4,115,106,anticlockwise,-20,-45
81,26,44,-8,"[25,45] degrees",neutral,0.4,-9,26,anticlockwise,-34,-37
53,80,20,50,"[25,45] degrees",right,0.4,106,80,anticlockwise,-30,-33
19,54,-16,18,"[25,45] degrees",neutral,-0.4,64,19,anticlockwise,-35,-36
26,151,6,122,"[25,45] degrees",left,-0.4,4,26,anticlockwise,-20,-29
29,172,-15,130,"[25,45] degrees",neutral,0.4,146,172,anticlockwise,-42,-44
168,18,127,-5,"[25,45] degrees",right,0.4,16,18,anticlockwise,-23,-41
130,33,107,12,"[25,45] degrees",neutral,-0.4,116,130,anticlockwise,-23,-21
108,164,68,133,"[25,45] degrees",left,-0.4,102,108,anticlockwise,-40,-31
47,129,16,90,"[25,45] degrees",neutral,0.4,101,129,anticlockwise,-39,-31
131,154,100,128,"[25,45] degrees",right,0.4,178,154,anticlockwise,-26,-31
145,45,125,17,"[25,45] degrees",neutral,-0.4,144,145,anticlockwise,-20,-28
38,66,-4,32,"[25,45] degrees",left,-0.4,59,38,anticlockwise,-42,-34
39,103,12,59,"[25,45] degrees",neutral,0.4,117,103,anticlockwise,-44,-27
170,26,130,0,"[25,45] degrees",right,0.4,63,26,anticlockwise,-26,-40
123,63,95,32,"[25,45] degrees",neutral,-0.4,164,123,anticlockwise,-28,-31
130,16,99,-23,"[25,45] degrees",left,-0.4,163,130,anticlockwise,-31,-39
100,161,75,125,"[25,45] degrees",neutral,0.4,131,161,anticlockwise,-36,-25
17,38,-19,7,"[25,45] degrees",right,0.4,13,38,anticlockwise,-31,-36
121,162,100,139,"[25,45] degrees",neutral,-0.4,126,121,anticlockwise,-21,-23
108,18,87,-17,"[25,45] degrees",left,-0.4,99,108,anticlockwise,-21,-35
34,174,-8,151,"[25,45] degrees",neutral,0.4,189,174,anticlockwise,-23,-42
177,124,143,98,"[25,45] degrees",right,0.4,101,124,anticlockwise,-26,-34
150,32,112,-10,"[25,45] degrees",neutral,-0.4,120,150,anticlockwise,-38,-42
67,99,36,71,"[25,45] degrees",left,-0.4,99,67,anticlockwise,-31,-28
147,103,127,65,"[25,45] degrees",neutral,0.4,82,103,anticlockwise,-38,-20
65,27,32,7,"[25,45] degrees",right,0.4,12,27,anticlockwise,-20,-33
18,145,-16,122,"[25,45] degrees",neutral,-0.4,61,18,anticlockwise,-34,-23
131,97,104,69,"[25,45] degrees",left,-0.4,123,131,anticlockwise,-27,-28
102,60,81,37,"[25,45] degrees",neutral,0.4,85,60,anticlockwise,-23,-21
70,113,40,77,"[25,45] degrees",right,0.4,108,113,anticlockwise,-36,-30
47,165,6,141,"[25,45] degrees",neutral,-0.4,23,47,anticlockwise,-41,-24
23,56,-13,27,"[25,45] degrees",left,-0.4,35,23,anticlockwise,-36,-29
105,36,83,6,"[25,45] degrees",neutral,0.4,22,36,anticlockwise,-30,-22
157,92,132,57,"[25,45] degrees",right,0.4,55,92,anticlockwise,-35,-25
97,51,55,9,"[25,45] degrees",neutral,-0.4,78,97,anticlockwise,-42,-42
168,20,132,-25,"[25,45] degrees",left,-0.4,176,168,anticlockwise,-36,-45
155,57,114,17,"[25,45] degrees",neutral,0.4,71,57,anticlockwise,-40,-41
23,120,-13,92,"[25,45] degrees",right,0.4,134,120,anticlockwise,-28,-36
164,15,135,-9,"[25,45] degrees",neutral,-0.4,150,164,anticlockwise,-29,-24
77,168,49,142,"[25,45] degrees",left,-0.4,121,77,anticlockwise,-28,-26
64,157,36,135,"[25,45] degrees",neutral,0.4,163,157,anticlockwise,-22,-28
8,76,-16,52,"[25,45] degrees",right,0.4,77,76,anticlockwise,-24,-24
34,162,8,131,"[25,45] degrees",neutral,-0.4,21,34,anticlockwise,-26,-31
158,28,134,5,"[25,45] degrees",left,-0.4,132,158,anticlockwise,-24,-23
53,155,29,110,"[25,45] degrees",neutral,0.4,169,155,anticlockwise,-45,-24
5,108,-15,71,"[25,45] degrees",right,0.4,145,108,anticlockwise,-37,-20
116,63,85,25,"[25,45] degrees",neutral,-0.4,73,116,anticlockwise,-31,-38
105,30,67,9,"[25,45] degrees",left,-0.4,139,105,anticlockwise,-38,-21
15,55,-12,33,"[25,45] degrees",neutral,0.4,14,55,anticlockwise,-22,-27
149,114,118,74,"[25,45] degrees",right,0.4,138,114,anticlockwise,-40,-31
