left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
17,94,47,139,"[25,45] degrees",neutral,-0.4,37,17,clockwise,30,45
87,53,129,81,"[25,45] degrees",left,-0.4,114,87,clockwise,42,28
8,65,47,88,"[25,45] degrees",neutral,0.4,70,65,clockwise,23,39
135,111,169,141,"[25,45] degrees",right,0.4,135,111,clockwise,30,34
39,179,66,222,"[25,45] degrees",neutral,-0.4,21,39,clockwise,27,43
110,30,149,73,"[25,45] degrees",left,-0.4,115,110,clockwise,39,43
88,10,115,32,"[25,45] degrees",neutral,0.4,16,10,clockwise,22,27
2,41,46,80,"[25,45] degrees",right,0.4,37,41,clockwise,39,44
89,50,130,87,"[25,45] degrees",neutral,-0.4,60,89,clockwise,41,37
47,124,88,160,"[25,45] degrees",left,-0.4,10,47,clockwise,41,36
97,56,128,80,"[25,45] degrees",neutral,0.4,19,56,clockwise,24,31
114,69,156,98,"[25,45] degrees",right,0.4,88,69,clockwise,29,42
23,93,66,119,"[25,45] degrees",neutral,-0.4,-4,23,clockwise,43,26
55,174,89,200,"[25,45] degrees",left,-0.4,98,55,clockwise,34,26
154,75,178,108,"[25,45] degrees",neutral,0.4,64,75,clockwise,33,24
63,39,105,70,"[25,45] degrees",right,0.4,83,39,clockwise,31,42
65,126,100,169,"[25,45] degrees",neutral,-0.4,104,65,clockwise,35,43
109,137,147,171,"[25,45] degrees",left,-0.4,70,109,clockwise,38,34
111,32,131,56,"[25,45] degrees",neutral,0.4,50,32,clockwise,24,20
7,145,33,178,"[25,45] degrees",right,0.4,154,145,clockwise,33,26
71,34,100,79,"[25,45] degrees",neutral,-0.4,107,71,clockwise,29,45
158,72,196,96,"[25,45] degrees",left,-0.4,124,158,clockwise,38,24
85,50,120,79,"[25,45] degrees",neutral,0.4,61,50,clockwise,29,35
59,99,95,121,"[25,45] degrees",right,0.4,110,99,clockwise,22,36
120,36,150,58,"[25,45] degrees",neutral,-0.4,162,120,clockwise,30,22
45,87,71,112,"[25,45] degrees",left,-0.4,79,45,clockwise,26,25
79,167,101,191,"[25,45] degrees",neutral,0.4,144,167,clockwise,24,22
132,51,174,80,"[25,45] degrees",right,0.4,57,51,clockwise,29,42
100,158,144,185,"[25,45] degrees",neutral,-0.4,116,100,clockwise,44,27
82,169,110,193,"[25,45] degrees",left,-0.4,112,82,clockwise,28,24
156,60,192,91,"[25,45] degrees",neutral,0.4,89,60,clockwise,31,36
85,3,129,41,"[25,45] degrees",right,0.4,4,3,clockwise,38,44
143,20,174,52,"[25,45] degrees",neutral,-0.4,118,143,clockwise,31,32
131,39,166,59,"[25,45] degrees",left,-0.4,119,131,clockwise,35,20
137,160,175,188,"[25,45] degrees",neutral,0.4,169,160,clockwise,28,38
25,72,50,117,"[25,45] degrees",right,0.4,100,72,clockwise,45,25
164,4,198,43,"[25,45] degrees",neutral,-0.4,203,164,clockwise,34,39
0,53,31,93,"[25,45] degrees",left,-0.4,-43,0,clockwise,31,40
84,19,123,49,"[25,45] degrees",neutral,0.4,4,19,clockwise,30,39
128,49,172,86,"[25,45] degrees",right,0.4,57,49,clockwise,37,44
141,27,170,65,"[25,45] degrees",neutral,-0.4,126,141,clockwise,29,38
161,37,186,66,"[25,45] degrees",left,-0.4,171,161,clockwise,25,29
79,34,113,73,"[25,45] degrees",neutral,0.4,22,34,clockwise,39,34
107,41,148,77,"[25,45] degrees",right,0.4,60,41,clockwise,36,41
85,26,119,64,"[25,45] degrees",neutral,-0.4,78,85,clockwise,34,38
91,10,122,49,"[25,45] degrees",left,-0.4,70,91,clockwise,31,39
128,25,173,69,"[25,45] degrees",neutral,0.4,51,25,clockwise,44,45
78,53,120,97,"[25,45] degrees",right,0.4,44,53,clockwise,44,42
140,59,161,100,"[25,45] degrees",neutral,-0.4,164,140,clockwise,21,41
159,118,200,162,"[25,45] degrees",left,-0.4,124,159,clockwise,41,44
176,148,212,170,"[25,45] degrees",neutral,0.4,166,148,clockwise,22,36
170,38,210,70,"[25,45] degrees",right,0.4,15,38,clockwise,32,40
111,138,146,170,"[25,45] degrees",neutral,-0.4,131,111,clockwise,35,32
131,160,175,200,"[25,45] degrees",left,-0.4,153,131,clockwise,44,40
31,98,68,119,"[25,45] degrees",neutral,0.4,128,98,clockwise,21,37
21,161,52,199,"[25,45] degrees",right,0.4,164,161,clockwise,38,31
20,122,63,148,"[25,45] degrees",neutral,-0.4,-18,20,clockwise,43,26
55,15,98,42,"[25,45] degrees",left,-0.4,90,55,clockwise,43,27
73,108,105,142,"[25,45] degrees",neutral,0.4,121,108,clockwise,34,32
128,102,158,127,"[25,45] degrees",right,0.4,98,102,clockwise,25,30
39,11,9,-34,"[25,45] degrees",neutral,-0.4,50,39,anticlockwise,-30,-45
171,23,142,-6,"[25,45] degrees",left,-0.4,200,171,anticlockwise,-29,-29
51,142,26,111,"[25,45] degrees",neutral,0.4,179,142,anticlockwise,-31,-25
168,10,143,-15,"[25,45] degrees",right,0.4,34,10,anticlockwise,-25,-25
55,168,35,139,"[25,45] degrees",neutral,-0.4,71,55,anticlockwise,-20,-29
105,138,78,109,"[25,45] degrees",left,-0.4,81,105,anticlockwise,-27,-29
35,125,8,86,"[25,45] degrees",neutral,0.4,114,125,anticlockwise,-39,-27
22,48,-20,21,"[25,45] degrees",right,0.4,49,48,anticlockwise,-27,-42
96,33,60,5,"[25,45] degrees",neutral,-0.4,112,96,anticlockwise,-36,-28
153,101,110,78,"[25,45] degrees",left,-0.4,187,153,anticlockwise,-43,-23
143,39,107,1,"[25,45] degrees",neutral,0.4,51,39,anticlockwise,-38,-36
60,174,22,142,"[25,45] degrees",right,0.4,168,174,anticlockwise,-32,-38
