left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
13,74,24,105,"(0,18] degrees",neutral,-0.4,-19,13,clockwise,11,31
96,18,122,31,"(18,36] degrees",left,-0.4,134,96,clockwise,26,13
22,99,-9,87,"(0,18] degrees",right,0.4,70,99,anticlockwise,-12,-31
43,2,37,-28,"(18,36] degrees",neutral,0.4,-17,2,anticlockwise,-30,-6
29,142,33,172,"(0,18] degrees",left,-0.4,32,29,clockwise,4,30
169,110,175,136,"(18,36] degrees",right,0.4,120,110,clockwise,26,6
98,24,80,-4,"(0,18] degrees",neutral,-0.4,134,98,anticlockwise,-18,-28
96,16,72,5,"(18,36] degrees",left,-0.4,124,96,anticlockwise,-24,-11
29,1,62,15,"(0,18] degrees",right,0.4,-18,1,clockwise,14,33
108,44,125,71,"(18,36] degrees",neutral,0.4,49,44,clockwise,27,17
6,118,-7,82,"(0,18] degrees",left,-0.4,14,6,anticlockwise,-13,-36
179,89,169,67,"(18,36] degrees",right,0.4,63,89,anticlockwise,-22,-10
72,123,84,152,"(0,18] degrees",neutral,-0.4,28,72,clockwise,12,29
35,163,62,177,"(18,36] degrees",left,-0.4,16,35,clockwise,27,14
162,93,137,88,"(0,18] degrees",right,0.4,126,93,anticlockwise,-5,-25
95,52,81,17,"(18,36] degrees",neutral,0.4,47,52,anticlockwise,-35,-14
116,156,122,187,"(0,18] degrees",left,-0.4,106,116,clockwise,6,31
178,111,193,131,"(18,36] degrees",right,0.4,87,111,clockwise,20,15
77,44,65,16,"(0,18] degrees",neutral,-0.4,105,77,anticlockwise,-12,-28
140,68,107,57,"(18,36] degrees",left,-0.4,182,140,anticlockwise,-33,-11
132,179,157,186,"(0,18] degrees",right,0.4,152,179,clockwise,7,25
39,149,43,180,"(18,36] degrees",neutral,0.4,113,149,clockwise,31,4
11,140,4,108,"(0,18] degrees",left,-0.4,8,11,anticlockwise,-7,-32
171,92,159,70,"(18,36] degrees",right,0.4,74,92,anticlockwise,-22,-12
167,33,183,65,"(0,18] degrees",neutral,-0.4,161,167,clockwise,16,32
69,46,99,53,"(18,36] degrees",left,-0.4,67,69,clockwise,30,7
52,96,18,84,"(0,18] degrees",right,0.4,135,96,anticlockwise,-12,-34
