left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
178,96,208,134,"[25,45] degrees",neutral,-0.4,182,178,clockwise,30,38
129,82,164,102,"[25,45] degrees",left,-0.4,135,129,clockwise,35,20
67,163,95,196,"[25,45] degrees",neutral,0.4,137,163,clockwise,33,28
75,110,97,140,"[25,45] degrees",right,0.4,138,110,clockwise,30,22
145,123,189,147,"[25,45] degrees",neutral,-0.4,184,145,clockwise,44,24
11,92,37,118,"[25,45] degrees",left,-0.4,12,11,clockwise,26,26
178,31,135,-7,"[25,45] degrees",neutral,0.4,71,31,anticlockwise,-38,-43
151,58,106,25,"[25,45] degrees",right,0.4,30,58,anticlockwise,-33,-45
166,113,128,88,"[25,45] degrees",neutral,-0.4,123,166,anticlockwise,-38,-25
109,139,78,116,"[25,45] degrees",left,-0.4,130,109,anticlockwise,-31,-23
108,52,82,14,"[25,45] degrees",neutral,0.4,57,52,anticlockwise,-38,-26
173,39,128,3,"[25,45] degrees",right,0.4,14,39,anticlockwise,-36,-45
78,110,47,81,"[25,45] degrees",neutral,-0.4,94,78,anticlockwise,-31,-29
