left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
90,53,123,82,"[25,45] degrees",neutral,-0.4,71,90,clockwise,33,29
71,98,101,141,"[25,45] degrees",left,-0.4,113,71,clockwise,30,43
97,167,128,203,"[25,45] degrees",neutral,0.4,151,167,clockwise,36,31
157,5,193,36,"[25,45] degrees",right,0.4,-15,5,clockwise,31,36
162,115,195,149,"[25,45] degrees",neutral,-0.4,194,162,clockwise,33,34
58,162,84,195,"[25,45] degrees",left,-0.4,50,58,clockwise,26,33
124,47,154,70,"[25,45] degrees",neutral,0.4,5,47,clockwise,23,30
28,167,65,201,"[25,45] degrees",right,0.4,131,167,clockwise,34,37
31,0,61,32,"[25,45] degrees",neutral,-0.4,7,31,clockwise,30,32
20,96,51,125,"[25,45] degrees",left,-0.4,63,20,clockwise,31,29
84,58,112,83,"[25,45] degrees",neutral,0.4,40,58,clockwise,25,28
129,27,149,47,"[25,45] degrees",right,0.4,66,27,clockwise,20,20
96,150,119,180,"[25,45] degrees",neutral,-0.4,131,96,clockwise,23,30
95,50,133,71,"[25,45] degrees",left,-0.4,84,95,clockwise,38,21
62,167,101,203,"[25,45] degrees",neutral,0.4,175,167,clockwise,36,39
22,131,66,170,"[25,45] degrees",right,0.4,117,131,clockwise,39,44
125,172,170,202,"[25,45] degrees",neutral,-0.4,153,125,clockwise,45,30
8,127,38,151,"[25,45] degrees",left,-0.4,-16,8,clockwise,30,24
138,33,167,55,"[25,45] degrees",neutral,0.4,11,33,clockwise,22,29
87,119,114,146,"[25,45] degrees",right,0.4,78,119,clockwise,27,27
45,165,82,202,"[25,45] degrees",neutral,-0.4,90,45,clockwise,37,37
58,127,79,160,"[25,45] degrees",left,-0.4,66,58,clockwise,21,33
105,142,127,182,"[25,45] degrees",neutral,0.4,180,142,clockwise,40,22
121,36,157,73,"[25,45] degrees",right,0.4,-3,36,clockwise,37,36
171,148,208,185,"[25,45] degrees",neutral,-0.4,159,171,clockwise,37,37
56,152,81,186,"[25,45] degrees",left,-0.4,76,56,clockwise,25,34
105,64,137,91,"[25,45] degrees",neutral,0.4,90,64,clockwise,27,32
138,62,173,96,"[25,45] degrees",right,0.4,81,62,clockwise,34,35
158,30,201,51,"[25,45] degrees",neutral,-0.4,187,158,clockwise,43,21
59,168,94,191,"[25,45] degrees",left,-0.4,33,59,clockwise,35,23
141,118,178,149,"[25,45] degrees",neutral,0.4,150,118,clockwise,31,37
134,20,177,62,"[25,45] degrees",right,0.4,42,20,clockwise,42,43
139,1,164,34,"[25,45] degrees",neutral,-0.4,174,139,clockwise,25,33
22,47,48,88,"[25,45] degrees",left,-0.4,14,22,clockwise,26,41
92,114,134,157,"[25,45] degrees",neutral,0.4,75,114,clockwise,43,42
115,72,140,112,"[25,45] degrees",right,0.4,55,72,clockwise,40,25
30,123,75,154,"[25,45] degrees",neutral,-0.4,52,30,clockwise,45,31
128,87,149,123,"[25,45] degrees",left,-0.4,88,128,clockwise,21,36
100,132,138,174,"[25,45] degrees",neutral,0.4,120,132,clockwise,42,38
39,130,72,169,"[25,45] degrees",right,0.4,139,130,clockwise,39,33
152,9,195,41,"[25,45] degrees",neutral,-0.4,118,152,clockwise,43,32
121,8,146,47,"[25,45] degrees",left,-0.4,80,121,clockwise,25,39
95,25,133,45,"[25,45] degrees",neutral,0.4,57,25,clockwise,20,38
55,109,96,152,"[25,45] degrees",right,0.4,84,109,clockwise,43,41
30,166,70,211,"[25,45] degrees",neutral,-0.4,51,30,clockwise,40,45
0,50,41,79,"[25,45] degrees",left,-0.4,-4,0,clockwise,41,29
65,36,93,60,"[25,45] degrees",neutral,0.4,11,36,clockwise,24,28
109,40,149,60,"[25,45] degrees",right,0.4,10,40,clockwise,20,40
96,17,120,43,"[25,45] degrees",neutral,-0.4,121,96,clockwise,24,26
27,131,52,159,"[25,45] degrees",left,-0.4,69,27,clockwise,25,28
97,41,129,84,"[25,45] degrees",neutral,0.4,55,41,clockwise,43,32
122,24,154,66,"[25,45] degrees",right,0.4,37,24,clockwise,42,32
2,40,29,71,"[25,45] degrees",neutral,-0.4,27,2,clockwise,27,31
156,88,195,128,"[25,45] degrees",left,-0.4,180,156,clockwise,39,40
37,126,61,153,"[25,45] degrees",neutral,0.4,87,126,clockwise,27,24
95,70,128,107,"[25,45] degrees",right,0.4,108,70,clockwise,37,33
160,120,181,154,"[25,45] degrees",neutral,-0.4,155,160,clockwise,21,34
105,157,132,199,"[25,45] degrees",left,-0.4,133,105,clockwise,27,42
116,58,159,90,"[25,45] degrees",neutral,0.4,69,58,clockwise,32,43
97,31,120,62,"[25,45] degrees",right,0.4,-5,31,clockwise,31,23
21,105,-6,60,"[25,45] degrees",neutral,-0.4,23,21,anticlockwise,-27,-45
26,118,2,88,"[25,45] degrees",left,-0.4,-2,26,anticlockwise,-24,-30
124,175,79,155,"[25,45] degrees",neutral,0.4,188,175,anticlockwise,-20,-45
145,47,120,5,"[25,45] degrees",right,0.4,87,47,anticlockwise,-42,-25
13,148,-9,109,"[25,45] degrees",neutral,-0.4,47,13,anticlockwise,-22,-39
79,106,51,74,"[25,45] degrees",left,-0.4,88,79,anticlockwise,-28,-32
167,98,141,68,"[25,45] degrees",neutral,0.4,113,98,anticlockwise,-30,-26
94,7,49,-24,"[25,45] degrees",right,0.4,49,7,anticlockwise,-31,-45
49,102,5,71,"[25,45] degrees",neutral,-0.4,79,49,anticlockwise,-44,-31
10,48,-15,4,"[25,45] degrees",left,-0.4,42,10,anticlockwise,-25,-44
71,51,48,10,"[25,45] degrees",neutral,0.4,23,51,anticlockwise,-41,-23
163,116,129,90,"[25,45] degrees",right,0.4,161,116,anticlockwise,-26,-34
70,34,46,8,"[25,45] degrees",neutral,-0.4,60,70,anticlockwise,-24,-26
8,127,-30,105,"[25,45] degrees",left,-0.4,8,8,anticlockwise,-38,-22
139,40,110,9,"[25,45] degrees",neutral,0.4,68,40,anticlockwise,-31,-29
68,159,32,116,"[25,45] degrees",right,0.4,150,159,anticlockwise,-43,-36
79,136,56,96,"[25,45] degrees",neutral,-0.4,48,79,anticlockwise,-23,-40
166,20,128,-14,"[25,45] degrees",left,-0.4,140,166,anticlockwise,-38,-34
66,33,39,0,"[25,45] degrees",neutral,0.4,46,33,anticlockwise,-33,-27
33,57,0,30,"[25,45] degrees",right,0.4,55,57,anticlockwise,-27,-33
82,160,62,134,"[25,45] degrees",neutral,-0.4,58,82,anticlockwise,-20,-26
57,118,18,98,"[25,45] degrees",left,-0.4,69,57,anticlockwise,-39,-20
89,124,51,98,"[25,45] degrees",neutral,0.4,120,124,anticlockwise,-26,-38
114,135,77,99,"[25,45] degrees",right,0.4,141,135,anticlockwise,-36,-37
152,111,116,85,"[25,45] degrees",neutral,-0.4,145,152,anticlockwise,-36,-26
27,95,-16,50,"[25,45] degrees",left,-0.4,41,27,anticlockwise,-43,-45
28,76,-6,44,"[25,45] degrees",neutral,0.4,94,76,anticlockwise,-32,-34
23,3,-16,-42,"[25,45] degrees",right,0.4,-2,3,anticlockwise,-45,-39
100,160,79,119,"[25,45] degrees",neutral,-0.4,121,100,anticlockwise,-21,-41
106,162,62,127,"[25,45] degrees",left,-0.4,74,106,anticlockwise,-44,-35
173,134,138,99,"[25,45] degrees",neutral,0.4,175,134,anticlockwise,-35,-35
92,148,62,120,"[25,45] degrees",right,0.4,144,148,anticlockwise,-28,-30
117,83,88,43,"[25,45] degrees",neutral,-0.4,127,117,anticlockwise,-29,-40
42,165,22,123,"[25,45] degrees",left,-0.4,14,42,anticlockwise,-20,-42
106,133,78,109,"[25,45] degrees",neutral,0.4,159,133,anticlockwise,-24,-28
6,108,-15,67,"[25,45] degrees",right,0.4,96,108,anticlockwise,-41,-21
54,20,19,-11,"[25,45] degrees",neutral,-0.4,84,54,anticlockwise,-35,-31
4,113,-35,75,"[25,45] degrees",left,-0.4,18,4,anticlockwise,-39,-38
120,90,97,57,"[25,45] degrees",neutral,0.4,131,90,anticlockwise,-33,-23
88,13,59,-31,"[25,45] degrees",right,0.4,6,13,anticlockwise,-44,-29
93,135,70,101,"[25,45] degrees",neutral,-0.4,87,93,anticlockwise,-23,-34
116,147,84,112,"[25,45] degrees",left,-0.4,127,116,anticlockwise,-32,-35
3,95,-26,52,"[25,45] degrees",neutral,0.4,101,95,anticlockwise,-43,-29
126,38,98,17,"[25,45] degrees",right,0.4,0,38,anticlockwise,-21,-28
172,139,141,114,"[25,45] degrees",neutral,-0.4,203,172,anticlockwise,-31,-25
12,117,-33,88,"[25,45] degrees",left,-0.4,-32,12,anticlockwise,-45,-29
61,15,34,-6,"[25,45] degrees",neutral,0.4,14,15,anticlockwise,-21,-27
125,103,102,81,"[25,45] degrees",right,0.4,75,103,anticlockwise,-22,-23
172,138,136,99,"[25,45] degrees",neutral,-0.4,157,172,anticlockwise,-36,-39
44,97,6,64,"[25,45] degrees",left,-0.4,13,44,anticlockwise,-38,-33
99,49,59,12,"[25,45] degrees",neutral,0.4,53,49,anticlockwise,-37,-40
45,125,9,87,"[25,45] degrees",right,0.4,165,125,anticlockwise,-38,-36
121,148,91,116,"[25,45] degrees",neutral,-0.4,158,121,anticlockwise,-30,-32
126,152,89,113,"[25,45] degrees",left,-0.4,171,126,anticlockwise,-37,-39
160,91,116,68,"[25,45] degrees",neutral,0.4,58,91,anticlockwise,-23,-44
168,80,138,39,"[25,45] degrees",right,0.4,52,80,anticlockwise,-41,-30
67,138,32,108,"[25,45] degrees",neutral,-0.4,59,67,anticlockwise,-35,-30
42,135,5,98,"[25,45] degrees",left,-0.4,28,42,anticlockwise,-37,-37
171,41,129,18,"[25,45] degrees",neutral,0.4,29,41,anticlockwise,-23,-42
91,175,49,133,"[25,45] degrees",right,0.4,192,175,anticlockwise,-42,-42
