left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
79,40,110,68,"[25,45] degrees",neutral,-0.4,94,79,clockwise,31,28
132,88,155,115,"[25,45] degrees",left,-0.4,154,132,clockwise,23,27
71,161,114,203,"[25,45] degrees",neutral,0.4,174,161,clockwise,42,43
15,157,53,179,"[25,45] degrees",right,0.4,194,157,clockwise,22,38
83,152,107,195,"[25,45] degrees",neutral,-0.4,92,83,clockwise,24,43
175,85,211,112,"[25,45] degrees",left,-0.4,215,175,clockwise,36,27
96,35,52,11,"[25,45] degrees",neutral,0.4,79,35,anticlockwise,-24,-44
38,131,5,103,"[25,45] degrees",right,0.4,173,131,anticlockwise,-28,-33
12,128,-17,91,"[25,45] degrees",neutral,-0.4,18,12,anticlockwise,-29,-37
97,169,53,145,"[25,45] degrees",left,-0.4,106,97,anticlockwise,-44,-24
146,72,121,35,"[25,45] degrees",neutral,0.4,77,72,anticlockwise,-37,-25
56,133,13,101,"[25,45] degrees",right,0.4,100,133,anticlockwise,-32,-43
99,38,75,9,"[25,45] degrees",neutral,-0.4,118,99,anticlockwise,-24,-29
