left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
84,38,111,75,"[25,45] degrees",neutral,-0.4,41,84,clockwise,27,37
129,99,174,122,"[25,45] degrees",left,-0.4,91,129,clockwise,45,23
158,102,190,144,"[25,45] degrees",neutral,0.4,138,102,clockwise,42,32
28,57,48,86,"[25,45] degrees",right,0.4,61,57,clockwise,29,20
164,48,202,89,"[25,45] degrees",neutral,-0.4,186,164,clockwise,38,41
16,81,49,108,"[25,45] degrees",left,-0.4,-18,16,clockwise,33,27
176,86,155,47,"[25,45] degrees",neutral,0.4,121,86,anticlockwise,-39,-21
50,149,14,109,"[25,45] degrees",right,0.4,182,149,anticlockwise,-40,-36
65,130,40,95,"[25,45] degrees",neutral,-0.4,36,65,anticlockwise,-25,-35
103,145,65,115,"[25,45] degrees",left,-0.4,134,103,anticlockwise,-38,-30
165,79,139,49,"[25,45] degrees",neutral,0.4,65,79,anticlockwise,-30,-26
139,35,118,-8,"[25,45] degrees",right,0.4,-4,35,anticlockwise,-43,-21
99,136,68,101,"[25,45] degrees",neutral,-0.4,120,99,anticlockwise,-31,-35
