left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
98,58,121,96,"[25,45] degrees",neutral,-0.4,67,98,clockwise,23,38
80,178,104,211,"[25,45] degrees",left,-0.4,44,80,clockwise,24,33
94,73,138,101,"[25,45] degrees",neutral,0.4,43,73,clockwise,28,44
48,28,86,62,"[25,45] degrees",right,0.4,13,28,clockwise,34,38
112,24,147,51,"[25,45] degrees",neutral,-0.4,72,112,clockwise,35,27
86,158,109,196,"[25,45] degrees",left,-0.4,130,86,clockwise,23,38
64,148,19,121,"[25,45] degrees",neutral,0.4,187,148,anticlockwise,-27,-45
178,51,157,10,"[25,45] degrees",right,0.4,73,51,anticlockwise,-41,-21
101,15,68,-7,"[25,45] degrees",neutral,-0.4,73,101,anticlockwise,-33,-22
30,105,-6,64,"[25,45] degrees",left,-0.4,-13,30,anticlockwise,-36,-41
164,47,128,11,"[25,45] degrees",neutral,0.4,34,47,anticlockwise,-36,-36
177,48,137,15,"[25,45] degrees",right,0.4,27,48,anticlockwise,-33,-40
71,143,27,99,"[25,45] degrees",neutral,-0.4,79,71,anticlockwise,-44,-44
