left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
174,93,201,119,"[25,45] degrees",neutral,-0.4,211,174,clockwise,27,26
40,123,82,155,"[25,45] degrees",left,-0.4,37,40,clockwise,42,32
50,132,84,163,"[25,45] degrees",neutral,0.4,163,132,clockwise,31,34
103,52,129,74,"[25,45] degrees",right,0.4,25,52,clockwise,22,26
139,74,178,106,"[25,45] degrees",neutral,-0.4,160,139,clockwise,39,32
54,171,91,199,"[25,45] degrees",left,-0.4,95,54,clockwise,37,28
99,131,143,176,"[25,45] degrees",neutral,0.4,93,131,clockwise,45,44
165,130,207,175,"[25,45] degrees",right,0.4,149,130,clockwise,45,42
166,19,210,56,"[25,45] degrees",neutral,-0.4,171,166,clockwise,44,37
53,103,86,127,"[25,45] degrees",left,-0.4,43,53,clockwise,33,24
60,81,86,125,"[25,45] degrees",neutral,0.4,93,81,clockwise,44,26
37,158,62,198,"[25,45] degrees",right,0.4,123,158,clockwise,40,25
96,136,123,169,"[25,45] degrees",neutral,-0.4,108,96,clockwise,27,33
68,135,95,177,"[25,45] degrees",left,-0.4,42,68,clockwise,27,42
89,112,109,144,"[25,45] degrees",neutral,0.4,89,112,clockwise,32,20
126,22,165,53,"[25,45] degrees",right,0.4,16,22,clockwise,31,39
166,41,197,71,"[25,45] degrees",neutral,-0.4,190,166,clockwise,31,30
31,10,61,36,"[25,45] degrees",left,-0.4,54,31,clockwise,30,26
151,70,188,91,"[25,45] degrees",neutral,0.4,88,70,clockwise,21,37
87,44,113,88,"[25,45] degrees",right,0.4,10,44,clockwise,44,26
83,34,128,56,"[25,45] degrees",neutral,-0.4,99,83,clockwise,45,22
54,6,89,36,"[25,45] degrees",left,-0.4,29,54,clockwise,35,30
20,67,45,101,"[25,45] degrees",neutral,0.4,69,67,clockwise,34,25
113,178,140,205,"[25,45] degrees",right,0.4,198,178,clockwise,27,27
83,30,113,57,"[25,45] degrees",neutral,-0.4,70,83,clockwise,30,27
27,163,52,193,"[25,45] degrees",left,-0.4,49,27,clockwise,25,30
132,8,177,32,"[25,45] degrees",neutral,0.4,-37,8,clockwise,24,45
163,34,194,77,"[25,45] degrees",right,0.4,29,34,clockwise,43,31
175,91,198,120,"[25,45] degrees",neutral,-0.4,154,175,clockwise,23,29
105,85,145,120,"[25,45] degrees",left,-0.4,137,105,clockwise,40,35
33,83,77,119,"[25,45] degrees",neutral,0.4,64,83,clockwise,36,44
78,169,100,208,"[25,45] degrees",right,0.4,168,169,clockwise,39,22
158,118,201,155,"[25,45] degrees",neutral,-0.4,144,158,clockwise,43,37
167,137,188,163,"[25,45] degrees",left,-0.4,180,167,clockwise,21,26
103,71,143,94,"[25,45] degrees",neutral,0.4,41,71,clockwise,23,40
162,75,201,96,"[25,45] degrees",right,0.4,72,75,clockwise,21,39
82,155,118,181,"[25,45] degrees",neutral,-0.4,62,82,clockwise,36,26
26,161,46,194,"[25,45] degrees",left,-0.4,31,26,clockwise,20,33
176,115,197,140,"[25,45] degrees",neutral,0.4,122,115,clockwise,25,21
143,74,182,109,"[25,45] degrees",right,0.4,112,74,clockwise,35,39
126,89,167,128,"[25,45] degrees",neutral,-0.4,107,126,clockwise,41,39
68,29,97,51,"[25,45] degrees",left,-0.4,34,68,clockwise,29,22
0,87,41,110,"[25,45] degrees",neutral,0.4,66,87,clockwise,23,41
89,143,116,186,"[25,45] degrees",right,0.4,124,143,clockwise,43,27
23,57,47,79,"[25,45] degrees",neutral,-0.4,50,23,clockwise,24,22
136,27,165,72,"[25,45] degrees",left,-0.4,132,136,clockwise,29,45
145,11,176,56,"[25,45] degrees",neutral,0.4,20,11,clockwise,45,31
114,71,142,110,"[25,45] degrees",right,0.4,30,71,clockwise,39,28
84,167,125,203,"[25,45] degrees",neutral,-0.4,77,84,clockwise,41,36
8,75,33,118,"[25,45] degrees",left,-0.4,16,8,clockwise,25,43
144,89,164,115,"[25,45] degrees",neutral,0.4,87,89,clockwise,26,20
55,92,87,133,"[25,45] degrees",right,0.4,90,92,clockwise,41,32
45,115,73,141,"[25,45] degrees",neutral,-0.4,20,45,clockwise,28,26
86,65,110,87,"[25,45] degrees",left,-0.4,65,86,clockwise,24,22
58,115,100,154,"[25,45] degrees",neutral,0.4,151,115,clockwise,39,42
39,91,61,112,"[25,45] degrees",right,0.4,84,91,clockwise,21,22
84,166,110,199,"[25,45] degrees",neutral,-0.4,108,84,clockwise,26,33
60,164,93,201,"[25,45] degrees",left,-0.4,22,60,clockwise,33,37
24,76,56,109,"[25,45] degrees",neutral,0.4,97,76,clockwise,33,32
144,58,164,98,"[25,45] degrees",right,0.4,79,58,clockwise,40,20
146,1,119,-31,"[25,45] degrees",neutral,-0.4,138,146,anticlockwise,-27,-32
17,54,-10,19,"[25,45] degrees",left,-0.4,52,17,anticlockwise,-27,-35
32,145,6,111,"[25,45] degrees",neutral,0.4,127,145,anticlockwise,-34,-26
167,131,144,97,"[25,45] degrees",right,0.4,176,131,anticlockwise,-34,-23
40,78,5,53,"[25,45] degrees",neutral,-0.4,55,40,anticlockwise,-35,-25
14,165,-12,125,"[25,45] degrees",left,-0.4,-31,14,anticlockwise,-26,-40
99,131,78,105,"[25,45] degrees",neutral,0.4,103,131,anticlockwise,-26,-21
145,123,125,80,"[25,45] degrees",right,0.4,94,123,anticlockwise,-43,-20
176,43,132,11,"[25,45] degrees",neutral,-0.4,171,176,anticlockwise,-44,-32
179,30,150,-6,"[25,45] degrees",left,-0.4,212,179,anticlockwise,-29,-36
19,50,-20,26,"[25,45] degrees",neutral,0.4,29,50,anticlockwise,-24,-39
132,9,93,-12,"[25,45] degrees",right,0.4,-11,9,anticlockwise,-21,-39
178,88,155,55,"[25,45] degrees",neutral,-0.4,183,178,anticlockwise,-23,-33
140,14,99,-7,"[25,45] degrees",left,-0.4,144,140,anticlockwise,-41,-21
164,110,127,69,"[25,45] degrees",neutral,0.4,99,110,anticlockwise,-41,-37
93,34,64,-4,"[25,45] degrees",right,0.4,72,34,anticlockwise,-38,-29
146,29,105,2,"[25,45] degrees",neutral,-0.4,181,146,anticlockwise,-41,-27
89,28,60,1,"[25,45] degrees",left,-0.4,111,89,anticlockwise,-29,-27
5,71,-36,32,"[25,45] degrees",neutral,0.4,81,71,anticlockwise,-39,-41
61,139,23,110,"[25,45] degrees",right,0.4,116,139,anticlockwise,-29,-38
69,34,33,-11,"[25,45] degrees",neutral,-0.4,41,69,anticlockwise,-36,-45
118,15,84,-11,"[25,45] degrees",left,-0.4,78,118,anticlockwise,-34,-26
144,88,112,58,"[25,45] degrees",neutral,0.4,88,88,anticlockwise,-30,-32
166,79,145,35,"[25,45] degrees",right,0.4,87,79,anticlockwise,-44,-21
140,91,111,49,"[25,45] degrees",neutral,-0.4,131,140,anticlockwise,-29,-42
125,49,101,5,"[25,45] degrees",left,-0.4,169,125,anticlockwise,-24,-44
17,81,-9,42,"[25,45] degrees",neutral,0.4,100,81,anticlockwise,-39,-26
72,160,43,138,"[25,45] degrees",right,0.4,160,160,anticlockwise,-22,-29
8,133,-16,103,"[25,45] degrees",neutral,-0.4,53,8,anticlockwise,-24,-30
28,106,-7,75,"[25,45] degrees",left,-0.4,25,28,anticlockwise,-35,-31
132,158,94,116,"[25,45] degrees",neutral,0.4,121,158,anticlockwise,-42,-38
107,74,63,40,"[25,45] degrees",right,0.4,74,74,anticlockwise,-34,-44
32,52,-6,8,"[25,45] degrees",neutral,-0.4,25,32,anticlockwise,-38,-44
9,34,-12,4,"[25,45] degrees",left,-0.4,6,9,anticlockwise,-21,-30
94,68,59,33,"[25,45] degrees",neutral,0.4,86,68,anticlockwise,-35,-35
6,135,-24,93,"[25,45] degrees",right,0.4,163,135,anticlockwise,-42,-30
70,135,43,99,"[25,45] degrees",neutral,-0.4,72,70,anticlockwise,-27,-36
62,97,17,58,"[25,45] degrees",left,-0.4,106,62,anticlockwise,-45,-39
117,163,85,140,"[25,45] degrees",neutral,0.4,161,163,anticlockwise,-23,-32
53,141,28,115,"[25,45] degrees",right,0.4,154,141,anticlockwise,-26,-25
179,82,138,41,"[25,45] degrees",neutral,-0.4,194,179,anticlockwise,-41,-41
82,170,62,142,"[25,45] degrees",left,-0.4,121,82,anticlockwise,-20,-28
176,115,138,76,"[25,45] degrees",neutral,0.4,114,115,anticlockwise,-39,-38
71,46,37,9,"[25,45] degrees",right,0.4,1,46,anticlockwise,-37,-34
29,131,3,109,"[25,45] degrees",neutral,-0.4,61,29,anticlockwise,-26,-22
54,169,19,124,"[25,45] degrees",left,-0.4,40,54,anticlockwise,-35,-45
119,29,86,1,"[25,45] degrees",neutral,0.4,63,29,anticlockwise,-28,-33
22,42,-9,19,"[25,45] degrees",right,0.4,87,42,anticlockwise,-23,-31
123,162,101,126,"[25,45] degrees",neutral,-0.4,153,123,anticlockwise,-22,-36
48,21,25,-20,"[25,45] degrees",left,-0.4,24,48,anticlockwise,-23,-41
156,90,117,58,"[25,45] degrees",neutral,0.4,106,90,anticlockwise,-32,-39
86,45,44,17,"[25,45] degrees",right,0.4,21,45,anticlockwise,-28,-42
56,108,11,81,"[25,45] degrees",neutral,-0.4,57,56,anticlockwise,-45,-27
105,14,81,-17,"[25,45] degrees",left,-0.4,96,105,anticlockwise,-24,-31
171,31,137,-6,"[25,45] degrees",neutral,0.4,-3,31,anticlockwise,-37,-34
107,142,72,108,"[25,45] degrees",right,0.4,142,142,anticlockwise,-34,-35
80,155,41,129,"[25,45] degrees",neutral,-0.4,70,80,anticlockwise,-39,-26
131,20,86,-4,"[25,45] degrees",left,-0.4,124,131,anticlockwise,-45,-24
8,102,-18,64,"[25,45] degrees",neutral,0.4,139,102,anticlockwise,-38,-26
7,120,-25,79,"[25,45] degrees",right,0.4,100,120,anticlockwise,-41,-32
