left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
55,157,93,199,"[25,45] degrees",neutral,-0.4,54,55,clockwise,38,42
18,81,50,115,"[25,45] degrees",left,-0.4,9,18,clockwise,32,34
123,22,148,52,"[25,45] degrees",neutral,0.4,33,22,clockwise,30,25
135,40,156,75,"[25,45] degrees",right,0.4,85,40,clockwise,35,21
22,170,42,198,"[25,45] degrees",neutral,-0.4,9,22,clockwise,20,28
177,40,219,83,"[25,45] degrees",left,-0.4,144,177,clockwise,42,43
179,150,221,178,"[25,45] degrees",neutral,0.4,162,150,clockwise,28,42
159,137,182,177,"[25,45] degrees",right,0.4,98,137,clockwise,40,23
105,157,132,201,"[25,45] degrees",neutral,-0.4,98,105,clockwise,27,44
171,50,203,90,"[25,45] degrees",left,-0.4,150,171,clockwise,32,40
69,159,96,185,"[25,45] degrees",neutral,0.4,117,159,clockwise,26,27
92,11,137,31,"[25,45] degrees",right,0.4,43,11,clockwise,20,45
35,6,74,28,"[25,45] degrees",neutral,-0.4,-2,35,clockwise,39,22
149,117,181,143,"[25,45] degrees",left,-0.4,117,149,clockwise,32,26
110,82,147,102,"[25,45] degrees",neutral,0.4,64,82,clockwise,20,37
23,49,52,73,"[25,45] degrees",right,0.4,67,49,clockwise,24,29
41,4,64,31,"[25,45] degrees",neutral,-0.4,86,41,clockwise,23,27
6,85,36,121,"[25,45] degrees",left,-0.4,-17,6,clockwise,30,36
119,81,156,126,"[25,45] degrees",neutral,0.4,70,81,clockwise,45,37
129,21,154,61,"[25,45] degrees",right,0.4,56,21,clockwise,40,25
97,52,139,94,"[25,45] degrees",neutral,-0.4,67,97,clockwise,42,42
174,146,212,171,"[25,45] degrees",left,-0.4,195,174,clockwise,38,25
20,44,43,79,"[25,45] degrees",neutral,0.4,74,44,clockwise,35,23
23,168,60,195,"[25,45] degrees",right,0.4,126,168,clockwise,27,37
81,57,123,84,"[25,45] degrees",neutral,-0.4,119,81,clockwise,42,27
111,137,156,180,"[25,45] degrees",left,-0.4,154,111,clockwise,45,43
141,90,183,110,"[25,45] degrees",neutral,0.4,91,90,clockwise,20,42
92,132,112,156,"[25,45] degrees",right,0.4,111,132,clockwise,24,20
117,49,161,76,"[25,45] degrees",neutral,-0.4,145,117,clockwise,44,27
99,33,122,53,"[25,45] degrees",left,-0.4,62,99,clockwise,23,20
58,115,88,148,"[25,45] degrees",neutral,0.4,127,115,clockwise,33,30
23,97,50,123,"[25,45] degrees",right,0.4,137,97,clockwise,26,27
118,61,157,89,"[25,45] degrees",neutral,-0.4,95,118,clockwise,39,28
121,10,162,44,"[25,45] degrees",left,-0.4,144,121,clockwise,41,34
134,166,171,202,"[25,45] degrees",neutral,0.4,194,166,clockwise,36,37
92,66,132,110,"[25,45] degrees",right,0.4,88,66,clockwise,44,40
83,169,107,214,"[25,45] degrees",neutral,-0.4,93,83,clockwise,24,45
165,45,206,66,"[25,45] degrees",left,-0.4,169,165,clockwise,41,21
163,45,194,70,"[25,45] degrees",neutral,0.4,55,45,clockwise,25,31
161,80,188,117,"[25,45] degrees",right,0.4,102,80,clockwise,37,27
12,143,41,169,"[25,45] degrees",neutral,-0.4,48,12,clockwise,29,26
40,17,84,54,"[25,45] degrees",left,-0.4,25,40,clockwise,44,37
100,147,128,186,"[25,45] degrees",neutral,0.4,131,147,clockwise,39,28
174,48,202,69,"[25,45] degrees",right,0.4,64,48,clockwise,21,28
67,117,107,157,"[25,45] degrees",neutral,-0.4,89,67,clockwise,40,40
76,145,109,185,"[25,45] degrees",left,-0.4,65,76,clockwise,33,40
32,94,57,114,"[25,45] degrees",neutral,0.4,82,94,clockwise,20,25
78,154,118,179,"[25,45] degrees",right,0.4,192,154,clockwise,25,40
80,110,114,148,"[25,45] degrees",neutral,-0.4,45,80,clockwise,34,38
33,135,66,157,"[25,45] degrees",left,-0.4,-7,33,clockwise,33,22
156,109,184,143,"[25,45] degrees",neutral,0.4,127,109,clockwise,34,28
22,81,61,118,"[25,45] degrees",right,0.4,107,81,clockwise,37,39
154,114,183,136,"[25,45] degrees",neutral,-0.4,114,154,clockwise,29,22
