left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
59,98,90,135,"[25,45] degrees",neutral,-0.4,57,59,clockwise,31,37
101,60,127,93,"[25,45] degrees",left,-0.4,96,101,clockwise,26,33
136,30,167,50,"[25,45] degrees",neutral,0.4,70,30,clockwise,20,31
159,132,191,166,"[25,45] degrees",right,0.4,110,132,clockwise,34,32
127,75,165,112,"[25,45] degrees",neutral,-0.4,144,127,clockwise,38,37
173,68,199,103,"[25,45] degrees",left,-0.4,197,173,clockwise,26,35
34,56,72,92,"[25,45] degrees",neutral,0.4,35,56,clockwise,36,38
71,5,91,43,"[25,45] degrees",right,0.4,-36,5,clockwise,38,20
118,85,158,119,"[25,45] degrees",neutral,-0.4,135,118,clockwise,40,34
46,83,87,107,"[25,45] degrees",left,-0.4,10,46,clockwise,41,24
89,126,128,164,"[25,45] degrees",neutral,0.4,163,126,clockwise,38,39
32,78,76,123,"[25,45] degrees",right,0.4,51,78,clockwise,45,44
43,84,69,110,"[25,45] degrees",neutral,-0.4,61,43,clockwise,26,26
97,132,119,165,"[25,45] degrees",left,-0.4,141,97,clockwise,22,33
149,93,171,115,"[25,45] degrees",neutral,0.4,59,93,clockwise,22,22
89,5,118,29,"[25,45] degrees",right,0.4,12,5,clockwise,24,29
179,92,200,113,"[25,45] degrees",neutral,-0.4,136,179,clockwise,21,21
72,178,105,220,"[25,45] degrees",left,-0.4,50,72,clockwise,33,42
44,125,82,166,"[25,45] degrees",neutral,0.4,165,125,clockwise,41,38
85,31,108,76,"[25,45] degrees",right,0.4,38,31,clockwise,45,23
38,85,59,125,"[25,45] degrees",neutral,-0.4,34,38,clockwise,21,40
59,165,90,191,"[25,45] degrees",left,-0.4,37,59,clockwise,31,26
128,22,166,43,"[25,45] degrees",neutral,0.4,16,22,clockwise,21,38
46,103,79,132,"[25,45] degrees",right,0.4,60,103,clockwise,29,33
5,73,49,116,"[25,45] degrees",neutral,-0.4,-30,5,clockwise,44,43
