left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
9,98,44,131,"[25,45] degrees",neutral,-0.4,40,9,clockwise,35,33
23,106,49,131,"[25,45] degrees",left,-0.4,46,23,clockwise,26,25
42,127,80,158,"[25,45] degrees",neutral,0.4,154,127,clockwise,31,38
7,145,43,180,"[25,45] degrees",right,0.4,181,145,clockwise,35,36
45,153,84,183,"[25,45] degrees",neutral,-0.4,18,45,clockwise,39,30
168,64,200,104,"[25,45] degrees",left,-0.4,193,168,clockwise,32,40
95,31,68,-3,"[25,45] degrees",neutral,0.4,49,31,anticlockwise,-34,-27
163,57,126,31,"[25,45] degrees",right,0.4,28,57,anticlockwise,-26,-37
40,71,7,28,"[25,45] degrees",neutral,-0.4,71,40,anticlockwise,-33,-43
135,72,113,38,"[25,45] degrees",left,-0.4,95,135,anticlockwise,-22,-34
133,95,97,58,"[25,45] degrees",neutral,0.4,98,95,anticlockwise,-37,-36
146,69,118,31,"[25,45] degrees",right,0.4,98,69,anticlockwise,-38,-28
21,84,-18,41,"[25,45] degrees",neutral,-0.4,57,21,anticlockwise,-39,-43
