left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
148,32,172,64,"[25,45] degrees",neutral,-0.4,123,148,clockwise,24,32
49,90,79,114,"[25,45] degrees",left,-0.4,30,49,clockwise,30,24
169,89,198,110,"[25,45] degrees",neutral,0.4,55,89,clockwise,21,29
154,119,187,139,"[25,45] degrees",right,0.4,90,119,clockwise,20,33
127,8,158,35,"[25,45] degrees",neutral,-0.4,147,127,clockwise,31,27
102,39,136,75,"[25,45] degrees",left,-0.4,110,102,clockwise,34,36
17,68,44,98,"[25,45] degrees",neutral,0.4,61,68,clockwise,30,27
1,101,30,141,"[25,45] degrees",right,0.4,129,101,clockwise,40,29
75,23,101,63,"[25,45] degrees",neutral,-0.4,79,75,clockwise,26,40
141,112,162,132,"[25,45] degrees",left,-0.4,180,141,clockwise,21,20
15,52,47,92,"[25,45] degrees",neutral,0.4,69,52,clockwise,40,32
85,32,107,57,"[25,45] degrees",right,0.4,54,32,clockwise,25,22
34,122,66,161,"[25,45] degrees",neutral,-0.4,65,34,clockwise,32,39
118,83,158,103,"[25,45] degrees",left,-0.4,151,118,clockwise,40,20
157,21,195,60,"[25,45] degrees",neutral,0.4,-3,21,clockwise,39,38
164,137,191,178,"[25,45] degrees",right,0.4,176,137,clockwise,41,27
5,142,42,165,"[25,45] degrees",neutral,-0.4,49,5,clockwise,37,23
66,177,95,220,"[25,45] degrees",left,-0.4,65,66,clockwise,29,43
107,65,152,89,"[25,45] degrees",neutral,0.4,72,65,clockwise,24,45
57,169,96,203,"[25,45] degrees",right,0.4,205,169,clockwise,34,39
155,53,182,77,"[25,45] degrees",neutral,-0.4,185,155,clockwise,27,24
22,149,43,182,"[25,45] degrees",left,-0.4,-21,22,clockwise,21,33
148,45,190,88,"[25,45] degrees",neutral,0.4,64,45,clockwise,43,42
157,49,180,86,"[25,45] degrees",right,0.4,7,49,clockwise,37,23
52,31,94,67,"[25,45] degrees",neutral,-0.4,57,52,clockwise,42,36
79,162,112,195,"[25,45] degrees",left,-0.4,62,79,clockwise,33,33
114,89,154,132,"[25,45] degrees",neutral,0.4,53,89,clockwise,43,40
2,130,41,164,"[25,45] degrees",right,0.4,115,130,clockwise,34,39
43,149,71,184,"[25,45] degrees",neutral,-0.4,78,43,clockwise,28,35
2,24,30,67,"[25,45] degrees",left,-0.4,-2,2,clockwise,28,43
47,85,77,116,"[25,45] degrees",neutral,0.4,121,85,clockwise,31,30
