left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity,another_similarity
115,3,136,44,"[25,45] degrees",neutral,-0.4,146,115,clockwise,21,41
89,41,134,78,"[25,45] degrees",left,-0.4,126,89,clockwise,45,37
4,58,46,97,"[25,45] degrees",neutral,0.4,47,58,clockwise,39,42
102,149,126,178,"[25,45] degrees",right,0.4,158,149,clockwise,29,24
143,179,165,212,"[25,45] degrees",neutral,-0.4,168,143,clockwise,22,33
89,120,110,163,"[25,45] degrees",left,-0.4,57,89,clockwise,21,43
15,77,-22,37,"[25,45] degrees",neutral,0.4,65,77,anticlockwise,-40,-37
57,120,15,87,"[25,45] degrees",right,0.4,159,120,anticlockwise,-33,-42
68,170,30,135,"[25,45] degrees",neutral,-0.4,82,68,anticlockwise,-38,-35
160,1,125,-28,"[25,45] degrees",left,-0.4,167,160,anticlockwise,-35,-29
178,134,136,97,"[25,45] degrees",neutral,0.4,152,134,anticlockwise,-37,-42
57,113,36,88,"[25,45] degrees",right,0.4,99,113,anticlockwise,-25,-21
70,159,44,128,"[25,45] degrees",neutral,-0.4,44,70,anticlockwise,-26,-31
