left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
38,62,46,110,"(0,18] degrees",neutral,-0.4,43,38,clockwise,8
127,27,162,125,"(18,36] degrees",left,-0.4,138,127,clockwise,35
120,64,150,62,"(0,18] degrees",right,0.4,27,64,anticlockwise,-2
80,101,11,69,"(18,36] degrees",neutral,0.4,137,101,anticlockwise,-32
96,139,100,9,"(0,18] degrees",left,-0.4,87,96,clockwise,4
117,153,132,180,"(18,36] degrees",right,0.4,183,153,clockwise,27
145,171,142,87,"(0,18] degrees",neutral,-0.4,171,145,anticlockwise,-3
101,32,68,163,"(18,36] degrees",left,-0.4,57,101,anticlockwise,-33
26,161,22,164,"(0,18] degrees",right,0.4,152,161,clockwise,3
25,85,79,107,"(18,36] degrees",neutral,0.4,112,85,clockwise,22
15,73,12,134,"(0,18] degrees",left,-0.4,39,15,anticlockwise,-3
1,31,44,0,"(18,36] degrees",right,0.4,6,31,anticlockwise,-31
165,142,174,73,"(0,18] degrees",neutral,-0.4,175,165,clockwise,9
148,76,167,47,"(18,36] degrees",left,-0.4,108,148,clockwise,19
19,54,111,44,"(0,18] degrees",right,0.4,64,54,anticlockwise,-10
154,100,95,74,"(18,36] degrees",neutral,0.4,91,100,anticlockwise,-26
65,135,72,177,"(0,18] degrees",left,-0.4,55,65,clockwise,7
37,116,122,148,"(18,36] degrees",right,0.4,161,116,clockwise,32
174,100,159,15,"(0,18] degrees",neutral,-0.4,150,174,anticlockwise,-15
124,85,105,27,"(18,36] degrees",left,-0.4,86,124,anticlockwise,-19
142,4,85,9,"(0,18] degrees",right,0.4,23,4,clockwise,5
33,110,163,137,"(18,36] degrees",neutral,0.4,155,110,clockwise,27
177,133,174,66,"(0,18] degrees",left,-0.4,198,177,anticlockwise,-3
136,76,1,40,"(18,36] degrees",right,0.4,109,76,anticlockwise,-36
0,137,6,74,"(0,18] degrees",neutral,-0.4,45,0,clockwise,6
100,1,123,27,"(18,36] degrees",left,-0.4,98,100,clockwise,23
47,166,177,150,"(0,18] degrees",right,0.4,184,166,anticlockwise,-16
79,27,19,-3,"(18,36] degrees",neutral,0.4,17,27,anticlockwise,-30
131,95,148,43,"(0,18] degrees",left,-0.4,110,131,clockwise,17
70,152,58,177,"(18,36] degrees",right,0.4,170,152,clockwise,25
119,73,108,131,"(0,18] degrees",neutral,-0.4,85,119,anticlockwise,-11
142,122,121,48,"(18,36] degrees",left,-0.4,176,142,anticlockwise,-21
151,129,12,145,"(0,18] degrees",right,0.4,173,129,clockwise,16
