left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
0,47,13,96,"(0,18] degrees",neutral,-0.4,43,0,clockwise,13
10,56,46,86,"(18,36] degrees",left,-0.4,24,10,clockwise,36
106,86,161,73,"(0,18] degrees",right,0.4,81,86,anticlockwise,-13
143,4,68,-32,"(18,36] degrees",neutral,0.4,-29,4,anticlockwise,-36
10,112,15,123,"(0,18] degrees",left,-0.4,54,10,clockwise,5
157,0,72,21,"(18,36] degrees",right,0.4,5,0,clockwise,21
120,159,103,22,"(0,18] degrees",neutral,-0.4,84,120,anticlockwise,-17
7,157,-12,36,"(18,36] degrees",left,-0.4,-3,7,anticlockwise,-19
158,95,2,99,"(0,18] degrees",right,0.4,127,95,clockwise,4
77,20,165,45,"(18,36] degrees",neutral,0.4,13,20,clockwise,25
118,52,102,155,"(0,18] degrees",left,-0.4,118,118,anticlockwise,-16
112,27,91,4,"(18,36] degrees",right,0.4,6,27,anticlockwise,-23
152,46,156,28,"(0,18] degrees",neutral,-0.4,141,152,clockwise,4
47,173,70,154,"(18,36] degrees",left,-0.4,70,47,clockwise,23
77,175,49,167,"(0,18] degrees",right,0.4,160,175,anticlockwise,-8
170,40,154,4,"(18,36] degrees",neutral,0.4,37,40,anticlockwise,-36
170,33,184,26,"(0,18] degrees",left,-0.4,145,170,clockwise,14
97,136,119,159,"(18,36] degrees",right,0.4,108,136,clockwise,23
66,125,63,150,"(0,18] degrees",neutral,-0.4,38,66,anticlockwise,-3
87,52,58,143,"(18,36] degrees",left,-0.4,70,87,anticlockwise,-29
93,129,54,142,"(0,18] degrees",right,0.4,155,129,clockwise,13
2,29,7,58,"(18,36] degrees",neutral,0.4,39,29,clockwise,29
83,107,79,37,"(0,18] degrees",left,-0.4,58,83,anticlockwise,-4
56,118,145,95,"(18,36] degrees",right,0.4,161,118,anticlockwise,-23
112,61,120,32,"(0,18] degrees",neutral,-0.4,73,112,clockwise,8
17,127,50,154,"(18,36] degrees",left,-0.4,18,17,clockwise,33
78,156,59,139,"(0,18] degrees",right,0.4,146,156,anticlockwise,-17
145,103,28,69,"(18,36] degrees",neutral,0.4,127,103,anticlockwise,-34
117,36,120,80,"(0,18] degrees",left,-0.4,155,117,clockwise,3
176,65,14,99,"(18,36] degrees",right,0.4,49,65,clockwise,34
48,113,32,179,"(0,18] degrees",neutral,-0.4,9,48,anticlockwise,-16
4,125,-32,128,"(18,36] degrees",left,-0.4,-1,4,anticlockwise,-36
17,129,117,146,"(0,18] degrees",right,0.4,159,129,clockwise,17
34,96,162,132,"(18,36] degrees",neutral,0.4,96,96,clockwise,36
129,104,120,57,"(0,18] degrees",left,-0.4,162,129,anticlockwise,-9
163,77,144,56,"(18,36] degrees",right,0.4,105,77,anticlockwise,-21
2,29,12,141,"(0,18] degrees",neutral,-0.4,-12,2,clockwise,10
42,138,63,124,"(18,36] degrees",left,-0.4,45,42,clockwise,21
35,131,28,125,"(0,18] degrees",right,0.4,120,131,anticlockwise,-6
65,99,98,64,"(18,36] degrees",neutral,0.4,65,99,anticlockwise,-35
169,129,183,118,"(0,18] degrees",left,-0.4,150,169,clockwise,14
38,0,77,24,"(18,36] degrees",right,0.4,27,0,clockwise,24
130,83,127,26,"(0,18] degrees",neutral,-0.4,120,130,anticlockwise,-3
100,121,64,4,"(18,36] degrees",left,-0.4,62,100,anticlockwise,-36
61,168,123,184,"(0,18] degrees",right,0.4,203,168,clockwise,16
0,155,32,174,"(18,36] degrees",neutral,0.4,140,155,clockwise,19
120,156,105,135,"(0,18] degrees",left,-0.4,134,120,anticlockwise,-15
82,56,147,35,"(18,36] degrees",right,0.4,32,56,anticlockwise,-21
1,83,16,115,"(0,18] degrees",neutral,-0.4,30,1,clockwise,15
37,89,61,116,"(18,36] degrees",left,-0.4,44,37,clockwise,24
91,174,89,165,"(0,18] degrees",right,0.4,142,174,anticlockwise,-9
166,120,121,85,"(18,36] degrees",neutral,0.4,109,120,anticlockwise,-35
91,5,107,30,"(0,18] degrees",left,-0.4,81,91,clockwise,16
105,5,116,29,"(18,36] degrees",right,0.4,-1,5,clockwise,24
110,77,102,171,"(0,18] degrees",neutral,-0.4,141,110,anticlockwise,-8
83,23,64,86,"(18,36] degrees",left,-0.4,82,83,anticlockwise,-19
40,63,44,65,"(0,18] degrees",right,0.4,52,63,clockwise,2
73,45,166,68,"(18,36] degrees",neutral,0.4,70,45,clockwise,23
120,79,113,63,"(0,18] degrees",left,-0.4,112,120,anticlockwise,-7
115,86,31,63,"(18,36] degrees",right,0.4,129,86,anticlockwise,-23
60,26,78,151,"(0,18] degrees",neutral,-0.4,36,60,clockwise,18
108,55,144,169,"(18,36] degrees",left,-0.4,96,108,clockwise,36
22,120,46,116,"(0,18] degrees",right,0.4,155,120,anticlockwise,-4
109,144,145,124,"(18,36] degrees",neutral,0.4,108,144,anticlockwise,-20
106,140,114,162,"(0,18] degrees",left,-0.4,62,106,clockwise,8
148,125,26,152,"(18,36] degrees",right,0.4,154,125,clockwise,27
22,147,7,148,"(0,18] degrees",neutral,-0.4,38,22,anticlockwise,-15
27,79,-5,148,"(18,36] degrees",left,-0.4,-13,27,anticlockwise,-32
57,5,92,22,"(0,18] degrees",right,0.4,5,5,clockwise,17
5,163,53,187,"(18,36] degrees",neutral,0.4,175,163,clockwise,24
100,31,97,136,"(0,18] degrees",left,-0.4,93,100,anticlockwise,-3
151,52,146,16,"(18,36] degrees",right,0.4,15,52,anticlockwise,-36
89,17,103,176,"(0,18] degrees",neutral,-0.4,85,89,clockwise,14
7,146,29,157,"(18,36] degrees",left,-0.4,16,7,clockwise,22
129,52,159,51,"(0,18] degrees",right,0.4,17,52,anticlockwise,-1
56,77,21,50,"(18,36] degrees",neutral,0.4,81,77,anticlockwise,-27
100,132,110,84,"(0,18] degrees",left,-0.4,70,100,clockwise,10
29,50,170,86,"(18,36] degrees",right,0.4,9,50,clockwise,36
170,30,155,16,"(0,18] degrees",neutral,-0.4,126,170,anticlockwise,-15
72,116,46,12,"(18,36] degrees",left,-0.4,35,72,anticlockwise,-26
10,34,151,40,"(0,18] degrees",right,0.4,77,34,clockwise,6
87,144,98,163,"(18,36] degrees",neutral,0.4,108,144,clockwise,19
37,141,20,173,"(0,18] degrees",left,-0.4,19,37,anticlockwise,-17
15,138,61,108,"(18,36] degrees",right,0.4,158,138,anticlockwise,-30
66,178,70,99,"(0,18] degrees",neutral,-0.4,81,66,clockwise,4
153,78,189,61,"(18,36] degrees",left,-0.4,125,153,clockwise,36
99,7,133,4,"(0,18] degrees",right,0.4,36,7,anticlockwise,-3
58,173,50,142,"(18,36] degrees",neutral,0.4,213,173,anticlockwise,-31
41,165,58,143,"(0,18] degrees",left,-0.4,1,41,clockwise,17
179,61,146,85,"(18,36] degrees",right,0.4,69,61,clockwise,24
125,175,118,63,"(0,18] degrees",neutral,-0.4,84,125,anticlockwise,-7
115,37,92,61,"(18,36] degrees",left,-0.4,156,115,anticlockwise,-23
90,13,123,21,"(0,18] degrees",right,0.4,18,13,clockwise,8
113,168,68,198,"(18,36] degrees",neutral,0.4,139,168,clockwise,30
64,154,46,108,"(0,18] degrees",left,-0.4,82,64,anticlockwise,-18
0,82,122,48,"(18,36] degrees",right,0.4,55,82,anticlockwise,-34
52,118,67,111,"(0,18] degrees",neutral,-0.4,15,52,clockwise,15
137,161,173,70,"(18,36] degrees",left,-0.4,152,137,clockwise,36
42,179,73,164,"(0,18] degrees",right,0.4,172,179,anticlockwise,-15
140,96,168,71,"(18,36] degrees",neutral,0.4,66,96,anticlockwise,-25
150,171,166,69,"(0,18] degrees",left,-0.4,195,150,clockwise,16
97,159,132,180,"(18,36] degrees",right,0.4,190,159,clockwise,21
167,142,155,176,"(0,18] degrees",neutral,-0.4,193,167,anticlockwise,-12
56,171,26,152,"(18,36] degrees",left,-0.4,77,56,anticlockwise,-30
157,33,153,40,"(0,18] degrees",right,0.4,57,33,clockwise,7
3,131,26,152,"(18,36] degrees",neutral,0.4,175,131,clockwise,21
145,114,142,38,"(0,18] degrees",left,-0.4,190,145,anticlockwise,-3
18,164,39,135,"(18,36] degrees",right,0.4,156,164,anticlockwise,-29
19,157,30,169,"(0,18] degrees",neutral,-0.4,-19,19,clockwise,11
129,75,154,89,"(18,36] degrees",left,-0.4,160,129,clockwise,25
117,139,98,125,"(0,18] degrees",right,0.4,146,139,anticlockwise,-14
76,113,62,87,"(18,36] degrees",neutral,0.4,135,113,anticlockwise,-26
65,30,69,100,"(0,18] degrees",left,-0.4,86,65,clockwise,4
87,14,131,39,"(18,36] degrees",right,0.4,-4,14,clockwise,25
130,17,126,91,"(0,18] degrees",neutral,-0.4,85,130,anticlockwise,-4
171,68,147,51,"(18,36] degrees",left,-0.4,188,171,anticlockwise,-24
163,46,165,58,"(0,18] degrees",right,0.4,21,46,clockwise,12
168,22,107,41,"(18,36] degrees",neutral,0.4,16,22,clockwise,19
150,26,136,12,"(0,18] degrees",left,-0.4,137,150,anticlockwise,-14
75,172,175,148,"(18,36] degrees",right,0.4,141,172,anticlockwise,-24
36,161,44,8,"(0,18] degrees",neutral,-0.4,51,36,clockwise,8
23,97,42,126,"(18,36] degrees",left,-0.4,-22,23,clockwise,19
98,47,3,36,"(0,18] degrees",right,0.4,68,47,anticlockwise,-11
111,165,34,146,"(18,36] degrees",neutral,0.4,187,165,anticlockwise,-19
171,49,188,81,"(0,18] degrees",left,-0.4,171,171,clockwise,17
145,36,18,68,"(18,36] degrees",right,0.4,55,36,clockwise,32
174,75,167,91,"(0,18] degrees",neutral,-0.4,151,174,anticlockwise,-7
95,40,65,170,"(18,36] degrees",left,-0.4,116,95,anticlockwise,-30
134,49,96,66,"(0,18] degrees",right,0.4,52,49,clockwise,17
16,162,46,187,"(18,36] degrees",neutral,0.4,125,162,clockwise,25
172,150,157,124,"(0,18] degrees",left,-0.4,159,172,anticlockwise,-15
177,67,114,33,"(18,36] degrees",right,0.4,94,67,anticlockwise,-34
71,43,86,45,"(0,18] degrees",neutral,-0.4,112,71,clockwise,15
106,170,128,75,"(18,36] degrees",left,-0.4,134,106,clockwise,22
162,38,141,32,"(0,18] degrees",right,0.4,46,38,anticlockwise,-6
138,32,106,2,"(18,36] degrees",neutral,0.4,43,32,anticlockwise,-30
57,144,71,98,"(0,18] degrees",left,-0.4,88,57,clockwise,14
66,157,64,191,"(18,36] degrees",right,0.4,138,157,clockwise,34
12,140,6,98,"(0,18] degrees",neutral,-0.4,55,12,anticlockwise,-6
115,144,83,17,"(18,36] degrees",left,-0.4,77,115,anticlockwise,-32
84,146,97,153,"(0,18] degrees",right,0.4,154,146,clockwise,7
115,87,6,110,"(18,36] degrees",neutral,0.4,80,87,clockwise,23
23,66,22,139,"(0,18] degrees",left,-0.4,15,23,anticlockwise,-1
52,109,108,88,"(18,36] degrees",right,0.4,84,109,anticlockwise,-21
95,168,112,12,"(0,18] degrees",neutral,-0.4,134,95,clockwise,17
128,10,154,19,"(18,36] degrees",left,-0.4,149,128,clockwise,26
126,96,39,84,"(0,18] degrees",right,0.4,81,96,anticlockwise,-12
57,147,63,111,"(18,36] degrees",neutral,0.4,167,147,anticlockwise,-36
140,30,151,17,"(0,18] degrees",left,-0.4,126,140,clockwise,11
101,1,86,21,"(18,36] degrees",right,0.4,14,1,clockwise,20
83,35,67,45,"(0,18] degrees",neutral,-0.4,66,83,anticlockwise,-16
136,167,105,47,"(18,36] degrees",left,-0.4,133,136,anticlockwise,-31
138,158,144,173,"(0,18] degrees",right,0.4,113,158,clockwise,15
78,19,165,52,"(18,36] degrees",neutral,0.4,-1,19,clockwise,33
40,14,29,127,"(0,18] degrees",left,-0.4,77,40,anticlockwise,-11
157,82,73,47,"(18,36] degrees",right,0.4,119,82,anticlockwise,-35
69,106,77,53,"(0,18] degrees",neutral,-0.4,29,69,clockwise,8
75,17,100,156,"(18,36] degrees",left,-0.4,105,75,clockwise,25
124,92,179,87,"(0,18] degrees",right,0.4,129,92,anticlockwise,-5
136,88,154,60,"(18,36] degrees",neutral,0.4,90,88,anticlockwise,-28
107,150,117,173,"(0,18] degrees",left,-0.4,79,107,clockwise,10
10,134,80,161,"(18,36] degrees",right,0.4,138,134,clockwise,27
170,111,160,75,"(0,18] degrees",neutral,-0.4,147,170,anticlockwise,-10
155,177,129,32,"(18,36] degrees",left,-0.4,144,155,anticlockwise,-26
127,60,103,73,"(0,18] degrees",right,0.4,60,60,clockwise,13
85,176,157,200,"(18,36] degrees",neutral,0.4,131,176,clockwise,24
90,56,77,168,"(0,18] degrees",left,-0.4,58,90,anticlockwise,-13
24,147,23,119,"(18,36] degrees",right,0.4,103,147,anticlockwise,-28
93,38,100,121,"(0,18] degrees",neutral,-0.4,61,93,clockwise,7
101,75,134,161,"(18,36] degrees",left,-0.4,98,101,clockwise,33
106,30,40,15,"(0,18] degrees",right,0.4,14,30,anticlockwise,-15
134,41,76,13,"(18,36] degrees",neutral,0.4,28,41,anticlockwise,-28
171,134,183,47,"(0,18] degrees",left,-0.4,201,171,clockwise,12
103,48,129,67,"(18,36] degrees",right,0.4,29,48,clockwise,19
35,73,28,119,"(0,18] degrees",neutral,-0.4,50,35,anticlockwise,-7
