left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
78,155,93,73,"(0,18] degrees",neutral,-0.4,97,78,clockwise,15
131,107,161,121,"(18,36] degrees",left,-0.4,95,131,clockwise,30
150,122,36,119,"(0,18] degrees",right,0.4,96,122,anticlockwise,-3
38,95,130,69,"(18,36] degrees",neutral,0.4,128,95,anticlockwise,-26
81,127,89,13,"(0,18] degrees",left,-0.4,66,81,clockwise,8
0,86,17,117,"(18,36] degrees",right,0.4,84,86,clockwise,31
16,117,2,22,"(0,18] degrees",neutral,-0.4,-15,16,anticlockwise,-14
130,106,100,38,"(18,36] degrees",left,-0.4,122,130,anticlockwise,-30
161,55,122,62,"(0,18] degrees",right,0.4,26,55,clockwise,7
30,138,21,163,"(18,36] degrees",neutral,0.4,115,138,clockwise,25
139,14,135,166,"(0,18] degrees",left,-0.4,112,139,anticlockwise,-4
48,84,17,59,"(18,36] degrees",right,0.4,112,84,anticlockwise,-25
46,12,52,30,"(0,18] degrees",neutral,-0.4,64,46,clockwise,6
153,65,187,127,"(18,36] degrees",left,-0.4,152,153,clockwise,34
92,124,83,120,"(0,18] degrees",right,0.4,118,124,anticlockwise,-4
1,39,100,20,"(18,36] degrees",neutral,0.4,59,39,anticlockwise,-19
72,115,82,161,"(0,18] degrees",left,-0.4,27,72,clockwise,10
92,14,16,39,"(18,36] degrees",right,0.4,-18,14,clockwise,25
125,51,123,62,"(0,18] degrees",neutral,-0.4,161,125,anticlockwise,-2
63,139,44,20,"(18,36] degrees",left,-0.4,42,63,anticlockwise,-19
34,71,148,89,"(0,18] degrees",right,0.4,96,71,clockwise,18
176,23,3,55,"(18,36] degrees",neutral,0.4,64,23,clockwise,32
162,108,156,3,"(0,18] degrees",left,-0.4,141,162,anticlockwise,-6
91,10,104,-9,"(18,36] degrees",right,0.4,53,10,anticlockwise,-19
147,99,153,101,"(0,18] degrees",neutral,-0.4,132,147,clockwise,6
175,130,211,103,"(18,36] degrees",left,-0.4,165,175,clockwise,36
104,13,55,1,"(0,18] degrees",right,0.4,32,13,anticlockwise,-12
36,91,173,72,"(18,36] degrees",neutral,0.4,125,91,anticlockwise,-19
33,122,40,155,"(0,18] degrees",left,-0.4,18,33,clockwise,7
160,2,161,23,"(18,36] degrees",right,0.4,-16,2,clockwise,21
84,122,66,10,"(0,18] degrees",neutral,-0.4,87,84,anticlockwise,-18
18,174,-8,19,"(18,36] degrees",left,-0.4,-16,18,anticlockwise,-26
74,152,93,169,"(0,18] degrees",right,0.4,182,152,clockwise,17
122,51,129,85,"(18,36] degrees",neutral,0.4,13,51,clockwise,34
0,154,-15,68,"(0,18] degrees",left,-0.4,17,0,anticlockwise,-15
127,8,71,-22,"(18,36] degrees",right,0.4,6,8,anticlockwise,-30
169,63,179,149,"(0,18] degrees",neutral,-0.4,172,169,clockwise,10
96,29,117,176,"(18,36] degrees",left,-0.4,139,96,clockwise,21
170,27,107,11,"(0,18] degrees",right,0.4,46,27,anticlockwise,-16
37,125,77,104,"(18,36] degrees",neutral,0.4,107,125,anticlockwise,-21
99,40,100,130,"(0,18] degrees",left,-0.4,82,99,clockwise,1
161,121,119,157,"(18,36] degrees",right,0.4,79,121,clockwise,36
159,73,142,122,"(0,18] degrees",neutral,-0.4,136,159,anticlockwise,-17
139,112,120,175,"(18,36] degrees",left,-0.4,137,139,anticlockwise,-19
29,82,164,91,"(0,18] degrees",right,0.4,59,82,clockwise,9
27,149,129,184,"(18,36] degrees",neutral,0.4,109,149,clockwise,35
89,48,76,50,"(0,18] degrees",left,-0.4,76,89,anticlockwise,-13
90,27,79,-1,"(18,36] degrees",right,0.4,65,27,anticlockwise,-28
100,176,102,161,"(0,18] degrees",neutral,-0.4,145,100,clockwise,2
78,14,103,50,"(18,36] degrees",left,-0.4,110,78,clockwise,25
28,95,12,78,"(0,18] degrees",right,0.4,115,95,anticlockwise,-17
89,25,95,-5,"(18,36] degrees",neutral,0.4,21,25,anticlockwise,-30
