left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
77,123,92,29,"(0,18] degrees",neutral,-0.4,55,77,clockwise,15
103,144,131,105,"(18,36] degrees",left,-0.4,92,103,clockwise,28
32,58,92,48,"(0,18] degrees",right,0.4,92,58,anticlockwise,-10
174,82,94,63,"(18,36] degrees",neutral,0.4,110,82,anticlockwise,-19
99,31,101,131,"(0,18] degrees",left,-0.4,110,99,clockwise,2
174,55,164,77,"(18,36] degrees",right,0.4,92,55,clockwise,22
128,54,127,176,"(0,18] degrees",neutral,-0.4,136,128,anticlockwise,-1
89,27,61,28,"(18,36] degrees",left,-0.4,65,89,anticlockwise,-28
102,169,61,182,"(0,18] degrees",right,0.4,130,169,clockwise,13
30,161,99,192,"(18,36] degrees",neutral,0.4,134,161,clockwise,31
162,85,148,100,"(0,18] degrees",left,-0.4,128,162,anticlockwise,-14
19,125,143,95,"(18,36] degrees",right,0.4,110,125,anticlockwise,-30
179,77,180,76,"(0,18] degrees",neutral,-0.4,153,179,clockwise,1
42,143,62,9,"(18,36] degrees",left,-0.4,24,42,clockwise,20
158,48,132,47,"(0,18] degrees",right,0.4,12,48,anticlockwise,-1
164,90,3,55,"(18,36] degrees",neutral,0.4,62,90,anticlockwise,-35
168,124,181,85,"(0,18] degrees",left,-0.4,197,168,clockwise,13
119,49,100,73,"(18,36] degrees",right,0.4,33,49,clockwise,24
109,168,91,47,"(0,18] degrees",neutral,-0.4,81,109,anticlockwise,-18
137,173,109,19,"(18,36] degrees",left,-0.4,130,137,anticlockwise,-28
161,61,7,75,"(0,18] degrees",right,0.4,49,61,clockwise,14
121,153,96,186,"(18,36] degrees",neutral,0.4,172,153,clockwise,33
29,177,12,107,"(0,18] degrees",left,-0.4,73,29,anticlockwise,-17
37,118,151,97,"(18,36] degrees",right,0.4,122,118,anticlockwise,-21
92,27,107,49,"(0,18] degrees",neutral,-0.4,86,92,clockwise,15
88,66,109,133,"(18,36] degrees",left,-0.4,55,88,clockwise,21
106,38,86,31,"(0,18] degrees",right,0.4,19,38,anticlockwise,-7
70,94,159,61,"(18,36] degrees",neutral,0.4,52,94,anticlockwise,-33
127,82,141,67,"(0,18] degrees",left,-0.4,158,127,clockwise,14
145,61,46,90,"(18,36] degrees",right,0.4,94,61,clockwise,29
74,163,62,96,"(0,18] degrees",neutral,-0.4,58,74,anticlockwise,-12
20,64,-5,22,"(18,36] degrees",left,-0.4,52,20,anticlockwise,-25
149,30,69,48,"(0,18] degrees",right,0.4,62,30,clockwise,18
118,18,179,42,"(18,36] degrees",neutral,0.4,58,18,clockwise,24
92,16,77,32,"(0,18] degrees",left,-0.4,107,92,anticlockwise,-15
34,87,27,67,"(18,36] degrees",right,0.4,82,87,anticlockwise,-20
23,137,39,80,"(0,18] degrees",neutral,-0.4,18,23,clockwise,16
13,130,45,86,"(18,36] degrees",left,-0.4,32,13,clockwise,32
7,84,97,73,"(0,18] degrees",right,0.4,43,84,anticlockwise,-11
167,141,19,117,"(18,36] degrees",neutral,0.4,98,141,anticlockwise,-24
120,15,123,27,"(0,18] degrees",left,-0.4,137,120,clockwise,3
158,112,90,146,"(18,36] degrees",right,0.4,148,112,clockwise,34
60,0,45,92,"(0,18] degrees",neutral,-0.4,57,60,anticlockwise,-15
137,24,106,162,"(18,36] degrees",left,-0.4,180,137,anticlockwise,-31
88,130,36,131,"(0,18] degrees",right,0.4,153,130,clockwise,1
64,17,128,43,"(18,36] degrees",neutral,0.4,8,17,clockwise,26
168,94,164,46,"(0,18] degrees",left,-0.4,135,168,anticlockwise,-4
87,37,175,15,"(18,36] degrees",right,0.4,23,37,anticlockwise,-22
39,155,54,112,"(0,18] degrees",neutral,-0.4,81,39,clockwise,15
9,154,30,60,"(18,36] degrees",left,-0.4,48,9,clockwise,21
85,40,83,32,"(0,18] degrees",right,0.4,80,40,anticlockwise,-8
131,86,170,61,"(18,36] degrees",neutral,0.4,87,86,anticlockwise,-25
125,153,140,21,"(0,18] degrees",left,-0.4,158,125,clockwise,15
79,135,51,169,"(18,36] degrees",right,0.4,160,135,clockwise,34
89,12,85,17,"(0,18] degrees",neutral,-0.4,122,89,anticlockwise,-4
113,177,79,55,"(18,36] degrees",left,-0.4,151,113,anticlockwise,-34
52,16,110,24,"(0,18] degrees",right,0.4,18,16,clockwise,8
140,45,21,73,"(18,36] degrees",neutral,0.4,13,45,clockwise,28
153,107,147,124,"(0,18] degrees",left,-0.4,129,153,anticlockwise,-6
56,143,62,123,"(18,36] degrees",right,0.4,152,143,anticlockwise,-20
24,71,41,102,"(0,18] degrees",neutral,-0.4,57,24,clockwise,17
50,129,72,117,"(18,36] degrees",left,-0.4,71,50,clockwise,22
99,60,115,47,"(0,18] degrees",right,0.4,59,60,anticlockwise,-13
120,79,144,49,"(18,36] degrees",neutral,0.4,77,79,anticlockwise,-30
105,156,106,59,"(0,18] degrees",left,-0.4,148,105,clockwise,1
160,16,57,36,"(18,36] degrees",right,0.4,49,16,clockwise,20
25,98,13,34,"(0,18] degrees",neutral,-0.4,35,25,anticlockwise,-12
5,84,-30,122,"(18,36] degrees",left,-0.4,34,5,anticlockwise,-35
26,126,164,130,"(0,18] degrees",right,0.4,158,126,clockwise,4
158,110,94,138,"(18,36] degrees",neutral,0.4,85,110,clockwise,28
