left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
8,85,14,171,"(0,18] degrees",neutral,-0.4,-25,8,clockwise,6
169,74,198,70,"(18,36] degrees",left,-0.4,191,169,clockwise,29
173,85,34,67,"(0,18] degrees",right,0.4,70,85,anticlockwise,-18
112,55,51,31,"(18,36] degrees",neutral,0.4,23,55,anticlockwise,-24
78,21,94,10,"(0,18] degrees",left,-0.4,80,78,clockwise,16
152,90,43,122,"(18,36] degrees",right,0.4,74,90,clockwise,32
57,120,50,154,"(0,18] degrees",neutral,-0.4,87,57,anticlockwise,-7
79,41,50,142,"(18,36] degrees",left,-0.4,117,79,anticlockwise,-29
50,120,26,136,"(0,18] degrees",right,0.4,106,120,clockwise,16
99,55,13,75,"(18,36] degrees",neutral,0.4,40,55,clockwise,20
126,75,111,159,"(0,18] degrees",left,-0.4,117,126,anticlockwise,-15
12,76,133,41,"(18,36] degrees",right,0.4,107,76,anticlockwise,-35
4,72,7,85,"(0,18] degrees",neutral,-0.4,-39,4,clockwise,3
108,162,139,179,"(18,36] degrees",left,-0.4,104,108,clockwise,31
155,65,114,63,"(0,18] degrees",right,0.4,62,65,anticlockwise,-2
27,76,142,43,"(18,36] degrees",neutral,0.4,100,76,anticlockwise,-33
1,27,2,84,"(0,18] degrees",left,-0.4,-7,1,clockwise,1
167,41,153,69,"(18,36] degrees",right,0.4,68,41,clockwise,28
93,28,87,61,"(0,18] degrees",neutral,-0.4,118,93,anticlockwise,-6
2,105,-31,50,"(18,36] degrees",left,-0.4,43,2,anticlockwise,-33
0,107,17,115,"(0,18] degrees",right,0.4,95,107,clockwise,8
113,27,95,57,"(18,36] degrees",neutral,0.4,69,27,clockwise,30
133,40,117,79,"(0,18] degrees",left,-0.4,94,133,anticlockwise,-16
168,102,14,80,"(18,36] degrees",right,0.4,64,102,anticlockwise,-22
57,24,75,107,"(0,18] degrees",neutral,-0.4,99,57,clockwise,18
35,106,63,173,"(18,36] degrees",left,-0.4,14,35,clockwise,28
100,135,168,132,"(0,18] degrees",right,0.4,120,135,anticlockwise,-3
148,59,162,31,"(18,36] degrees",neutral,0.4,28,59,anticlockwise,-28
115,32,124,155,"(0,18] degrees",left,-0.4,104,115,clockwise,9
23,149,29,184,"(18,36] degrees",right,0.4,186,149,clockwise,35
74,160,69,2,"(0,18] degrees",neutral,-0.4,108,74,anticlockwise,-5
52,160,33,100,"(18,36] degrees",left,-0.4,83,52,anticlockwise,-19
132,172,93,182,"(0,18] degrees",right,0.4,197,172,clockwise,10
106,170,162,203,"(18,36] degrees",neutral,0.4,204,170,clockwise,33
70,50,53,163,"(0,18] degrees",left,-0.4,108,70,anticlockwise,-17
108,128,171,97,"(18,36] degrees",right,0.4,161,128,anticlockwise,-31
31,147,45,131,"(0,18] degrees",neutral,-0.4,34,31,clockwise,14
26,126,46,80,"(18,36] degrees",left,-0.4,54,26,clockwise,20
97,120,23,108,"(0,18] degrees",right,0.4,101,120,anticlockwise,-12
99,13,17,-16,"(18,36] degrees",neutral,0.4,5,13,anticlockwise,-29
149,69,159,136,"(0,18] degrees",left,-0.4,104,149,clockwise,10
82,41,128,73,"(18,36] degrees",right,0.4,56,41,clockwise,32
97,40,90,39,"(0,18] degrees",neutral,-0.4,73,97,anticlockwise,-7
117,81,82,138,"(18,36] degrees",left,-0.4,108,117,anticlockwise,-35
103,134,125,146,"(0,18] degrees",right,0.4,90,134,clockwise,12
167,55,19,76,"(18,36] degrees",neutral,0.4,69,55,clockwise,21
121,158,110,141,"(0,18] degrees",left,-0.4,134,121,anticlockwise,-11
26,54,165,35,"(18,36] degrees",right,0.4,91,54,anticlockwise,-19
85,126,86,171,"(0,18] degrees",neutral,-0.4,64,85,clockwise,1
100,24,124,28,"(18,36] degrees",left,-0.4,70,100,clockwise,24
1,49,164,44,"(0,18] degrees",right,0.4,40,49,anticlockwise,-5
140,79,83,55,"(18,36] degrees",neutral,0.4,42,79,anticlockwise,-24
108,148,112,66,"(0,18] degrees",left,-0.4,136,108,clockwise,4
37,13,113,36,"(18,36] degrees",right,0.4,-32,13,clockwise,23
68,40,51,12,"(0,18] degrees",neutral,-0.4,56,68,anticlockwise,-17
27,91,-4,79,"(18,36] degrees",left,-0.4,33,27,anticlockwise,-31
158,100,24,116,"(0,18] degrees",right,0.4,57,100,clockwise,16
81,172,93,196,"(18,36] degrees",neutral,0.4,139,172,clockwise,24
31,134,27,169,"(0,18] degrees",left,-0.4,11,31,anticlockwise,-4
8,106,6,75,"(18,36] degrees",right,0.4,73,106,anticlockwise,-31
10,146,11,151,"(0,18] degrees",neutral,-0.4,-23,10,clockwise,1
37,145,61,36,"(18,36] degrees",left,-0.4,-1,37,clockwise,24
162,88,174,83,"(0,18] degrees",right,0.4,116,88,anticlockwise,-5
82,55,100,25,"(18,36] degrees",neutral,0.4,38,55,anticlockwise,-30
71,169,82,6,"(0,18] degrees",left,-0.4,31,71,clockwise,11
121,80,19,108,"(18,36] degrees",right,0.4,96,80,clockwise,28
11,88,-1,128,"(0,18] degrees",neutral,-0.4,8,11,anticlockwise,-12
131,83,109,53,"(18,36] degrees",left,-0.4,150,131,anticlockwise,-22
115,177,148,193,"(0,18] degrees",right,0.4,139,177,clockwise,16
133,87,98,119,"(18,36] degrees",neutral,0.4,127,87,clockwise,32
23,162,21,101,"(0,18] degrees",left,-0.4,52,23,anticlockwise,-2
14,88,148,54,"(18,36] degrees",right,0.4,66,88,anticlockwise,-34
1,114,5,113,"(0,18] degrees",neutral,-0.4,41,1,clockwise,4
153,127,176,101,"(18,36] degrees",left,-0.4,182,153,clockwise,23
151,32,61,21,"(0,18] degrees",right,0.4,-11,32,anticlockwise,-11
62,128,70,104,"(18,36] degrees",neutral,0.4,137,128,anticlockwise,-24
179,78,185,127,"(0,18] degrees",left,-0.4,192,179,clockwise,6
39,65,122,85,"(18,36] degrees",right,0.4,93,65,clockwise,20
162,36,144,121,"(0,18] degrees",neutral,-0.4,140,162,anticlockwise,-18
131,66,101,141,"(18,36] degrees",left,-0.4,136,131,anticlockwise,-30
19,117,152,125,"(0,18] degrees",right,0.4,159,117,clockwise,8
151,121,36,153,"(18,36] degrees",neutral,0.4,97,121,clockwise,32
22,68,17,73,"(0,18] degrees",left,-0.4,49,22,anticlockwise,-5
70,134,6,103,"(18,36] degrees",right,0.4,133,134,anticlockwise,-31
54,164,67,37,"(0,18] degrees",neutral,-0.4,86,54,clockwise,13
58,134,88,3,"(18,36] degrees",left,-0.4,90,58,clockwise,30
126,103,49,99,"(0,18] degrees",right,0.4,61,103,anticlockwise,-4
77,49,108,27,"(18,36] degrees",neutral,0.4,45,49,anticlockwise,-22
165,140,173,147,"(0,18] degrees",left,-0.4,129,165,clockwise,8
