left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
43,169,44,143,"(0,18] degrees",neutral,-0.4,26,43,clockwise,1
164,72,188,93,"(18,36] degrees",left,-0.4,198,164,clockwise,24
177,72,59,122,"(36,54] degrees",right,0.4,81,72,clockwise,50
90,112,87,175,"(54,72] degrees",neutral,0.4,150,112,clockwise,63
116,20,205,151,"(72,90] degrees",left,-0.4,131,116,clockwise,89
61,130,78,126,"(0,18] degrees",right,0.4,174,130,anticlockwise,-4
74,12,53,146,"(18,36] degrees",neutral,-0.4,46,74,anticlockwise,-21
158,89,116,45,"(36,54] degrees",left,-0.4,157,158,anticlockwise,-42
24,112,93,53,"(54,72] degrees",right,0.4,118,112,anticlockwise,-59
129,104,77,22,"(72,90] degrees",neutral,0.4,124,104,anticlockwise,-82
156,124,171,46,"(0,18] degrees",left,-0.4,134,156,clockwise,15
107,21,108,57,"(18,36] degrees",right,0.4,52,21,clockwise,36
169,18,212,167,"(36,54] degrees",neutral,-0.4,184,169,clockwise,43
