left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
64,136,77,169,"(0,18] degrees",neutral,-0.4,98,64,clockwise,13
5,50,33,178,"(18,36] degrees",left,-0.4,-20,5,clockwise,28
102,140,88,128,"(0,18] degrees",right,0.4,147,140,anticlockwise,-12
110,163,175,127,"(18,36] degrees",neutral,0.4,167,163,anticlockwise,-36
149,3,154,65,"(0,18] degrees",left,-0.4,143,149,clockwise,5
140,39,122,71,"(18,36] degrees",right,0.4,19,39,clockwise,32
159,34,148,122,"(0,18] degrees",neutral,-0.4,198,159,anticlockwise,-11
162,21,127,65,"(18,36] degrees",left,-0.4,173,162,anticlockwise,-35
123,37,114,46,"(0,18] degrees",right,0.4,25,37,clockwise,9
17,54,122,89,"(18,36] degrees",neutral,0.4,43,54,clockwise,35
176,142,175,68,"(0,18] degrees",left,-0.4,214,176,anticlockwise,-1
123,59,57,29,"(18,36] degrees",right,0.4,82,59,anticlockwise,-30
113,142,117,21,"(0,18] degrees",neutral,-0.4,112,113,clockwise,4
93,150,113,143,"(18,36] degrees",left,-0.4,50,93,clockwise,20
36,173,101,171,"(0,18] degrees",right,0.4,218,173,anticlockwise,-2
96,39,127,3,"(18,36] degrees",neutral,0.4,4,39,anticlockwise,-36
66,161,82,13,"(0,18] degrees",left,-0.4,37,66,clockwise,16
164,38,134,71,"(18,36] degrees",right,0.4,60,38,clockwise,33
179,46,164,25,"(0,18] degrees",neutral,-0.4,137,179,anticlockwise,-15
40,109,12,32,"(18,36] degrees",left,-0.4,-2,40,anticlockwise,-28
27,132,173,145,"(0,18] degrees",right,0.4,121,132,clockwise,13
135,32,79,59,"(18,36] degrees",neutral,0.4,64,32,clockwise,27
69,156,66,153,"(0,18] degrees",left,-0.4,24,69,anticlockwise,-3
35,98,113,73,"(18,36] degrees",right,0.4,66,98,anticlockwise,-25
110,57,120,169,"(0,18] degrees",neutral,-0.4,148,110,clockwise,10
