left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
156,34,163,121,"(0,18] degrees",neutral,-0.4,124,156,clockwise,7
105,133,130,172,"(18,36] degrees",left,-0.4,62,105,clockwise,25
170,86,0,134,"(36,54] degrees",right,0.4,72,86,clockwise,48
81,2,135,65,"(54,72] degrees",neutral,0.4,38,2,clockwise,63
78,52,155,22,"(72,90] degrees",left,-0.4,120,78,clockwise,77
112,166,175,155,"(0,18] degrees",right,0.4,134,166,anticlockwise,-11
68,90,46,87,"(18,36] degrees",neutral,-0.4,33,68,anticlockwise,-22
56,176,17,175,"(36,54] degrees",left,-0.4,71,56,anticlockwise,-39
174,76,34,11,"(54,72] degrees",right,0.4,86,76,anticlockwise,-65
31,79,125,-6,"(72,90] degrees",neutral,0.4,102,79,anticlockwise,-85
150,50,164,29,"(0,18] degrees",left,-0.4,185,150,clockwise,14
51,0,56,27,"(18,36] degrees",right,0.4,2,0,clockwise,27
46,114,96,147,"(36,54] degrees",neutral,-0.4,87,46,clockwise,50
