left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
5,55,6,145,"(0,18] degrees",neutral,-0.4,35,5,clockwise,1
0,70,26,172,"(18,36] degrees",left,-0.4,6,0,clockwise,26
161,128,51,182,"(36,54] degrees",right,0.4,92,128,clockwise,54
173,118,66,186,"(54,72] degrees",neutral,0.4,137,118,clockwise,68
176,98,258,121,"(72,90] degrees",left,-0.4,216,176,clockwise,82
77,153,0,148,"(0,18] degrees",right,0.4,170,153,anticlockwise,-5
78,173,46,87,"(18,36] degrees",neutral,-0.4,84,78,anticlockwise,-32
29,0,-10,25,"(36,54] degrees",left,-0.4,24,29,anticlockwise,-39
48,156,164,87,"(54,72] degrees",right,0.4,168,156,anticlockwise,-69
40,153,119,77,"(72,90] degrees",neutral,0.4,152,153,anticlockwise,-76
5,41,22,105,"(0,18] degrees",left,-0.4,-1,5,clockwise,17
95,146,85,175,"(18,36] degrees",right,0.4,170,146,clockwise,29
111,174,155,75,"(36,54] degrees",neutral,-0.4,148,111,clockwise,44
