left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
170,56,181,79,"(0,18] degrees",neutral,-0.4,184,170,clockwise,11
128,61,147,37,"(18,36] degrees",left,-0.4,143,128,clockwise,19
123,19,53,6,"(0,18] degrees",right,0.4,-5,19,anticlockwise,-13
141,18,41,-6,"(18,36] degrees",neutral,0.4,55,18,anticlockwise,-24
7,102,11,107,"(0,18] degrees",left,-0.4,-8,7,clockwise,4
44,5,69,37,"(18,36] degrees",right,0.4,-3,5,clockwise,32
98,155,89,172,"(0,18] degrees",neutral,-0.4,58,98,anticlockwise,-9
75,135,40,133,"(18,36] degrees",left,-0.4,93,75,anticlockwise,-35
64,98,70,104,"(0,18] degrees",right,0.4,54,98,clockwise,6
113,176,82,204,"(18,36] degrees",neutral,0.4,202,176,clockwise,28
141,14,126,156,"(0,18] degrees",left,-0.4,179,141,anticlockwise,-15
36,122,19,90,"(18,36] degrees",right,0.4,150,122,anticlockwise,-32
148,80,152,58,"(0,18] degrees",neutral,-0.4,192,148,clockwise,4
102,29,132,21,"(18,36] degrees",left,-0.4,109,102,clockwise,30
151,94,21,81,"(0,18] degrees",right,0.4,113,94,anticlockwise,-13
18,119,174,86,"(18,36] degrees",neutral,0.4,160,119,anticlockwise,-33
153,176,171,13,"(0,18] degrees",left,-0.4,130,153,clockwise,18
134,10,90,46,"(18,36] degrees",right,0.4,-10,10,clockwise,36
18,100,17,45,"(0,18] degrees",neutral,-0.4,6,18,anticlockwise,-1
179,26,156,79,"(18,36] degrees",left,-0.4,149,179,anticlockwise,-23
81,147,88,150,"(0,18] degrees",right,0.4,129,147,clockwise,3
130,89,51,123,"(18,36] degrees",neutral,0.4,109,89,clockwise,34
161,90,148,53,"(0,18] degrees",left,-0.4,197,161,anticlockwise,-13
20,160,13,134,"(18,36] degrees",right,0.4,201,160,anticlockwise,-26
179,67,188,147,"(0,18] degrees",neutral,-0.4,158,179,clockwise,9
168,9,202,176,"(18,36] degrees",left,-0.4,195,168,clockwise,34
68,161,117,150,"(0,18] degrees",right,0.4,176,161,anticlockwise,-11
14,83,21,51,"(18,36] degrees",neutral,0.4,63,83,anticlockwise,-32
40,175,42,164,"(0,18] degrees",left,-0.4,0,40,clockwise,2
134,158,143,178,"(18,36] degrees",right,0.4,186,158,clockwise,20
34,168,26,48,"(0,18] degrees",neutral,-0.4,36,34,anticlockwise,-8
6,137,-15,16,"(18,36] degrees",left,-0.4,5,6,anticlockwise,-21
55,116,159,126,"(0,18] degrees",right,0.4,159,116,clockwise,10
3,49,37,69,"(18,36] degrees",neutral,0.4,49,49,clockwise,20
29,172,11,125,"(0,18] degrees",left,-0.4,40,29,anticlockwise,-18
10,99,128,69,"(18,36] degrees",right,0.4,78,99,anticlockwise,-30
103,0,107,82,"(0,18] degrees",neutral,-0.4,81,103,clockwise,4
94,128,126,17,"(18,36] degrees",left,-0.4,71,94,clockwise,32
23,120,8,102,"(0,18] degrees",right,0.4,141,120,anticlockwise,-18
153,102,49,79,"(18,36] degrees",neutral,0.4,77,102,anticlockwise,-23
137,19,155,72,"(0,18] degrees",left,-0.4,171,137,clockwise,18
