left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
133,86,143,167,"(0,18] degrees",neutral,-0.4,157,133,clockwise,10
63,111,84,104,"(18,36] degrees",left,-0.4,77,63,clockwise,21
66,167,111,161,"(0,18] degrees",right,0.4,157,167,anticlockwise,-6
66,172,22,136,"(18,36] degrees",neutral,0.4,137,172,anticlockwise,-36
62,108,78,7,"(0,18] degrees",left,-0.4,91,62,clockwise,16
104,45,9,69,"(18,36] degrees",right,0.4,49,45,clockwise,24
170,138,153,179,"(0,18] degrees",neutral,-0.4,152,170,anticlockwise,-17
160,7,140,51,"(18,36] degrees",left,-0.4,117,160,anticlockwise,-20
25,64,161,80,"(0,18] degrees",right,0.4,38,64,clockwise,16
156,100,40,130,"(18,36] degrees",neutral,0.4,84,100,clockwise,30
127,174,118,97,"(0,18] degrees",left,-0.4,102,127,anticlockwise,-9
175,111,21,76,"(18,36] degrees",right,0.4,85,111,anticlockwise,-35
54,26,68,139,"(0,18] degrees",neutral,-0.4,49,54,clockwise,14
114,7,142,1,"(18,36] degrees",left,-0.4,131,114,clockwise,28
143,68,23,66,"(0,18] degrees",right,0.4,24,68,anticlockwise,-2
167,83,115,62,"(18,36] degrees",neutral,0.4,109,83,anticlockwise,-21
89,17,104,55,"(0,18] degrees",left,-0.4,100,89,clockwise,15
165,36,122,66,"(18,36] degrees",right,0.4,54,36,clockwise,30
126,86,112,43,"(0,18] degrees",neutral,-0.4,116,126,anticlockwise,-14
7,129,-28,179,"(18,36] degrees",left,-0.4,36,7,anticlockwise,-35
44,130,24,131,"(0,18] degrees",right,0.4,104,130,clockwise,1
156,82,146,103,"(18,36] degrees",neutral,0.4,104,82,clockwise,21
33,13,29,116,"(0,18] degrees",left,-0.4,49,33,anticlockwise,-4
82,37,61,7,"(18,36] degrees",right,0.4,78,37,anticlockwise,-30
25,5,28,140,"(0,18] degrees",neutral,-0.4,-8,25,clockwise,3
108,153,138,80,"(18,36] degrees",left,-0.4,151,108,clockwise,30
118,157,109,142,"(0,18] degrees",right,0.4,190,157,anticlockwise,-15
129,94,17,74,"(18,36] degrees",neutral,0.4,133,94,anticlockwise,-20
166,84,183,109,"(0,18] degrees",left,-0.4,180,166,clockwise,17
129,9,76,39,"(18,36] degrees",right,0.4,-12,9,clockwise,30
67,41,58,28,"(0,18] degrees",neutral,-0.4,70,67,anticlockwise,-9
81,160,50,21,"(18,36] degrees",left,-0.4,83,81,anticlockwise,-31
122,54,114,66,"(0,18] degrees",right,0.4,61,54,clockwise,12
179,64,5,99,"(18,36] degrees",neutral,0.4,93,64,clockwise,35
36,111,30,142,"(0,18] degrees",left,-0.4,3,36,anticlockwise,-6
40,157,158,127,"(18,36] degrees",right,0.4,130,157,anticlockwise,-30
9,45,18,117,"(0,18] degrees",neutral,-0.4,-24,9,clockwise,9
65,40,99,120,"(18,36] degrees",left,-0.4,50,65,clockwise,34
46,122,49,110,"(0,18] degrees",right,0.4,124,122,anticlockwise,-12
107,155,81,136,"(18,36] degrees",neutral,0.4,184,155,anticlockwise,-19
130,151,141,78,"(0,18] degrees",left,-0.4,106,130,clockwise,11
77,114,40,133,"(18,36] degrees",right,0.4,140,114,clockwise,19
157,86,149,127,"(0,18] degrees",neutral,-0.4,153,157,anticlockwise,-8
166,114,132,167,"(18,36] degrees",left,-0.4,156,166,anticlockwise,-34
90,62,31,71,"(0,18] degrees",right,0.4,19,62,clockwise,9
55,122,175,141,"(18,36] degrees",neutral,0.4,117,122,clockwise,19
0,94,-8,42,"(0,18] degrees",left,-0.4,21,0,anticlockwise,-8
149,80,78,46,"(18,36] degrees",right,0.4,63,80,anticlockwise,-34
9,163,26,153,"(0,18] degrees",neutral,-0.4,35,9,clockwise,17
151,8,173,148,"(18,36] degrees",left,-0.4,141,151,clockwise,22
131,40,53,25,"(0,18] degrees",right,0.4,49,40,anticlockwise,-15
18,50,171,20,"(18,36] degrees",neutral,0.4,23,50,anticlockwise,-30
45,150,60,1,"(0,18] degrees",left,-0.4,18,45,clockwise,15
56,29,86,54,"(18,36] degrees",right,0.4,66,29,clockwise,25
107,168,89,26,"(0,18] degrees",neutral,-0.4,135,107,anticlockwise,-18
110,48,86,52,"(18,36] degrees",left,-0.4,118,110,anticlockwise,-24
83,3,89,19,"(0,18] degrees",right,0.4,40,3,clockwise,16
153,117,50,144,"(18,36] degrees",neutral,0.4,94,117,clockwise,27
36,121,20,133,"(0,18] degrees",left,-0.4,63,36,anticlockwise,-16
36,107,18,71,"(18,36] degrees",right,0.4,84,107,anticlockwise,-36
8,87,17,133,"(0,18] degrees",neutral,-0.4,-16,8,clockwise,9
84,168,115,59,"(18,36] degrees",left,-0.4,77,84,clockwise,31
18,69,171,59,"(0,18] degrees",right,0.4,84,69,anticlockwise,-10
67,27,149,-1,"(18,36] degrees",neutral,0.4,31,27,anticlockwise,-28
143,76,146,20,"(0,18] degrees",left,-0.4,151,143,clockwise,3
130,84,1,119,"(18,36] degrees",right,0.4,67,84,clockwise,35
11,143,4,128,"(0,18] degrees",neutral,-0.4,17,11,anticlockwise,-7
120,152,88,135,"(18,36] degrees",left,-0.4,90,120,anticlockwise,-32
114,141,34,145,"(0,18] degrees",right,0.4,97,141,clockwise,4
0,152,101,187,"(18,36] degrees",neutral,0.4,178,152,clockwise,35
137,170,134,43,"(0,18] degrees",left,-0.4,98,137,anticlockwise,-3
11,140,34,114,"(18,36] degrees",right,0.4,125,140,anticlockwise,-26
174,48,191,44,"(0,18] degrees",neutral,-0.4,146,174,clockwise,17
74,47,104,69,"(18,36] degrees",left,-0.4,100,74,clockwise,30
171,87,43,71,"(0,18] degrees",right,0.4,44,87,anticlockwise,-16
3,90,103,68,"(18,36] degrees",neutral,0.4,92,90,anticlockwise,-22
154,104,172,27,"(0,18] degrees",left,-0.4,195,154,clockwise,18
155,12,94,37,"(18,36] degrees",right,0.4,31,12,clockwise,25
37,90,21,112,"(0,18] degrees",neutral,-0.4,2,37,anticlockwise,-16
115,22,91,10,"(18,36] degrees",left,-0.4,130,115,anticlockwise,-24
86,0,165,16,"(0,18] degrees",right,0.4,6,0,clockwise,16
8,39,96,71,"(18,36] degrees",neutral,0.4,23,39,clockwise,32
61,94,48,117,"(0,18] degrees",left,-0.4,55,61,anticlockwise,-13
136,53,128,28,"(18,36] degrees",right,0.4,68,53,anticlockwise,-25
68,114,84,140,"(0,18] degrees",neutral,-0.4,71,68,clockwise,16
86,157,106,140,"(18,36] degrees",left,-0.4,96,86,clockwise,20
147,24,141,20,"(0,18] degrees",right,0.4,-7,24,anticlockwise,-4
111,43,96,15,"(18,36] degrees",neutral,0.4,61,43,anticlockwise,-28
0,58,13,92,"(0,18] degrees",left,-0.4,-42,0,clockwise,13
70,104,43,123,"(18,36] degrees",right,0.4,109,104,clockwise,19
135,39,126,35,"(0,18] degrees",neutral,-0.4,145,135,anticlockwise,-9
14,51,-18,87,"(18,36] degrees",left,-0.4,35,14,anticlockwise,-32
172,59,2,73,"(0,18] degrees",right,0.4,46,59,clockwise,14
31,7,145,28,"(18,36] degrees",neutral,0.4,43,7,clockwise,21
14,157,13,105,"(0,18] degrees",left,-0.4,-12,14,anticlockwise,-1
76,17,145,-6,"(18,36] degrees",right,0.4,11,17,anticlockwise,-23
76,122,85,117,"(0,18] degrees",neutral,-0.4,64,76,clockwise,9
125,7,145,92,"(18,36] degrees",left,-0.4,101,125,clockwise,20
51,97,143,79,"(0,18] degrees",right,0.4,65,97,anticlockwise,-18
0,62,74,40,"(18,36] degrees",neutral,0.4,101,62,anticlockwise,-22
130,22,140,98,"(0,18] degrees",left,-0.4,100,130,clockwise,10
177,142,93,172,"(18,36] degrees",right,0.4,186,142,clockwise,30
15,117,9,164,"(0,18] degrees",neutral,-0.4,5,15,anticlockwise,-6
171,107,140,56,"(18,36] degrees",left,-0.4,194,171,anticlockwise,-31
41,5,83,19,"(0,18] degrees",right,0.4,21,5,clockwise,14
22,158,121,184,"(18,36] degrees",neutral,0.4,201,158,clockwise,26
39,111,32,3,"(0,18] degrees",left,-0.4,56,39,anticlockwise,-7
76,162,51,131,"(18,36] degrees",right,0.4,176,162,anticlockwise,-31
10,116,11,91,"(0,18] degrees",neutral,-0.4,14,10,clockwise,1
150,66,174,60,"(18,36] degrees",left,-0.4,131,150,clockwise,24
13,159,122,146,"(0,18] degrees",right,0.4,123,159,anticlockwise,-13
96,124,110,88,"(18,36] degrees",neutral,0.4,103,124,anticlockwise,-36
112,169,119,31,"(0,18] degrees",left,-0.4,104,112,clockwise,7
114,137,20,160,"(18,36] degrees",right,0.4,150,137,clockwise,23
64,156,56,93,"(0,18] degrees",neutral,-0.4,33,64,anticlockwise,-8
118,53,92,17,"(18,36] degrees",left,-0.4,128,118,anticlockwise,-26
108,62,179,71,"(0,18] degrees",right,0.4,75,62,clockwise,9
154,49,52,76,"(18,36] degrees",neutral,0.4,62,49,clockwise,27
7,122,-1,152,"(0,18] degrees",left,-0.4,-31,7,anticlockwise,-8
174,153,57,124,"(18,36] degrees",right,0.4,179,153,anticlockwise,-29
96,177,101,141,"(0,18] degrees",neutral,-0.4,125,96,clockwise,5
54,24,88,16,"(18,36] degrees",left,-0.4,91,54,clockwise,34
23,2,64,-9,"(0,18] degrees",right,0.4,15,2,anticlockwise,-11
112,15,29,-9,"(18,36] degrees",neutral,0.4,24,15,anticlockwise,-24
12,83,20,45,"(0,18] degrees",left,-0.4,-1,12,clockwise,8
101,78,48,111,"(18,36] degrees",right,0.4,87,78,clockwise,33
154,11,150,19,"(0,18] degrees",neutral,-0.4,118,154,anticlockwise,-4
174,92,142,37,"(18,36] degrees",left,-0.4,140,174,anticlockwise,-32
16,72,147,76,"(0,18] degrees",right,0.4,28,72,clockwise,4
152,5,115,38,"(18,36] degrees",neutral,0.4,2,5,clockwise,33
1,42,-11,67,"(0,18] degrees",left,-0.4,-22,1,anticlockwise,-12
116,76,72,46,"(18,36] degrees",right,0.4,88,76,anticlockwise,-30
29,152,30,113,"(0,18] degrees",neutral,-0.4,28,29,clockwise,1
97,145,123,6,"(18,36] degrees",left,-0.4,139,97,clockwise,26
89,65,153,52,"(0,18] degrees",right,0.4,49,65,anticlockwise,-13
103,81,12,56,"(18,36] degrees",neutral,0.4,86,81,anticlockwise,-25
114,21,122,142,"(0,18] degrees",left,-0.4,94,114,clockwise,8
96,156,159,181,"(18,36] degrees",right,0.4,145,156,clockwise,25
179,153,173,42,"(0,18] degrees",neutral,-0.4,200,179,anticlockwise,-6
121,23,96,163,"(18,36] degrees",left,-0.4,133,121,anticlockwise,-25
178,64,85,65,"(0,18] degrees",right,0.4,37,64,clockwise,1
74,35,11,69,"(18,36] degrees",neutral,0.4,66,35,clockwise,34
112,145,94,116,"(0,18] degrees",left,-0.4,146,112,anticlockwise,-18
70,165,18,136,"(18,36] degrees",right,0.4,172,165,anticlockwise,-29
13,94,14,71,"(0,18] degrees",neutral,-0.4,13,13,clockwise,1
124,21,143,14,"(18,36] degrees",left,-0.4,140,124,clockwise,19
42,178,32,169,"(0,18] degrees",right,0.4,222,178,anticlockwise,-9
143,176,92,148,"(18,36] degrees",neutral,0.4,175,176,anticlockwise,-28
104,148,111,57,"(0,18] degrees",left,-0.4,92,104,clockwise,7
106,2,115,26,"(18,36] degrees",right,0.4,21,2,clockwise,24
162,45,150,129,"(0,18] degrees",neutral,-0.4,198,162,anticlockwise,-12
60,18,30,132,"(18,36] degrees",left,-0.4,85,60,anticlockwise,-30
21,117,12,127,"(0,18] degrees",right,0.4,90,117,clockwise,10
7,163,111,186,"(18,36] degrees",neutral,0.4,200,163,clockwise,23
95,20,88,28,"(0,18] degrees",left,-0.4,67,95,anticlockwise,-7
149,178,80,148,"(18,36] degrees",right,0.4,161,178,anticlockwise,-30
71,145,76,55,"(0,18] degrees",neutral,-0.4,89,71,clockwise,5
29,122,58,168,"(18,36] degrees",left,-0.4,68,29,clockwise,29
74,154,97,147,"(0,18] degrees",right,0.4,112,154,anticlockwise,-7
145,56,82,34,"(18,36] degrees",neutral,0.4,29,56,anticlockwise,-22
13,99,25,83,"(0,18] degrees",left,-0.4,0,13,clockwise,12
14,166,40,197,"(18,36] degrees",right,0.4,189,166,clockwise,31
0,117,-1,101,"(0,18] degrees",neutral,-0.4,42,0,anticlockwise,-1
60,20,35,106,"(18,36] degrees",left,-0.4,37,60,anticlockwise,-25
71,103,72,105,"(0,18] degrees",right,0.4,74,103,clockwise,2
171,124,113,144,"(18,36] degrees",neutral,0.4,96,124,clockwise,20
106,65,91,168,"(0,18] degrees",left,-0.4,90,106,anticlockwise,-15
69,144,86,113,"(18,36] degrees",right,0.4,177,144,anticlockwise,-31
147,33,160,6,"(0,18] degrees",neutral,-0.4,108,147,clockwise,13
33,167,55,177,"(18,36] degrees",left,-0.4,36,33,clockwise,22
31,144,99,136,"(0,18] degrees",right,0.4,166,144,anticlockwise,-8
138,95,35,75,"(18,36] degrees",neutral,0.4,111,95,anticlockwise,-20
0,109,7,38,"(0,18] degrees",left,-0.4,-11,0,clockwise,7
28,159,84,191,"(18,36] degrees",right,0.4,181,159,clockwise,32
168,92,156,14,"(0,18] degrees",neutral,-0.4,204,168,anticlockwise,-12
123,42,98,3,"(18,36] degrees",left,-0.4,124,123,anticlockwise,-25
176,146,103,149,"(0,18] degrees",right,0.4,173,146,clockwise,3
155,83,75,112,"(18,36] degrees",neutral,0.4,93,83,clockwise,29
6,75,-10,11,"(0,18] degrees",left,-0.4,44,6,anticlockwise,-16
3,102,173,75,"(18,36] degrees",right,0.4,127,102,anticlockwise,-27
37,138,52,144,"(0,18] degrees",neutral,-0.4,31,37,clockwise,15
144,178,169,40,"(18,36] degrees",left,-0.4,111,144,clockwise,25
89,0,49,-7,"(0,18] degrees",right,0.4,7,0,anticlockwise,-7
140,75,105,44,"(18,36] degrees",neutral,0.4,119,75,anticlockwise,-31
164,111,169,135,"(0,18] degrees",left,-0.4,204,164,clockwise,5
58,0,52,26,"(18,36] degrees",right,0.4,9,0,clockwise,26
39,131,35,88,"(0,18] degrees",neutral,-0.4,59,39,anticlockwise,-4
107,39,76,156,"(18,36] degrees",left,-0.4,82,107,anticlockwise,-31
50,84,30,94,"(0,18] degrees",right,0.4,91,84,clockwise,10
136,100,30,128,"(18,36] degrees",neutral,0.4,125,100,clockwise,28
105,33,94,133,"(0,18] degrees",left,-0.4,86,105,anticlockwise,-11
32,170,74,137,"(18,36] degrees",right,0.4,164,170,anticlockwise,-33
47,129,56,154,"(0,18] degrees",neutral,-0.4,40,47,clockwise,9
2,152,27,81,"(18,36] degrees",left,-0.4,47,2,clockwise,25
79,22,169,14,"(0,18] degrees",right,0.4,47,22,anticlockwise,-8
158,121,112,87,"(18,36] degrees",neutral,0.4,119,121,anticlockwise,-34
176,73,184,47,"(0,18] degrees",left,-0.4,148,176,clockwise,8
79,20,96,49,"(18,36] degrees",right,0.4,47,20,clockwise,29
105,44,103,49,"(0,18] degrees",neutral,-0.4,131,105,anticlockwise,-2
27,85,-9,52,"(18,36] degrees",left,-0.4,56,27,anticlockwise,-36
161,118,143,119,"(0,18] degrees",right,0.4,75,118,clockwise,1
54,122,84,153,"(18,36] degrees",neutral,0.4,147,122,clockwise,31
130,9,115,2,"(0,18] degrees",left,-0.4,103,130,anticlockwise,-15
173,18,51,-9,"(18,36] degrees",right,0.4,25,18,anticlockwise,-27
8,33,19,85,"(0,18] degrees",neutral,-0.4,27,8,clockwise,11
44,134,67,113,"(18,36] degrees",left,-0.4,5,44,clockwise,23
3,142,93,131,"(0,18] degrees",right,0.4,171,142,anticlockwise,-11
68,20,77,0,"(18,36] degrees",neutral,0.4,8,20,anticlockwise,-20
179,46,194,145,"(0,18] degrees",left,-0.4,177,179,clockwise,15
154,35,94,55,"(18,36] degrees",right,0.4,70,35,clockwise,20
59,100,48,4,"(0,18] degrees",neutral,-0.4,61,59,anticlockwise,-11
121,100,91,4,"(18,36] degrees",left,-0.4,85,121,anticlockwise,-30
151,96,23,105,"(0,18] degrees",right,0.4,134,96,clockwise,9
33,124,9,149,"(18,36] degrees",neutral,0.4,80,124,clockwise,25
93,42,84,126,"(0,18] degrees",left,-0.4,104,93,anticlockwise,-9
85,134,164,115,"(18,36] degrees",right,0.4,152,134,anticlockwise,-19
51,174,69,28,"(0,18] degrees",neutral,-0.4,67,51,clockwise,18
86,59,109,40,"(18,36] degrees",left,-0.4,49,86,clockwise,23
72,112,16,94,"(0,18] degrees",right,0.4,105,112,anticlockwise,-18
108,136,33,103,"(18,36] degrees",neutral,0.4,155,136,anticlockwise,-33
3,47,5,145,"(0,18] degrees",left,-0.4,-21,3,clockwise,2
24,144,86,173,"(18,36] degrees",right,0.4,125,144,clockwise,29
96,138,83,49,"(0,18] degrees",neutral,-0.4,64,96,anticlockwise,-13
51,162,16,70,"(18,36] degrees",left,-0.4,96,51,anticlockwise,-35
70,152,7,154,"(0,18] degrees",right,0.4,168,152,clockwise,2
119,22,157,45,"(18,36] degrees",neutral,0.4,8,22,clockwise,23
85,154,67,42,"(0,18] degrees",left,-0.4,95,85,anticlockwise,-18
12,154,82,124,"(18,36] degrees",right,0.4,131,154,anticlockwise,-30
178,112,183,86,"(0,18] degrees",neutral,-0.4,137,178,clockwise,5
170,35,199,155,"(18,36] degrees",left,-0.4,135,170,clockwise,29
129,72,103,66,"(0,18] degrees",right,0.4,70,72,anticlockwise,-6
86,44,54,23,"(18,36] degrees",neutral,0.4,30,44,anticlockwise,-21
92,53,107,132,"(0,18] degrees",left,-0.4,47,92,clockwise,15
77,51,117,80,"(18,36] degrees",right,0.4,82,51,clockwise,29
166,35,153,30,"(0,18] degrees",neutral,-0.4,168,166,anticlockwise,-13
99,77,74,133,"(18,36] degrees",left,-0.4,86,99,anticlockwise,-25
176,113,8,116,"(0,18] degrees",right,0.4,99,113,clockwise,3
170,56,21,78,"(18,36] degrees",neutral,0.4,85,56,clockwise,22
177,53,162,73,"(0,18] degrees",left,-0.4,181,177,anticlockwise,-15
110,43,102,7,"(18,36] degrees",right,0.4,58,43,anticlockwise,-36
77,35,80,102,"(0,18] degrees",neutral,-0.4,111,77,clockwise,3
160,7,194,138,"(18,36] degrees",left,-0.4,128,160,clockwise,34
117,138,95,126,"(0,18] degrees",right,0.4,140,138,anticlockwise,-12
65,106,159,87,"(18,36] degrees",neutral,0.4,69,106,anticlockwise,-19
95,49,101,50,"(0,18] degrees",left,-0.4,55,95,clockwise,6
90,6,109,40,"(18,36] degrees",right,0.4,-20,6,clockwise,34
23,139,7,110,"(0,18] degrees",neutral,-0.4,-3,23,anticlockwise,-16
80,158,46,73,"(18,36] degrees",left,-0.4,113,80,anticlockwise,-34
50,82,126,95,"(0,18] degrees",right,0.4,38,82,clockwise,13
39,128,117,148,"(18,36] degrees",neutral,0.4,161,128,clockwise,20
150,116,147,29,"(0,18] degrees",left,-0.4,147,150,anticlockwise,-3
163,34,114,4,"(18,36] degrees",right,0.4,34,34,anticlockwise,-30
86,19,93,67,"(0,18] degrees",neutral,-0.4,64,86,clockwise,7
166,67,200,51,"(18,36] degrees",left,-0.4,163,166,clockwise,34
124,17,96,8,"(0,18] degrees",right,0.4,0,17,anticlockwise,-9
174,46,123,16,"(18,36] degrees",neutral,0.4,24,46,anticlockwise,-30
131,64,143,39,"(0,18] degrees",left,-0.4,173,131,clockwise,12
152,102,27,131,"(18,36] degrees",right,0.4,132,102,clockwise,29
53,0,39,3,"(0,18] degrees",neutral,-0.4,25,53,anticlockwise,-14
99,173,70,27,"(18,36] degrees",left,-0.4,72,99,anticlockwise,-29
75,129,6,144,"(0,18] degrees",right,0.4,138,129,clockwise,15
4,37,147,59,"(18,36] degrees",neutral,0.4,16,37,clockwise,22
113,168,109,34,"(0,18] degrees",left,-0.4,151,113,anticlockwise,-4
174,124,1,91,"(18,36] degrees",right,0.4,142,124,anticlockwise,-33
156,115,174,67,"(0,18] degrees",neutral,-0.4,195,156,clockwise,18
2,137,38,150,"(18,36] degrees",left,-0.4,43,2,clockwise,36
20,43,87,26,"(0,18] degrees",right,0.4,12,43,anticlockwise,-17
179,62,140,41,"(18,36] degrees",neutral,0.4,30,62,anticlockwise,-21
163,134,166,23,"(0,18] degrees",left,-0.4,169,163,clockwise,3
88,115,162,136,"(18,36] degrees",right,0.4,121,115,clockwise,21
110,23,98,72,"(0,18] degrees",neutral,-0.4,118,110,anticlockwise,-12
126,98,97,22,"(18,36] degrees",left,-0.4,89,126,anticlockwise,-29
19,168,37,170,"(0,18] degrees",right,0.4,156,168,clockwise,2
176,155,85,182,"(18,36] degrees",neutral,0.4,197,155,clockwise,27
43,79,33,114,"(0,18] degrees",left,-0.4,86,43,anticlockwise,-10
83,115,53,79,"(18,36] degrees",right,0.4,137,115,anticlockwise,-36
20,146,21,58,"(0,18] degrees",neutral,-0.4,13,20,clockwise,1
6,135,39,84,"(18,36] degrees",left,-0.4,35,6,clockwise,33
137,86,8,79,"(0,18] degrees",right,0.4,79,86,anticlockwise,-7
58,5,8,-28,"(18,36] degrees",neutral,0.4,35,5,anticlockwise,-33
79,141,81,132,"(0,18] degrees",left,-0.4,95,79,clockwise,2
72,2,179,24,"(18,36] degrees",right,0.4,37,2,clockwise,22
166,14,155,97,"(0,18] degrees",neutral,-0.4,147,166,anticlockwise,-11
59,90,33,167,"(18,36] degrees",left,-0.4,27,59,anticlockwise,-26
79,2,52,14,"(0,18] degrees",right,0.4,19,2,clockwise,12
60,96,56,118,"(18,36] degrees",neutral,0.4,104,96,clockwise,22
78,156,71,122,"(0,18] degrees",left,-0.4,51,78,anticlockwise,-7
