left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
18,61,34,127,"(0,18] degrees",neutral,-0.4,-21,18,clockwise,16
105,78,137,71,"(18,36] degrees",left,-0.4,121,105,clockwise,32
113,165,109,202,"(36,54] degrees",right,0.4,151,165,clockwise,37
147,47,21,116,"(54,72] degrees",neutral,0.4,27,47,clockwise,69
158,64,244,110,"(72,90] degrees",left,-0.4,115,158,clockwise,86
82,119,142,104,"(0,18] degrees",right,0.4,151,119,anticlockwise,-15
8,149,-19,88,"(18,36] degrees",neutral,-0.4,50,8,anticlockwise,-27
37,57,-6,134,"(36,54] degrees",left,-0.4,50,37,anticlockwise,-43
150,43,60,-19,"(54,72] degrees",right,0.4,16,43,anticlockwise,-62
100,33,8,-51,"(72,90] degrees",neutral,0.4,56,33,anticlockwise,-84
104,159,111,45,"(0,18] degrees",left,-0.4,119,104,clockwise,7
165,10,124,36,"(18,36] degrees",right,0.4,55,10,clockwise,26
127,152,164,117,"(36,54] degrees",neutral,-0.4,138,127,clockwise,37
