left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
31,69,47,176,"(0,18] degrees",neutral,-0.4,43,31,clockwise,16
65,86,100,147,"(18,36] degrees",left,-0.4,61,65,clockwise,35
155,15,108,-2,"(0,18] degrees",right,0.4,-4,15,anticlockwise,-17
28,173,30,149,"(18,36] degrees",neutral,0.4,204,173,anticlockwise,-24
10,115,13,123,"(0,18] degrees",left,-0.4,10,10,clockwise,3
99,41,94,62,"(18,36] degrees",right,0.4,47,41,clockwise,21
17,87,-1,130,"(0,18] degrees",neutral,-0.4,11,17,anticlockwise,-18
107,30,82,158,"(18,36] degrees",left,-0.4,122,107,anticlockwise,-25
158,120,40,134,"(0,18] degrees",right,0.4,152,120,clockwise,14
47,16,148,42,"(18,36] degrees",neutral,0.4,-9,16,clockwise,26
178,151,164,101,"(0,18] degrees",left,-0.4,155,178,anticlockwise,-14
168,107,44,80,"(18,36] degrees",right,0.4,94,107,anticlockwise,-27
164,24,179,90,"(0,18] degrees",neutral,-0.4,182,164,clockwise,15
37,101,70,142,"(18,36] degrees",left,-0.4,15,37,clockwise,33
46,103,36,89,"(0,18] degrees",right,0.4,62,103,anticlockwise,-14
172,122,11,91,"(18,36] degrees",neutral,0.4,128,122,anticlockwise,-31
86,133,99,15,"(0,18] degrees",left,-0.4,126,86,clockwise,13
135,84,71,106,"(18,36] degrees",right,0.4,56,84,clockwise,22
56,105,38,126,"(0,18] degrees",neutral,-0.4,74,56,anticlockwise,-18
174,42,139,92,"(18,36] degrees",left,-0.4,173,174,anticlockwise,-35
179,80,4,94,"(0,18] degrees",right,0.4,56,80,clockwise,14
123,77,66,101,"(18,36] degrees",neutral,0.4,51,77,clockwise,24
158,79,155,51,"(0,18] degrees",left,-0.4,118,158,anticlockwise,-3
90,47,69,28,"(18,36] degrees",right,0.4,4,47,anticlockwise,-19
32,137,50,85,"(0,18] degrees",neutral,-0.4,33,32,clockwise,18
71,93,94,16,"(18,36] degrees",left,-0.4,90,71,clockwise,23
150,40,12,37,"(0,18] degrees",right,0.4,51,40,anticlockwise,-3
160,115,129,88,"(18,36] degrees",neutral,0.4,139,115,anticlockwise,-27
142,35,143,11,"(0,18] degrees",left,-0.4,140,142,clockwise,1
128,158,94,183,"(18,36] degrees",right,0.4,179,158,clockwise,25
92,15,89,128,"(0,18] degrees",neutral,-0.4,130,92,anticlockwise,-3
104,18,82,12,"(18,36] degrees",left,-0.4,110,104,anticlockwise,-22
118,161,112,166,"(0,18] degrees",right,0.4,138,161,clockwise,5
96,151,120,177,"(18,36] degrees",neutral,0.4,124,151,clockwise,26
113,152,107,54,"(0,18] degrees",left,-0.4,128,113,anticlockwise,-6
97,66,135,47,"(18,36] degrees",right,0.4,96,66,anticlockwise,-19
148,3,158,138,"(0,18] degrees",neutral,-0.4,145,148,clockwise,10
169,144,196,123,"(18,36] degrees",left,-0.4,126,169,clockwise,27
31,62,169,53,"(0,18] degrees",right,0.4,74,62,anticlockwise,-9
132,49,110,14,"(18,36] degrees",neutral,0.4,32,49,anticlockwise,-35
31,71,37,113,"(0,18] degrees",left,-0.4,72,31,clockwise,6
147,50,138,75,"(18,36] degrees",right,0.4,74,50,clockwise,25
171,43,153,8,"(0,18] degrees",neutral,-0.4,146,171,anticlockwise,-18
100,38,64,126,"(18,36] degrees",left,-0.4,136,100,anticlockwise,-36
20,118,90,119,"(0,18] degrees",right,0.4,162,118,clockwise,1
