left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
17,172,30,69,"(0,18] degrees",neutral,-0.4,13,17,clockwise,13
161,63,183,87,"(18,36] degrees",left,-0.4,191,161,clockwise,22
82,38,145,20,"(0,18] degrees",right,0.4,16,38,anticlockwise,-18
63,177,97,154,"(18,36] degrees",neutral,0.4,146,177,anticlockwise,-23
51,175,54,98,"(0,18] degrees",left,-0.4,35,51,clockwise,3
177,121,160,140,"(18,36] degrees",right,0.4,163,121,clockwise,19
119,80,108,29,"(0,18] degrees",neutral,-0.4,134,119,anticlockwise,-11
99,3,79,27,"(18,36] degrees",left,-0.4,86,99,anticlockwise,-20
126,92,8,93,"(0,18] degrees",right,0.4,89,92,clockwise,1
128,57,1,90,"(18,36] degrees",neutral,0.4,60,57,clockwise,33
11,42,5,160,"(0,18] degrees",left,-0.4,42,11,anticlockwise,-6
172,59,148,38,"(18,36] degrees",right,0.4,61,59,anticlockwise,-21
32,61,35,110,"(0,18] degrees",neutral,-0.4,7,32,clockwise,3
59,29,86,141,"(18,36] degrees",left,-0.4,60,59,clockwise,27
151,2,160,0,"(0,18] degrees",right,0.4,36,2,anticlockwise,-2
4,111,69,91,"(18,36] degrees",neutral,0.4,84,111,anticlockwise,-20
102,38,108,179,"(0,18] degrees",left,-0.4,102,102,clockwise,6
161,22,162,46,"(18,36] degrees",right,0.4,-21,22,clockwise,24
161,78,150,45,"(0,18] degrees",neutral,-0.4,143,161,anticlockwise,-11
74,121,51,139,"(18,36] degrees",left,-0.4,35,74,anticlockwise,-23
58,83,135,98,"(0,18] degrees",right,0.4,96,83,clockwise,15
123,155,60,189,"(18,36] degrees",neutral,0.4,153,155,clockwise,34
85,55,69,39,"(0,18] degrees",left,-0.4,92,85,anticlockwise,-16
94,129,21,102,"(18,36] degrees",right,0.4,128,129,anticlockwise,-27
179,101,187,163,"(0,18] degrees",neutral,-0.4,158,179,clockwise,8
32,80,63,109,"(18,36] degrees",left,-0.4,21,32,clockwise,31
22,83,130,80,"(0,18] degrees",right,0.4,57,83,anticlockwise,-3
126,71,89,50,"(18,36] degrees",neutral,0.4,84,71,anticlockwise,-21
74,141,87,11,"(0,18] degrees",left,-0.4,62,74,clockwise,13
171,103,47,133,"(18,36] degrees",right,0.4,73,103,clockwise,30
105,34,103,158,"(0,18] degrees",neutral,-0.4,81,105,anticlockwise,-2
132,109,113,166,"(18,36] degrees",left,-0.4,131,132,anticlockwise,-19
6,76,53,85,"(0,18] degrees",right,0.4,120,76,clockwise,9
52,146,137,174,"(18,36] degrees",neutral,0.4,154,146,clockwise,28
8,63,4,103,"(0,18] degrees",left,-0.4,30,8,anticlockwise,-4
75,178,23,142,"(18,36] degrees",right,0.4,163,178,anticlockwise,-36
2,111,17,116,"(0,18] degrees",neutral,-0.4,25,2,clockwise,15
105,45,135,75,"(18,36] degrees",left,-0.4,133,105,clockwise,30
93,46,123,39,"(0,18] degrees",right,0.4,13,46,anticlockwise,-7
80,43,149,20,"(18,36] degrees",neutral,0.4,25,43,anticlockwise,-23
176,126,184,140,"(0,18] degrees",left,-0.4,176,176,clockwise,8
44,87,67,115,"(18,36] degrees",right,0.4,101,87,clockwise,28
110,83,103,135,"(0,18] degrees",neutral,-0.4,126,110,anticlockwise,-7
153,66,131,154,"(18,36] degrees",left,-0.4,150,153,anticlockwise,-22
44,125,22,128,"(0,18] degrees",right,0.4,146,125,clockwise,3
108,51,145,83,"(18,36] degrees",neutral,0.4,49,51,clockwise,32
154,128,143,17,"(0,18] degrees",left,-0.4,144,154,anticlockwise,-11
146,173,68,144,"(18,36] degrees",right,0.4,175,173,anticlockwise,-29
159,3,168,56,"(0,18] degrees",neutral,-0.4,163,159,clockwise,9
147,122,169,14,"(18,36] degrees",left,-0.4,135,147,clockwise,22
31,176,119,163,"(0,18] degrees",right,0.4,148,176,anticlockwise,-13
133,55,146,27,"(18,36] degrees",neutral,0.4,41,55,anticlockwise,-28
12,82,22,95,"(0,18] degrees",left,-0.4,-18,12,clockwise,10
130,30,131,49,"(18,36] degrees",right,0.4,-5,30,clockwise,19
176,59,165,85,"(0,18] degrees",neutral,-0.4,177,176,anticlockwise,-11
121,72,86,156,"(18,36] degrees",left,-0.4,97,121,anticlockwise,-35
48,85,167,95,"(0,18] degrees",right,0.4,45,85,clockwise,10
123,61,177,91,"(18,36] degrees",neutral,0.4,22,61,clockwise,30
108,138,90,50,"(0,18] degrees",left,-0.4,120,108,anticlockwise,-18
42,67,150,44,"(18,36] degrees",right,0.4,104,67,anticlockwise,-23
130,32,133,84,"(0,18] degrees",neutral,-0.4,129,130,clockwise,3
165,11,196,87,"(18,36] degrees",left,-0.4,185,165,clockwise,31
89,28,83,27,"(0,18] degrees",right,0.4,11,28,anticlockwise,-1
113,93,163,64,"(18,36] degrees",neutral,0.4,50,93,anticlockwise,-29
138,26,139,113,"(0,18] degrees",left,-0.4,152,138,clockwise,1
60,172,163,207,"(18,36] degrees",right,0.4,178,172,clockwise,35
140,41,134,62,"(0,18] degrees",neutral,-0.4,126,140,anticlockwise,-6
95,157,63,25,"(18,36] degrees",left,-0.4,95,95,anticlockwise,-32
168,26,161,38,"(0,18] degrees",right,0.4,30,26,clockwise,12
171,47,141,75,"(18,36] degrees",neutral,0.4,67,47,clockwise,28
62,169,57,20,"(0,18] degrees",left,-0.4,82,62,anticlockwise,-5
158,113,31,84,"(18,36] degrees",right,0.4,121,113,anticlockwise,-29
5,121,6,37,"(0,18] degrees",neutral,-0.4,16,5,clockwise,1
27,75,55,161,"(18,36] degrees",left,-0.4,-4,27,clockwise,28
122,144,116,136,"(0,18] degrees",right,0.4,169,144,anticlockwise,-8
121,141,21,118,"(18,36] degrees",neutral,0.4,184,141,anticlockwise,-23
46,26,53,150,"(0,18] degrees",left,-0.4,22,46,clockwise,7
167,126,84,153,"(18,36] degrees",right,0.4,132,126,clockwise,27
28,151,22,136,"(0,18] degrees",neutral,-0.4,-5,28,anticlockwise,-6
133,46,98,130,"(18,36] degrees",left,-0.4,89,133,anticlockwise,-35
24,90,8,106,"(0,18] degrees",right,0.4,120,90,clockwise,16
6,113,14,145,"(18,36] degrees",neutral,0.4,95,113,clockwise,32
169,141,154,77,"(0,18] degrees",left,-0.4,183,169,anticlockwise,-15
48,152,154,126,"(18,36] degrees",right,0.4,157,152,anticlockwise,-26
31,6,42,163,"(0,18] degrees",neutral,-0.4,5,31,clockwise,11
138,175,172,30,"(18,36] degrees",left,-0.4,130,138,clockwise,34
28,133,163,124,"(0,18] degrees",right,0.4,163,133,anticlockwise,-9
88,118,17,84,"(18,36] degrees",neutral,0.4,98,118,anticlockwise,-34
22,55,29,85,"(0,18] degrees",left,-0.4,15,22,clockwise,7
177,59,127,78,"(18,36] degrees",right,0.4,46,59,clockwise,19
173,46,172,12,"(0,18] degrees",neutral,-0.4,177,173,anticlockwise,-1
95,137,75,47,"(18,36] degrees",left,-0.4,109,95,anticlockwise,-20
53,105,61,112,"(0,18] degrees",right,0.4,94,105,clockwise,7
