left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
141,111,145,125,"(0,18] degrees",neutral,-0.4,106,141,clockwise,4
51,118,86,42,"(18,36] degrees",left,-0.4,69,51,clockwise,35
72,28,152,12,"(0,18] degrees",right,0.4,68,28,anticlockwise,-16
161,68,78,34,"(18,36] degrees",neutral,0.4,113,68,anticlockwise,-34
63,13,70,43,"(0,18] degrees",left,-0.4,108,63,clockwise,7
114,67,80,103,"(18,36] degrees",right,0.4,63,67,clockwise,36
46,147,44,65,"(0,18] degrees",neutral,-0.4,49,46,anticlockwise,-2
101,172,74,117,"(18,36] degrees",left,-0.4,75,101,anticlockwise,-27
142,57,148,60,"(0,18] degrees",right,0.4,40,57,clockwise,3
109,76,49,95,"(18,36] degrees",neutral,0.4,53,76,clockwise,19
57,162,51,163,"(0,18] degrees",left,-0.4,46,57,anticlockwise,-6
118,80,148,49,"(18,36] degrees",right,0.4,61,80,anticlockwise,-31
144,55,157,73,"(0,18] degrees",neutral,-0.4,120,144,clockwise,13
121,169,157,123,"(18,36] degrees",left,-0.4,147,121,clockwise,36
97,136,172,122,"(0,18] degrees",right,0.4,117,136,anticlockwise,-14
112,20,46,-5,"(18,36] degrees",neutral,0.4,42,20,anticlockwise,-25
59,32,65,31,"(0,18] degrees",left,-0.4,91,59,clockwise,6
104,127,60,147,"(18,36] degrees",right,0.4,96,127,clockwise,20
142,2,134,51,"(0,18] degrees",neutral,-0.4,173,142,anticlockwise,-8
153,81,126,151,"(18,36] degrees",left,-0.4,197,153,anticlockwise,-27
139,34,78,51,"(0,18] degrees",right,0.4,49,34,clockwise,17
33,11,18,40,"(18,36] degrees",neutral,0.4,52,11,clockwise,29
112,72,108,12,"(0,18] degrees",left,-0.4,79,112,anticlockwise,-4
114,45,86,11,"(18,36] degrees",right,0.4,12,45,anticlockwise,-34
57,99,73,126,"(0,18] degrees",neutral,-0.4,48,57,clockwise,16
44,160,76,146,"(18,36] degrees",left,-0.4,38,44,clockwise,32
3,99,153,88,"(0,18] degrees",right,0.4,78,99,anticlockwise,-11
79,47,175,28,"(18,36] degrees",neutral,0.4,65,47,anticlockwise,-19
3,66,20,149,"(0,18] degrees",left,-0.4,36,3,clockwise,17
55,32,37,60,"(18,36] degrees",right,0.4,58,32,clockwise,28
32,53,19,66,"(0,18] degrees",neutral,-0.4,-9,32,anticlockwise,-13
30,147,9,87,"(18,36] degrees",left,-0.4,29,30,anticlockwise,-21
153,126,3,135,"(0,18] degrees",right,0.4,122,126,clockwise,9
148,172,151,199,"(18,36] degrees",neutral,0.4,153,172,clockwise,27
141,1,127,33,"(0,18] degrees",left,-0.4,119,141,anticlockwise,-14
4,35,83,9,"(18,36] degrees",right,0.4,63,35,anticlockwise,-26
52,143,70,91,"(0,18] degrees",neutral,-0.4,73,52,clockwise,18
73,171,94,28,"(18,36] degrees",left,-0.4,74,73,clockwise,21
65,171,69,167,"(0,18] degrees",right,0.4,181,171,anticlockwise,-4
131,156,78,122,"(18,36] degrees",neutral,0.4,164,156,anticlockwise,-34
178,130,192,65,"(0,18] degrees",left,-0.4,134,178,clockwise,14
56,102,66,134,"(18,36] degrees",right,0.4,61,102,clockwise,32
156,63,146,23,"(0,18] degrees",neutral,-0.4,148,156,anticlockwise,-10
110,133,78,144,"(18,36] degrees",left,-0.4,66,110,anticlockwise,-32
29,172,129,183,"(0,18] degrees",right,0.4,129,172,clockwise,11
162,81,85,117,"(18,36] degrees",neutral,0.4,83,81,clockwise,36
165,36,164,46,"(0,18] degrees",left,-0.4,131,165,anticlockwise,-1
17,90,46,66,"(18,36] degrees",right,0.4,129,90,anticlockwise,-24
161,117,162,35,"(0,18] degrees",neutral,-0.4,205,161,clockwise,1
154,109,182,92,"(18,36] degrees",left,-0.4,160,154,clockwise,28
139,85,151,70,"(0,18] degrees",right,0.4,67,85,anticlockwise,-15
23,91,149,58,"(18,36] degrees",neutral,0.4,54,91,anticlockwise,-33
154,82,163,57,"(0,18] degrees",left,-0.4,198,154,clockwise,9
81,146,127,170,"(18,36] degrees",right,0.4,113,146,clockwise,24
143,36,141,88,"(0,18] degrees",neutral,-0.4,139,143,anticlockwise,-2
137,161,105,43,"(18,36] degrees",left,-0.4,153,137,anticlockwise,-32
12,47,109,49,"(0,18] degrees",right,0.4,31,47,clockwise,2
76,109,156,133,"(18,36] degrees",neutral,0.4,90,109,clockwise,24
89,13,78,131,"(0,18] degrees",left,-0.4,86,89,anticlockwise,-11
10,49,86,21,"(18,36] degrees",right,0.4,15,49,anticlockwise,-28
34,159,37,169,"(0,18] degrees",neutral,-0.4,-6,34,clockwise,3
0,95,35,163,"(18,36] degrees",left,-0.4,-1,0,clockwise,35
130,94,167,93,"(0,18] degrees",right,0.4,119,94,anticlockwise,-1
127,92,98,72,"(18,36] degrees",neutral,0.4,132,92,anticlockwise,-20
90,24,93,63,"(0,18] degrees",left,-0.4,59,90,clockwise,3
179,141,31,177,"(18,36] degrees",right,0.4,154,141,clockwise,36
76,21,61,8,"(0,18] degrees",neutral,-0.4,48,76,anticlockwise,-15
76,149,45,178,"(18,36] degrees",left,-0.4,109,76,anticlockwise,-31
166,10,152,22,"(0,18] degrees",right,0.4,-28,10,clockwise,12
116,4,80,26,"(18,36] degrees",neutral,0.4,42,4,clockwise,22
65,111,49,136,"(0,18] degrees",left,-0.4,47,65,anticlockwise,-16
155,177,5,152,"(18,36] degrees",right,0.4,158,177,anticlockwise,-25
23,95,28,143,"(0,18] degrees",neutral,-0.4,30,23,clockwise,5
1,149,37,2,"(18,36] degrees",left,-0.4,-15,1,clockwise,36
143,60,6,59,"(0,18] degrees",right,0.4,80,60,anticlockwise,-1
44,148,71,125,"(18,36] degrees",neutral,0.4,180,148,anticlockwise,-23
62,94,75,129,"(0,18] degrees",left,-0.4,27,62,clockwise,13
131,155,128,180,"(18,36] degrees",right,0.4,160,155,clockwise,25
12,126,2,133,"(0,18] degrees",neutral,-0.4,50,12,anticlockwise,-10
107,175,87,151,"(18,36] degrees",left,-0.4,138,107,anticlockwise,-20
19,51,34,69,"(0,18] degrees",right,0.4,36,51,clockwise,18
33,149,63,170,"(18,36] degrees",neutral,0.4,143,149,clockwise,21
85,163,68,91,"(0,18] degrees",left,-0.4,94,85,anticlockwise,-17
153,118,139,92,"(18,36] degrees",right,0.4,153,118,anticlockwise,-26
44,127,51,126,"(0,18] degrees",neutral,-0.4,3,44,clockwise,7
38,163,61,85,"(18,36] degrees",left,-0.4,73,38,clockwise,23
104,66,3,49,"(0,18] degrees",right,0.4,39,66,anticlockwise,-17
169,16,44,-19,"(18,36] degrees",neutral,0.4,40,16,anticlockwise,-35
88,123,94,1,"(0,18] degrees",left,-0.4,86,88,clockwise,6
131,74,166,98,"(18,36] degrees",right,0.4,69,74,clockwise,24
63,85,48,128,"(0,18] degrees",neutral,-0.4,44,63,anticlockwise,-15
175,37,146,112,"(18,36] degrees",left,-0.4,206,175,anticlockwise,-29
92,138,120,140,"(0,18] degrees",right,0.4,111,138,clockwise,2
89,35,95,69,"(18,36] degrees",neutral,0.4,76,35,clockwise,34
67,93,61,26,"(0,18] degrees",left,-0.4,58,67,anticlockwise,-6
91,145,34,116,"(18,36] degrees",right,0.4,119,145,anticlockwise,-29
43,100,45,173,"(0,18] degrees",neutral,-0.4,56,43,clockwise,2
57,91,89,66,"(18,36] degrees",left,-0.4,94,57,clockwise,32
163,32,68,20,"(0,18] degrees",right,0.4,44,32,anticlockwise,-12
139,51,140,26,"(18,36] degrees",neutral,0.4,54,51,anticlockwise,-25
100,139,115,64,"(0,18] degrees",left,-0.4,85,100,clockwise,15
33,11,91,40,"(18,36] degrees",right,0.4,7,11,clockwise,29
62,27,53,113,"(0,18] degrees",neutral,-0.4,67,62,anticlockwise,-9
115,82,83,135,"(18,36] degrees",left,-0.4,111,115,anticlockwise,-32
1,130,27,137,"(0,18] degrees",right,0.4,119,130,clockwise,7
57,5,9,34,"(18,36] degrees",neutral,0.4,13,5,clockwise,29
167,80,150,88,"(0,18] degrees",left,-0.4,180,167,anticlockwise,-17
37,107,20,79,"(18,36] degrees",right,0.4,91,107,anticlockwise,-28
117,152,135,87,"(0,18] degrees",neutral,-0.4,112,117,clockwise,18
102,26,128,58,"(18,36] degrees",left,-0.4,113,102,clockwise,26
166,121,168,116,"(0,18] degrees",right,0.4,80,121,anticlockwise,-5
63,117,4,83,"(18,36] degrees",neutral,0.4,129,117,anticlockwise,-34
178,26,188,59,"(0,18] degrees",left,-0.4,207,178,clockwise,10
