left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
123,163,139,54,"(0,18] degrees",neutral,-0.4,149,123,clockwise,16
110,130,139,9,"(18,36] degrees",left,-0.4,78,110,clockwise,29
34,92,41,77,"(0,18] degrees",right,0.4,73,92,anticlockwise,-15
87,116,63,89,"(18,36] degrees",neutral,0.4,141,116,anticlockwise,-27
108,146,126,58,"(0,18] degrees",left,-0.4,138,108,clockwise,18
156,69,110,89,"(18,36] degrees",right,0.4,37,69,clockwise,20
35,151,19,55,"(0,18] degrees",neutral,-0.4,1,35,anticlockwise,-16
149,100,114,82,"(18,36] degrees",left,-0.4,131,149,anticlockwise,-35
125,51,122,52,"(0,18] degrees",right,0.4,63,51,clockwise,1
92,151,144,172,"(18,36] degrees",neutral,0.4,121,151,clockwise,21
69,93,60,28,"(0,18] degrees",left,-0.4,93,69,anticlockwise,-9
164,99,147,63,"(18,36] degrees",right,0.4,128,99,anticlockwise,-36
38,106,44,168,"(0,18] degrees",neutral,-0.4,18,38,clockwise,6
147,76,175,143,"(18,36] degrees",left,-0.4,115,147,clockwise,28
166,80,109,73,"(0,18] degrees",right,0.4,88,80,anticlockwise,-7
128,164,81,140,"(18,36] degrees",neutral,0.4,195,164,anticlockwise,-24
2,94,5,85,"(0,18] degrees",left,-0.4,20,2,clockwise,3
12,62,53,96,"(18,36] degrees",right,0.4,79,62,clockwise,34
116,153,105,83,"(0,18] degrees",neutral,-0.4,144,116,anticlockwise,-11
107,135,75,161,"(18,36] degrees",left,-0.4,145,107,anticlockwise,-32
6,153,87,162,"(0,18] degrees",right,0.4,191,153,clockwise,9
140,91,2,118,"(18,36] degrees",neutral,0.4,96,91,clockwise,27
70,16,53,145,"(0,18] degrees",left,-0.4,43,70,anticlockwise,-17
97,170,118,149,"(18,36] degrees",right,0.4,149,170,anticlockwise,-21
157,55,158,97,"(0,18] degrees",neutral,-0.4,141,157,clockwise,1
25,150,60,23,"(18,36] degrees",left,-0.4,-12,25,clockwise,35
122,166,127,155,"(0,18] degrees",right,0.4,145,166,anticlockwise,-11
99,141,52,110,"(18,36] degrees",neutral,0.4,175,141,anticlockwise,-31
54,132,68,47,"(0,18] degrees",left,-0.4,41,54,clockwise,14
53,121,76,141,"(18,36] degrees",right,0.4,98,121,clockwise,20
21,51,17,119,"(0,18] degrees",neutral,-0.4,-20,21,anticlockwise,-4
161,19,136,159,"(18,36] degrees",left,-0.4,160,161,anticlockwise,-25
145,102,172,112,"(0,18] degrees",right,0.4,143,102,clockwise,10
165,41,108,61,"(18,36] degrees",neutral,0.4,49,41,clockwise,20
30,158,24,81,"(0,18] degrees",left,-0.4,25,30,anticlockwise,-6
129,21,47,-7,"(18,36] degrees",right,0.4,-17,21,anticlockwise,-28
61,150,71,179,"(0,18] degrees",neutral,-0.4,82,61,clockwise,10
114,0,144,108,"(18,36] degrees",left,-0.4,136,114,clockwise,30
55,140,44,122,"(0,18] degrees",right,0.4,121,140,anticlockwise,-18
175,18,112,-6,"(18,36] degrees",neutral,0.4,58,18,anticlockwise,-24
73,170,86,57,"(0,18] degrees",left,-0.4,42,73,clockwise,13
47,14,163,43,"(18,36] degrees",right,0.4,-24,14,clockwise,29
31,52,21,58,"(0,18] degrees",neutral,-0.4,76,31,anticlockwise,-10
44,102,20,99,"(18,36] degrees",left,-0.4,50,44,anticlockwise,-24
117,140,177,142,"(0,18] degrees",right,0.4,179,140,clockwise,2
134,35,178,56,"(18,36] degrees",neutral,0.4,0,35,clockwise,21
104,59,88,34,"(0,18] degrees",left,-0.4,141,104,anticlockwise,-16
39,136,163,111,"(18,36] degrees",right,0.4,99,136,anticlockwise,-25
49,138,60,122,"(0,18] degrees",neutral,-0.4,87,49,clockwise,11
76,19,110,172,"(18,36] degrees",left,-0.4,76,76,clockwise,34
126,61,174,53,"(0,18] degrees",right,0.4,54,61,anticlockwise,-8
60,143,161,122,"(18,36] degrees",neutral,0.4,118,143,anticlockwise,-21
25,99,27,168,"(0,18] degrees",left,-0.4,68,25,clockwise,2
144,120,110,155,"(18,36] degrees",right,0.4,103,120,clockwise,35
27,107,23,161,"(0,18] degrees",neutral,-0.4,-3,27,anticlockwise,-4
178,30,157,29,"(18,36] degrees",left,-0.4,169,178,anticlockwise,-21
35,100,33,108,"(0,18] degrees",right,0.4,84,100,clockwise,8
143,19,123,44,"(18,36] degrees",neutral,0.4,-26,19,clockwise,25
133,79,120,0,"(0,18] degrees",left,-0.4,109,133,anticlockwise,-13
175,117,126,93,"(18,36] degrees",right,0.4,115,117,anticlockwise,-24
17,137,25,135,"(0,18] degrees",neutral,-0.4,8,17,clockwise,8
88,7,109,162,"(18,36] degrees",left,-0.4,78,88,clockwise,21
150,95,174,84,"(0,18] degrees",right,0.4,76,95,anticlockwise,-11
53,143,67,118,"(18,36] degrees",neutral,0.4,182,143,anticlockwise,-25
162,76,171,54,"(0,18] degrees",left,-0.4,205,162,clockwise,9
152,114,174,150,"(18,36] degrees",right,0.4,136,114,clockwise,36
92,7,79,20,"(0,18] degrees",neutral,-0.4,85,92,anticlockwise,-13
118,95,85,13,"(18,36] degrees",left,-0.4,131,118,anticlockwise,-33
134,50,23,65,"(0,18] degrees",right,0.4,85,50,clockwise,15
82,115,90,141,"(18,36] degrees",neutral,0.4,118,115,clockwise,26
143,62,139,175,"(0,18] degrees",left,-0.4,156,143,anticlockwise,-4
105,147,82,128,"(18,36] degrees",right,0.4,157,147,anticlockwise,-19
119,154,125,101,"(0,18] degrees",neutral,-0.4,76,119,clockwise,6
140,42,170,85,"(18,36] degrees",left,-0.4,95,140,clockwise,30
17,90,44,76,"(0,18] degrees",right,0.4,74,90,anticlockwise,-14
102,77,89,49,"(18,36] degrees",neutral,0.4,44,77,anticlockwise,-28
81,139,97,138,"(0,18] degrees",left,-0.4,50,81,clockwise,16
74,138,124,172,"(18,36] degrees",right,0.4,141,138,clockwise,34
132,41,122,100,"(0,18] degrees",neutral,-0.4,169,132,anticlockwise,-10
150,104,126,18,"(18,36] degrees",left,-0.4,195,150,anticlockwise,-24
44,82,19,97,"(0,18] degrees",right,0.4,96,82,clockwise,15
21,144,44,171,"(18,36] degrees",neutral,0.4,127,144,clockwise,27
74,159,64,101,"(0,18] degrees",left,-0.4,82,74,anticlockwise,-10
13,66,116,46,"(18,36] degrees",right,0.4,37,66,anticlockwise,-20
38,0,52,81,"(0,18] degrees",neutral,-0.4,19,38,clockwise,14
51,28,77,169,"(18,36] degrees",left,-0.4,61,51,clockwise,26
35,108,47,93,"(0,18] degrees",right,0.4,120,108,anticlockwise,-15
