left_gabor_ori,right_gabor_ori,left_distractor_ori,right_distractor_ori,similarity_range,cue,probe_x,probe_ori,correct_response,rotate_direction,similarity
96,10,114,33,"(0,18] degrees",neutral,-0.4,110,96,clockwise,18
133,58,164,69,"(18,36] degrees",left,-0.4,118,133,clockwise,31
73,23,106,15,"(0,18] degrees",right,0.4,19,23,anticlockwise,-8
0,119,35,96,"(18,36] degrees",neutral,0.4,112,119,anticlockwise,-23
16,119,32,99,"(0,18] degrees",left,-0.4,1,16,clockwise,16
106,48,159,78,"(18,36] degrees",right,0.4,48,48,clockwise,30
11,142,4,43,"(0,18] degrees",neutral,-0.4,48,11,anticlockwise,-7
83,3,61,135,"(18,36] degrees",left,-0.4,95,83,anticlockwise,-22
170,110,84,124,"(0,18] degrees",right,0.4,85,110,clockwise,14
49,84,137,111,"(18,36] degrees",neutral,0.4,75,84,clockwise,27
42,6,39,154,"(0,18] degrees",left,-0.4,13,42,anticlockwise,-3
117,67,95,34,"(18,36] degrees",right,0.4,78,67,anticlockwise,-33
2,109,5,89,"(0,18] degrees",neutral,-0.4,27,2,clockwise,3
35,133,60,81,"(18,36] degrees",left,-0.4,27,35,clockwise,25
114,54,88,48,"(0,18] degrees",right,0.4,61,54,anticlockwise,-6
177,133,24,105,"(18,36] degrees",neutral,0.4,106,133,anticlockwise,-28
175,40,192,156,"(0,18] degrees",left,-0.4,180,175,clockwise,17
40,94,7,113,"(18,36] degrees",right,0.4,78,94,clockwise,19
72,168,68,176,"(0,18] degrees",neutral,-0.4,104,72,anticlockwise,-4
120,5,100,144,"(18,36] degrees",left,-0.4,140,120,anticlockwise,-20
124,11,125,29,"(0,18] degrees",right,0.4,27,11,clockwise,18
146,33,98,58,"(18,36] degrees",neutral,0.4,50,33,clockwise,25
133,156,122,72,"(0,18] degrees",left,-0.4,99,133,anticlockwise,-11
87,30,38,2,"(18,36] degrees",right,0.4,75,30,anticlockwise,-28
71,102,87,144,"(0,18] degrees",neutral,-0.4,50,71,clockwise,16
66,117,97,12,"(18,36] degrees",left,-0.4,61,66,clockwise,31
12,165,115,151,"(0,18] degrees",right,0.4,198,165,anticlockwise,-14
28,146,156,112,"(18,36] degrees",neutral,0.4,104,146,anticlockwise,-34
1,85,7,150,"(0,18] degrees",left,-0.4,-44,1,clockwise,6
43,10,117,45,"(18,36] degrees",right,0.4,-3,10,clockwise,35
54,157,44,171,"(0,18] degrees",neutral,-0.4,58,54,anticlockwise,-10
174,149,155,80,"(18,36] degrees",left,-0.4,196,174,anticlockwise,-19
162,13,108,14,"(0,18] degrees",right,0.4,-23,13,clockwise,1
96,8,137,32,"(18,36] degrees",neutral,0.4,20,8,clockwise,24
82,114,75,117,"(0,18] degrees",left,-0.4,55,82,anticlockwise,-7
46,179,38,144,"(18,36] degrees",right,0.4,158,179,anticlockwise,-35
164,58,167,115,"(0,18] degrees",neutral,-0.4,203,164,clockwise,3
102,60,136,160,"(18,36] degrees",left,-0.4,70,102,clockwise,34
159,42,136,41,"(0,18] degrees",right,0.4,28,42,anticlockwise,-1
81,27,91,7,"(18,36] degrees",neutral,0.4,57,27,anticlockwise,-20
98,6,104,77,"(0,18] degrees",left,-0.4,89,98,clockwise,6
62,117,108,150,"(18,36] degrees",right,0.4,86,117,clockwise,33
144,19,141,177,"(0,18] degrees",neutral,-0.4,130,144,anticlockwise,-3
43,90,18,110,"(18,36] degrees",left,-0.4,84,43,anticlockwise,-25
19,58,31,75,"(0,18] degrees",right,0.4,52,58,clockwise,17
84,5,9,36,"(18,36] degrees",neutral,0.4,27,5,clockwise,31
146,10,139,86,"(0,18] degrees",left,-0.4,101,146,anticlockwise,-7
142,94,152,71,"(18,36] degrees",right,0.4,66,94,anticlockwise,-23
163,63,166,134,"(0,18] degrees",neutral,-0.4,191,163,clockwise,3
170,133,201,57,"(18,36] degrees",left,-0.4,197,170,clockwise,31
178,65,140,59,"(0,18] degrees",right,0.4,42,65,anticlockwise,-6
78,134,160,105,"(18,36] degrees",neutral,0.4,144,134,anticlockwise,-29
166,97,179,51,"(0,18] degrees",left,-0.4,185,166,clockwise,13
175,51,12,77,"(18,36] degrees",right,0.4,79,51,clockwise,26
100,132,99,5,"(0,18] degrees",neutral,-0.4,129,100,anticlockwise,-1
94,137,62,8,"(18,36] degrees",left,-0.4,132,94,anticlockwise,-32
152,55,93,59,"(0,18] degrees",right,0.4,85,55,clockwise,4
167,76,55,97,"(18,36] degrees",neutral,0.4,56,76,clockwise,21
93,166,78,46,"(0,18] degrees",left,-0.4,110,93,anticlockwise,-15
6,62,123,26,"(18,36] degrees",right,0.4,40,62,anticlockwise,-36
143,6,149,54,"(0,18] degrees",neutral,-0.4,170,143,clockwise,6
155,35,174,23,"(18,36] degrees",left,-0.4,179,155,clockwise,19
27,74,5,69,"(0,18] degrees",right,0.4,98,74,anticlockwise,-5
85,141,157,120,"(18,36] degrees",neutral,0.4,101,141,anticlockwise,-21
168,121,169,14,"(0,18] degrees",left,-0.4,187,168,clockwise,1
115,0,12,35,"(18,36] degrees",right,0.4,-7,0,clockwise,35
138,173,131,66,"(0,18] degrees",neutral,-0.4,163,138,anticlockwise,-7
162,125,131,23,"(18,36] degrees",left,-0.4,152,162,anticlockwise,-31
12,133,88,139,"(0,18] degrees",right,0.4,138,133,clockwise,6
90,34,98,55,"(18,36] degrees",neutral,0.4,9,34,clockwise,21
17,136,12,122,"(0,18] degrees",left,-0.4,11,17,anticlockwise,-5
46,160,3,126,"(18,36] degrees",right,0.4,160,160,anticlockwise,-34
168,12,174,118,"(0,18] degrees",neutral,-0.4,133,168,clockwise,6
4,43,37,89,"(18,36] degrees",left,-0.4,-32,4,clockwise,33
137,164,176,150,"(0,18] degrees",right,0.4,124,164,anticlockwise,-14
76,159,167,140,"(18,36] degrees",neutral,0.4,157,159,anticlockwise,-19
81,9,94,116,"(0,18] degrees",left,-0.4,94,81,clockwise,13
34,132,100,167,"(18,36] degrees",right,0.4,177,132,clockwise,35
31,170,30,56,"(0,18] degrees",neutral,-0.4,73,31,anticlockwise,-1
64,94,36,166,"(18,36] degrees",left,-0.4,62,64,anticlockwise,-28
75,121,64,128,"(0,18] degrees",right,0.4,78,121,clockwise,7
150,42,117,76,"(18,36] degrees",neutral,0.4,0,42,clockwise,34
34,78,19,99,"(0,18] degrees",left,-0.4,36,34,anticlockwise,-15
150,178,110,145,"(18,36] degrees",right,0.4,181,178,anticlockwise,-33
144,70,157,94,"(0,18] degrees",neutral,-0.4,112,144,clockwise,13
176,40,211,126,"(18,36] degrees",left,-0.4,166,176,clockwise,35
78,144,27,136,"(0,18] degrees",right,0.4,156,144,anticlockwise,-8
19,114,147,89,"(18,36] degrees",neutral,0.4,89,114,anticlockwise,-25
92,127,106,36,"(0,18] degrees",left,-0.4,84,92,clockwise,14
166,91,167,111,"(18,36] degrees",right,0.4,90,91,clockwise,20
32,10,19,146,"(0,18] degrees",neutral,-0.4,36,32,anticlockwise,-13
53,91,28,148,"(18,36] degrees",left,-0.4,45,53,anticlockwise,-25
45,19,130,26,"(0,18] degrees",right,0.4,47,19,clockwise,7
34,153,56,175,"(18,36] degrees",neutral,0.4,174,153,clockwise,22
122,28,112,63,"(0,18] degrees",left,-0.4,97,122,anticlockwise,-10
143,60,105,32,"(18,36] degrees",right,0.4,105,60,anticlockwise,-28
62,172,74,164,"(0,18] degrees",neutral,-0.4,26,62,clockwise,12
90,31,123,5,"(18,36] degrees",left,-0.4,94,90,clockwise,33
143,64,163,51,"(0,18] degrees",right,0.4,98,64,anticlockwise,-13
31,138,37,117,"(18,36] degrees",neutral,0.4,142,138,anticlockwise,-21
